index,RITM SIRI,Standard_dev,label
0,0.263784124207449,0.3624123519723102,1.0
1,0.175457764887243,0.3624123519723102,1.0
2,0.3734880165657408,0.3624123519723102,0.0
3,0.4656059163358552,0.3624123519723102,0.0
4,0.4825769757397724,0.3624123519723102,0.0
5,0.6733424250771822,0.3624123519723102,-1.0
6,0.8053342568711521,0.3624123519723102,-1.0
7,0.8278339174541287,0.3624123519723102,-1.0
8,0.7570249270177651,0.3624123519723102,-1.0
9,0.6128234168262177,0.3624123519723102,-1.0
10,0.5947122753076703,0.3624123519723102,-1.0
11,0.3199672636360162,0.3624123519723102,0.0
12,0.3390771367501504,0.3624123519723102,0.0
13,0.3567551871294885,0.3624123519723102,0.0
14,0.3930403073194144,0.3624123519723102,0.0
15,0.40857407532304,0.3624123519723102,0.0
16,0.4565072437019521,0.3624123519723102,0.0
17,0.3787518704620467,0.3624123519723102,0.0
18,0.3808056640341561,0.3624123519723102,0.0
19,0.2256784514710466,0.3624123519723102,0.0
20,0.1993598101430391,0.3624123519723102,0.0
21,0.2185617846628469,0.3624123519723102,0.0
22,-0.0096218624061243,0.3624123519723102,0.0
23,0.112453015151039,0.3624123519723102,0.0
24,0.2791267314276249,0.3624123519723102,0.0
25,0.3235073531563577,0.3624123519723102,0.0
26,0.3180872474002196,0.3624123519723102,0.0
27,0.3028194760465412,0.3624123519723102,0.0
28,0.2752701012687035,0.3624123519723102,0.0
29,0.2581218460481747,0.3624123519723102,0.0
30,0.151366536267937,0.3624123519723102,0.0
31,0.1751765283067943,0.3624123519723102,0.0
32,0.0792729380647427,0.3624123519723102,0.0
33,0.1432886474519117,0.3624123519723102,0.0
34,0.4213749060254264,0.3624123519723102,-1.0
35,0.3283834745566905,0.3624123519723102,0.0
36,0.2477276319435253,0.3624123519723102,0.0
37,0.1944324566300954,0.3624123519723102,0.0
38,0.2056990616763494,0.3624123519723102,0.0
39,0.2595549891606836,0.3624123519723102,0.0
40,0.2261360069878319,0.3624123519723102,0.0
41,0.2595419432419712,0.3624123519723102,0.0
42,0.3178813388655142,0.3624123519723102,-1.0
43,0.2495555704055716,0.3624123519723102,0.0
44,0.1750573409979301,0.3624123519723102,0.0
45,0.1326813739736074,0.3624123519723102,0.0
46,0.1432474233894618,0.3624123519723102,0.0
47,0.1285026672646347,0.3624123519723102,-1.0
48,0.1568044904753112,0.3624123519723102,-1.0
49,0.075059441000258,0.3624123519723102,-1.0
50,0.0357059416687679,0.3624123519723102,-1.0
51,0.0152222953082343,0.3624123519723102,-1.0
52,-0.0957078356013738,0.3624123519723102,-1.0
53,-0.0482520338427718,0.3624123519723102,-1.0
54,0.0459696153062525,0.3624123519723102,-1.0
55,0.0069158547502299,0.3624123519723102,-1.0
56,-0.0782411233537203,0.3624123519723102,-1.0
57,-0.0263135993211873,0.3624123519723102,-1.0
58,-0.0269579218264395,0.3624123519723102,-1.0
59,-0.0619203487206103,0.3624123519723102,-1.0
60,-0.1492349461429833,0.3624123519723102,-1.0
61,-0.1278482846371291,0.3624123519723102,-1.0
62,-0.1688098614747133,0.3624123519723102,-1.0
63,-0.1276404791812426,0.3624123519723102,-1.0
64,-0.1051253980525439,0.3624123519723102,-1.0
65,-0.0509365899097558,0.3624123519723102,-1.0
66,-0.0103129366884013,0.3624123519723102,-1.0
67,-0.0585223732842381,0.3624123519723102,-1.0
68,-0.0746458981139124,0.3624123519723102,-1.0
69,0.0133674426776426,0.3624123519723102,-1.0
70,-0.1197331366142764,0.3624123519723102,-1.0
71,-0.1432538940078283,0.3624123519723102,-1.0
72,-0.233981607378757,0.3624123519723102,-1.0
73,-0.1411089589744376,0.3624123519723102,-1.0
74,-0.2366969758874777,0.3624123519723102,-1.0
75,-0.3191955163866229,0.3624123519723102,0.0
76,-0.3288637177240261,0.3624123519723102,0.0
77,-0.5889993146585537,0.3624123519723102,1.0
78,-0.586660934925396,0.3624123519723102,1.0
79,-0.6816390063198998,0.3624123519723102,1.0
80,-0.8052454773911215,0.3624123519723102,1.0
81,-0.7559541232608531,0.3624123519723102,1.0
82,-0.7213901248028041,0.3624123519723102,1.0
83,-0.7697110691451785,0.3624123519723102,1.0
84,-0.7094513467753334,0.3624123519723102,1.0
85,-0.7607737383850175,0.3624123519723102,1.0
86,-0.6500103382954556,0.3624123519723102,1.0
87,-0.6054026767150331,0.3624123519723102,1.0
88,-0.5021821402993414,0.3624123519723102,1.0
89,-0.2466834336300198,0.3624123519723102,1.0
90,-0.3490466018067257,0.3624123519723102,1.0
91,-0.3314912191000099,0.3624123519723102,1.0
92,-0.3329175395229624,0.3624123519723102,1.0
93,-0.0708580255023978,0.3624123519723102,1.0
94,0.0281634674795236,0.3624123519723102,0.0
95,-0.0672395877068741,0.3624123519723102,1.0
96,-0.0155072573874459,0.3624123519723102,0.0
97,-0.0061276700022032,0.3624123519723102,0.0
98,-0.0392075759002015,0.3624123519723102,1.0
99,-0.0339412782171031,0.3624123519723102,0.0
100,-0.0254874023182081,0.36171522213782864,0.0
101,-0.1190351027000113,0.361728669545504,1.0
102,-0.1077923777490648,0.3602894006740192,1.0
103,-0.0109564864999178,0.35752450879155345,0.0
104,0.0783199097176945,0.35450020936966964,0.0
105,0.0214682742427427,0.34820499613843436,0.0
106,-0.0285309910848123,0.33878057184515326,1.0
107,0.1282352209934654,0.3285805137393298,0.0
108,-0.0340570110220133,0.3193922802501183,1.0
109,0.06989305676223,0.3131659162401604,0.0
110,-0.0228602735539142,0.30693985314200095,1.0
111,-0.0043977103427685,0.3049476978046419,1.0
112,0.0330528222428512,0.3027354041430462,1.0
113,0.1163809906008532,0.3005565541724971,0.0
114,0.3070023595412854,0.2994389931578338,-1.0
115,0.2617047808782304,0.29758997582968333,-1.0
