index,GNRC VRTX,Standard_dev,label
0,116.58343379064942,5.4614873602930265,1.0
1,110.8648263785488,5.4614873602930265,1.0
2,110.06468900105553,5.4614873602930265,1.0
3,109.76036073008407,5.4614873602930265,1.0
4,114.48930370241844,5.4614873602930265,1.0
5,114.80672597275472,5.4614873602930265,1.0
6,120.9623072442691,5.4614873602930265,1.0
7,119.9994161547894,5.4614873602930265,1.0
8,126.02412825785515,5.4614873602930265,-1.0
9,124.59625093496068,5.4614873602930265,1.0
10,126.7719982858998,5.4614873602930265,-1.0
11,128.208523295267,5.4614873602930265,-1.0
12,124.77965191388893,5.4614873602930265,0.0
13,121.80666428406478,5.4614873602930265,1.0
14,117.8701893278156,5.4614873602930265,1.0
15,118.737583344085,5.4614873602930265,1.0
16,118.76698913576188,5.4614873602930265,1.0
17,118.04232901792712,5.4614873602930265,1.0
18,117.10025018867688,5.4614873602930265,1.0
19,122.755058626349,5.4614873602930265,1.0
20,124.9217945303376,5.57242623263421,-1.0
21,127.84690213887492,5.4696038963668725,-1.0
22,132.79567266210069,5.566378099577464,-1.0
23,129.59504913176443,5.102526270497024,-1.0
24,130.0312709117697,4.993617823367499,-1.0
25,131.71885145485103,4.907139335670163,-1.0
26,132.47852741690954,5.179468985930196,-1.0
27,131.2284106386574,5.2464524977504885,-1.0
28,132.2152933355788,5.469115652390938,-1.0
29,128.39812958406603,5.497899063126731,-1.0
30,129.29363964440958,5.549947165066578,-1.0
31,129.2665009889193,5.577784587381063,-1.0
32,120.84559391795332,5.690659792575724,0.0
33,123.81597605185094,5.634170412141097,-1.0
34,120.3584873767629,5.473011505365084,0.0
35,121.8077200382356,5.298556359220352,-1.0
36,119.05505184083287,5.277740969391491,-1.0
37,120.15639104521912,5.125177236730201,-1.0
38,115.85462065060509,5.248734560583955,1.0
39,113.83293053415738,5.897917886601423,1.0
40,115.32939682965392,6.344169981947046,1.0
41,116.49218640618174,6.606535561981508,-1.0
42,115.8559363757553,6.603726222146857,-1.0
43,114.43391098937558,6.781142719072597,1.0
44,118.39167275576204,6.655395699171561,-1.0
45,120.5055468307838,6.304656157758982,-1.0
46,121.45672944280052,5.800287556362698,-1.0
47,122.40787639744904,5.332499646725859,-1.0
48,121.5077844498617,4.63837297178796,-1.0
49,125.34870904802447,4.407859977725074,-1.0
50,123.92234376951426,3.973316200075148,-1.0
51,123.44252604168054,3.4383323760868727,-1.0
52,120.60437069878904,3.434675089188243,-1.0
53,121.25188204845658,3.320034693438572,-1.0
54,120.07473670285545,3.317231559359406,-1.0
55,112.81946608562689,3.5974995783759507,-1.0
56,108.47278627738255,4.316564719493452,-1.0
57,101.4219925624626,5.755718984702395,-1.0
58,100.74022169043047,6.887741510041948,-1.0
59,93.40658185419544,8.656272538516134,-1.0
60,98.73516672178155,9.470284376466896,-1.0
61,94.5172881854437,10.513273785715292,-1.0
62,91.23181860760276,11.659640891518082,-1.0
63,92.63109618502943,12.482609874965133,-1.0
64,90.25611258764329,13.24437398534117,-1.0
65,89.31560882130246,13.796496969518932,0.0
66,87.08140069166076,14.254407966992622,0.0
67,86.69597715087947,14.45276334428129,0.0
68,86.68694458396581,14.47886252487966,0.0
69,86.69856851006296,13.970177801737709,0.0
70,84.23885866552108,13.425477311944393,0.0
71,85.33559923884529,12.524999375952623,0.0
