index,FR REXR,Standard_dev,label
0,-3.9479434733004,1.9573472275933272,1.0
1,-3.489938530571404,1.9573472275933272,1.0
2,-3.1803412402947018,1.9573472275933272,1.0
3,-2.930901046920789,1.9573472275933272,1.0
4,-2.432463581070179,1.9573472275933272,1.0
5,-2.177579301351809,1.9573472275933272,1.0
6,-1.7438152725129328,1.9573472275933272,1.0
7,-1.6376324914474196,1.9573472275933272,1.0
8,-1.1032219679239803,1.9573472275933272,1.0
9,-0.5064143958209755,1.9573472275933272,1.0
10,-0.5122610020790663,1.9573472275933272,1.0
11,-0.3559736904540109,1.9573472275933272,1.0
12,-0.1736586018700805,1.9573472275933272,0.0
13,-0.1952201729976934,1.9573472275933272,1.0
14,0.3095127900873713,1.9573472275933272,0.0
15,0.8519467820703532,1.9573472275933272,0.0
16,1.1022345101487652,1.9573472275933272,0.0
17,1.5128462770850657,1.9573472275933272,0.0
18,1.8450929275937276,1.9573472275933272,0.0
19,2.148686939833066,1.9573472275933272,0.0
20,2.2070130768442464,1.9573472275933272,0.0
21,2.3421915712880867,1.9573472275933272,0.0
22,2.674759214491196,1.9573472275933272,0.0
23,2.6867266284041307,1.9573472275933272,0.0
24,2.7454368136736,1.9573472275933272,0.0
25,2.5896372369914893,1.9573472275933272,0.0
26,2.2479279368943974,1.9573472275933272,0.0
27,2.172683134386162,1.9573472275933272,0.0
28,2.144855879130944,1.9573472275933272,0.0
29,1.3596943232865009,1.9573472275933272,0.0
30,1.19195142821971,1.9573472275933272,1.0
31,1.2799685655746966,1.9573472275933272,1.0
32,1.2836935839925268,1.9573472275933272,1.0
33,1.2591751863912215,1.9573472275933272,1.0
34,1.296155172502603,1.9573472275933272,1.0
35,1.5280647830698868,1.9573472275933272,1.0
36,1.7745557791392643,1.9573472275933272,1.0
37,1.9342985452457864,1.9573472275933272,1.0
38,1.962990516616376,1.9573472275933272,1.0
39,2.078174579526843,1.9573472275933272,1.0
40,2.0859150309828234,1.9573472275933272,1.0
41,2.224206545947064,1.9573472275933272,1.0
42,2.231226310028472,1.9573472275933272,1.0
43,2.0605007603745555,1.9573472275933272,1.0
44,1.737220930532594,1.9573472275933272,1.0
45,1.7590640133910291,1.9573472275933272,1.0
46,1.6597017057371328,1.9573472275933272,1.0
47,1.261977273987073,1.9573472275933272,1.0
48,1.065325610025866,1.9573472275933272,1.0
49,0.7668969846029636,1.9573472275933272,1.0
50,0.6173570158580031,1.9573472275933272,1.0
51,0.4806161060839109,1.9573472275933272,1.0
52,0.5058618630595486,1.9573472275933272,1.0
53,0.5058887272973873,1.9573472275933272,1.0
54,0.6460836638830703,1.9573472275933272,1.0
55,0.6123869041934125,1.9573472275933272,1.0
56,0.6181672375301854,1.9573472275933272,1.0
57,0.8121172345937122,1.9573472275933272,1.0
58,1.1274594276986196,1.9573472275933272,1.0
59,1.17507407967088,1.9573472275933272,1.0
60,1.4323436076138556,1.9573472275933272,1.0
61,1.7400253277944753,1.9573472275933272,1.0
62,1.9651361414627164,1.9573472275933272,1.0
63,2.2033726488209435,1.9573472275933272,1.0
64,2.335056358601493,1.9573472275933272,1.0
65,2.629299819334525,1.9573472275933272,-1.0
66,2.8580035733434563,1.9573472275933272,-1.0
67,2.915821894936077,1.9573472275933272,-1.0
