index,NDSN ZBRA,Standard_dev,label
175,72.75273719833484,4.272898783188232,1.0
176,74.50159221723543,3.55777456801912,1.0
177,75.20626138336614,3.105009210624893,1.0
178,73.09560948337797,3.044332928136148,1.0
179,73.43213901035502,3.0845924831995974,1.0
180,74.19812518424543,3.1197030701825597,1.0
181,76.431402029624,3.1191925423348534,1.0
182,77.63728581844887,3.1298019580768455,1.0
183,80.03741091528882,3.2249924996312314,1.0
184,79.52149489429374,3.284441668123854,1.0
185,80.20837895601782,3.368130355707791,1.0
186,81.49045721090788,3.5012146411236973,1.0
187,82.55638243600092,3.6792474554624945,1.0
188,82.27926421974307,3.782536647121513,1.0
189,84.03909831013868,4.029785764960878,1.0
190,83.58007982348778,4.201201563588952,1.0
191,85.02041573263082,4.366143110381061,1.0
192,85.48848245889931,4.6732797559550106,1.0
193,87.24576779080215,4.762276108247966,1.0
194,87.96179814060834,4.9340281422570715,1.0
195,88.03258472255078,4.962705491673442,1.0
196,88.16837387416939,5.019647125996743,1.0
197,88.83464163628426,5.076229267100085,1.0
198,87.72909552202401,4.776617646197685,1.0
199,91.39689713935158,4.630018714084376,1.0
200,92.11134004899549,4.44595182572796,1.0
201,93.35720835929334,4.44246953807801,1.0
202,93.76323602959464,4.435259047634771,1.0
203,98.09382620758372,4.936806623731154,-1.0
204,99.54250546999636,5.344224631377622,-1.0
205,98.92313868009111,5.5348820744341705,-1.0
206,99.49732876801016,5.713998393369407,-1.0
207,100.58826999607918,5.916441376506365,-1.0
208,100.7114398617299,5.957598799186783,-1.0
209,96.12490430200502,5.748456751588165,-1.0
210,95.54929898979502,5.404691417480413,-1.0
211,97.02770798791876,5.143087858656517,-1.0
212,95.67970817877938,4.800212105421401,-1.0
213,98.2915887745999,4.611893832722129,-1.0
214,95.50558303427312,4.34374732512008,-1.0
215,95.07168877854008,4.027743295269907,-1.0
216,93.77323263231963,3.6860324430055784,-1.0
217,93.0628037789572,3.3880904879452904,-1.0
218,91.04550559045764,3.035629104940486,-1.0
219,88.5848960058728,3.3105687304144644,-1.0
220,86.76239853563496,3.8047212092269365,-1.0
221,86.07199319464515,4.336994276102575,-1.0
222,84.18236950672167,4.983129171582482,-1.0
223,82.56504197327878,5.598975446176368,-1.0
224,80.50679784615498,6.181946358995689,-1.0
225,77.041986770422,6.9612094306650425,-1.0
226,77.23555377399589,7.442644685592538,-1.0
227,75.46401950492256,7.809360655672873,-1.0
228,73.71318312144156,8.099759676358405,-1.0
229,75.28538484647379,8.357925168844524,-1.0
230,74.57021782060077,8.558543668938078,-1.0
231,75.44324086762312,8.464715724574807,-1.0
232,74.33150013034903,8.391867595049884,-1.0
233,75.39086071235454,7.874931798226644,-1.0
234,75.06890286495577,7.451354535404547,-1.0
235,71.80685400770334,7.06982584195782,-1.0
236,70.39761364847087,6.699104298089424,-1.0
237,69.84942408539759,6.204892519388333,-1.0
238,69.67064783505212,5.708850010585467,-1.0
239,67.59017347814523,5.428009635163918,-1.0
240,67.15188677389925,5.17491551795489,-1.0
241,66.37460388519015,4.854724415619455,-1.0
242,64.82255077596614,4.6828405367674995,-1.0
243,64.47895964567957,4.52568892109086,-1.0
244,62.69438635422819,4.580012254413481,-1.0
245,61.514954455223446,4.882700197965187,-1.0
246,60.55551240787429,5.1162817454809115,-1.0
247,57.8645120791467,5.584498452034829,-1.0
248,56.75769161314174,6.084561527298274,-1.0
249,54.41286722736172,6.555621249824135,0.0
250,53.768752711520406,6.936647561898291,0.0
251,53.32381290263686,7.112451273359678,0.0
252,52.59842551485633,7.253073299327387,0.0
253,51.45949751614259,7.214978271958803,0.0
254,50.63330649358943,7.061129861834491,0.0
255,49.569212876660224,7.084685022497269,0.0
256,49.970838887495546,7.020591347617449,0.0
257,49.35469452048805,6.886982535177047,0.0
258,51.15670828282904,6.501514853504749,0.0
259,49.93815494130951,6.223672074178823,0.0
260,49.881405756579895,5.84274822510059,0.0
261,48.96893822084891,5.4281655608072406,0.0
262,50.05439099872116,4.961109349149452,0.0
263,48.848092421833606,4.416038988282196,-1.0
264,47.23555054084326,3.9932009805674014,1.0
265,46.35788514688806,3.588756151570517,1.0
266,47.677773037634566,3.0132142279806517,1.0
267,47.865492004953154,2.6162132332779193,1.0
268,49.75871077156909,2.1627448667307836,1.0
269,50.1419132793109,1.9155477180508464,-1.0
270,48.33537390688468,1.7172203199975953,1.0
271,47.23507603330439,1.5658972471035113,1.0
272,55.16552609452302,1.9127905542168109,-1.0
273,51.38410526691821,1.9087550783207627,-1.0
274,51.207480868844215,1.9312526871392746,-1.0
275,50.866147923903895,1.9551356176488242,-1.0
276,49.95754976125805,1.9549945513179445,-1.0
277,50.71557682751984,1.9707424317042908,-1.0
278,51.59711516580752,1.9909665362837101,-1.0
279,49.67852260505975,1.9899009325944768,-1.0
280,47.498883116023165,2.045640954371092,-1.0
281,46.590835037339325,2.146448194779238,-1.0
282,44.420853791736455,2.4106265489470227,-1.0
283,39.095499978335546,3.294391875070841,-1.0
284,38.125178283698894,4.043406068837902,-1.0
285,36.92036920230712,4.755664877549962,-1.0
286,33.04750788938075,5.776775614923156,-1.0
287,31.087971542804,6.773643794801282,-1.0
288,28.36357060832828,7.786108195142668,-1.0
289,27.75679617544462,8.586686943317583,-1.0
290,26.501634114838996,9.353806026797553,-1.0
291,26.54435494519688,9.968548599456327,-1.0
292,21.280592602872048,10.449999248163742,-1.0
293,17.367724461458465,11.259138317612283,-1.0
294,14.916540016717974,11.992213653222027,-1.0
295,13.361541280986728,12.565352389040589,-1.0
296,11.655200404486308,13.03429443563836,-1.0
297,8.151100959171359,13.428597587554663,-1.0
298,5.333162009741173,13.622369461217945,-1.0
299,3.1378343106729574,13.767818071913506,-1.0
300,1.3788116714068366,13.849735228665727,-1.0
301,-1.461002783519504,13.847113104441103,-1.0
302,-3.6160814008666193,13.800650172408542,-1.0
303,-5.329147141627431,13.961280411510756,-1.0
304,-7.9105402501860596,14.04226032236238,-1.0
305,-11.330940547445168,14.118624559287351,-1.0
306,-11.868270390281864,14.168653060804202,-1.0
307,-13.18026584818412,14.120139479846328,-1.0
308,-13.898738119139722,14.003663641201095,-1.0
309,-18.715947436578404,13.961203525517798,-1.0
310,-23.39098009656618,14.01999545283345,-1.0
311,-24.56605462811487,13.700603446340308,-1.0
312,-27.83350869307137,13.722158096652477,-1.0
313,-28.87896731571801,13.759264782563609,-1.0
314,-30.469732350700117,13.748779348460896,-1.0
315,-32.801596417383905,13.676901529836918,-1.0
316,-35.107149917952256,13.546196076605929,-1.0
317,-36.90638257031466,13.481847926040828,-1.0
318,-41.30396552296055,13.65348116102722,-1.0
319,-45.8327045453139,14.011336016626279,-1.0
320,-48.31959355873164,14.30266697521872,-1.0
321,-50.22107803841993,14.566852091908286,-1.0
322,-52.05244151333461,14.749337322210854,-1.0
323,-53.38877435586603,14.777019940996603,-1.0
324,-56.449371231664216,14.874824467009521,-1.0
325,-57.45383818837256,14.94215287349793,-1.0
326,-60.89940238220403,14.946658078730673,-1.0
327,-61.43930075265519,14.692965482705304,-1.0
328,-62.07724486932567,14.12759790322221,-1.0
329,-64.08981922162167,13.761647189418207,-1.0
330,-66.53143229790172,13.630447709158924,-1.0
331,-69.85731815368115,13.498344765273457,-1.0
332,-71.94951020955756,13.445420600009117,-1.0
333,-73.07530213372024,13.195836102224812,-1.0
334,-79.58971697902331,13.252612992329887,-1.0
335,-80.99019767371347,13.199665202440835,-1.0
336,-83.6017684618704,13.154217145486744,-1.0
337,-85.7350505456914,13.01645234055287,0.0
338,-89.8804779375021,13.237493116796607,0.0
339,-86.74258541851228,13.171155500061904,0.0
340,-88.9015611886822,13.15148924264875,0.0
341,-92.1218703304786,13.214662807688365,0.0
342,-92.07680379236338,13.090161484774686,0.0
343,-100.0307706011386,13.40538929591359,0.0
344,-100.53736695786424,13.614332731214942,0.0
345,-102.12501136258244,13.66493794992016,0.0
346,-102.78269108885628,13.694159719204523,0.0
347,-102.94182784437858,13.44403187469926,0.0
348,-102.78550047357564,12.896075898799253,0.0
349,-102.67142418028284,12.183362920613767,0.0
350,-103.2095390459998,11.398672697854341,0.0
351,-104.41822704840476,10.68936376422306,1.0
352,-102.41874020482012,9.76649958919344,1.0
353,-101.53492566617923,8.584910170255085,1.0
354,-99.8193198404455,7.797742685549569,1.0
355,-98.54803534221142,6.9271576804914,1.0
356,-96.90456360022316,6.153891287038625,1.0
357,-95.23647133483442,5.50528454830199,0.0
358,-94.21157559170292,5.2359043740596025,0.0
359,-94.64780886355854,4.555749855945811,1.0
360,-93.22099125463096,4.140458777899327,0.0
361,-91.3647696598112,4.2105996966674475,0.0
362,-90.8172953226209,4.328532917307975,0.0
363,-90.24547080581164,4.7406496366958555,0.0
364,-90.7613860223954,5.017809736041133,0.0
365,-88.57404034042779,5.340724130499428,0.0
366,-87.4902414666225,5.61073389745855,0.0
367,-88.33757682664648,5.690487355395769,0.0
368,-87.63277428087012,5.728611657506058,0.0
369,-87.23880118320811,5.694813493366024,0.0
370,-88.87521468189695,5.413767069339295,1.0
371,-89.17131821582814,4.8573280814125335,1.0
372,-91.31639892440607,4.310111169352185,1.0
373,-91.06070317167986,3.7252849059629236,1.0
374,-91.18848866052863,3.2082440635446066,1.0
375,-91.94434781644622,2.7320881242673893,1.0
376,-91.60581100605944,2.3625187022945324,1.0
377,-91.05195358373884,2.116491059792189,1.0
378,-90.84929054898087,1.9350864295553647,1.0
379,-89.54719667983039,1.657843598174648,1.0
380,-88.99504866724827,1.503191981080405,1.0
381,-85.39444817219571,1.7673206187068753,-1.0
382,-88.23550535082254,1.7683924984290629,1.0
383,-87.07540023392215,1.8365312305989117,1.0
384,-84.94425224440393,2.044637024950899,1.0
385,-83.84424952978156,2.350388131176618,1.0
386,-84.33978057369019,2.5400027468775708,1.0
387,-83.05168564140749,2.830672052361401,1.0
388,-82.97900913882468,3.0750302728837773,1.0
389,-79.74209104417216,3.6018621117519896,1.0
390,-77.78788870993273,4.221256874828792,1.0
391,-74.71254620828175,5.028023198593228,1.0
392,-76.17955899006986,5.388542967918076,1.0
393,-73.80984388001372,5.850612157817719,1.0
394,-71.13434292222705,6.402122440310125,1.0
395,-69.50598821860069,6.860710618943178,1.0
396,-70.26157093494498,7.065920053374245,1.0
397,-67.00060709597282,7.4231648324491415,1.0
398,-66.00774498540737,7.669186776899245,1.0
399,-66.236004327148,7.78872813739645,1.0
400,-62.4868386393303,8.080303611019495,1.0
401,-51.69495591594477,9.558321614700498,0.0
402,-48.547818415871575,10.725620354993977,-1.0
403,-45.62039110925521,11.825271575497363,-1.0
404,-46.129217297522686,12.576605825624505,-1.0
405,-45.47628942299464,13.116424060728955,-1.0
406,-45.42114207023715,13.315091152753958,-1.0
407,-45.01685533751642,13.345746245275429,-1.0
408,-47.211257501042354,12.959036417045263,-1.0
409,-50.59091488418255,12.427666244056896,-1.0
410,-51.83766059046444,11.81701146663625,-1.0
411,-49.899929465276216,11.34538417857945,-1.0
412,-51.94141943596273,10.509148152057934,-1.0
413,-54.93814855700239,9.666914115615686,-1.0
414,-57.38912855948713,8.947346380737411,-1.0
415,-59.2894354804107,8.325195526289514,-1.0
416,-60.41349707645682,7.579978998571216,-1.0
417,-61.52180595291216,7.159730520046197,-1.0
418,-62.30593743563004,6.857674951620545,-1.0
419,-63.37330916621772,6.5961172519267155,-1.0
420,-63.83215572403155,6.70334835391965,-1.0
421,-64.99664917116831,7.196021560430914,-1.0
422,-67.61382896858309,7.709883004066946,-1.0
423,-70.43557741863134,8.14910634762197,-1.0
424,-72.35084653972913,8.578581602139305,-1.0
425,-73.28552219164004,8.813026664391193,-1.0
426,-74.14857336540774,8.878562986894503,-1.0
427,-73.251920683362,8.590850271697905,-1.0
428,-76.78378936901514,8.541216025046765,-1.0
429,-76.38193836926953,8.514418543407634,-1.0
430,-77.5180734327514,8.472455198152296,-1.0
431,-76.9724577838829,7.983375179433473,-1.0
432,-78.44744334317443,7.551350764030972,-1.0
433,-78.62766035806388,7.201145876856331,-1.0
434,-82.0070165167105,7.135288046231592,-1.0
435,-83.10428598758948,7.121857761345766,-1.0
436,-82.21369339775012,6.942374909181236,-1.0
437,-80.8346833355493,6.602698611742413,-1.0
438,-83.78459219487416,6.3556468978370635,-1.0
439,-82.60259107211228,5.9457684269839435,-1.0
440,-85.61923267031224,5.592231517197295,-1.0
441,-86.7722346222726,5.230278845827444,-1.0
442,-88.59779825588835,5.111400306243702,-1.0
443,-89.4475093944726,5.165777864916865,1.0
444,-91.46264522954048,5.411392940821153,1.0
445,-88.2411623032499,5.308041454394431,-1.0
446,-87.6099436700491,5.131833449900595,-1.0
447,-86.81210817918755,4.723242373001246,-1.0
448,-91.32454702925992,4.803351779507091,1.0
449,-91.55260964491904,4.747998800353964,1.0
450,-96.51444419209815,5.125451283434009,1.0
451,-96.84120293761003,5.282724857437876,1.0
452,-97.08235654550502,5.407165062820578,1.0
453,-96.21969035832616,5.3088834161232334,1.0
454,-83.48463728363794,5.2243699893298885,1.0
455,-85.34743370275936,5.1254411548341565,1.0
456,-82.56886787400816,5.102647201880876,1.0
457,-81.42410615566139,5.05671332778123,1.0
458,-83.20376278005088,5.087792777420977,1.0
459,-76.98345042196016,5.570756420610525,1.0
460,-74.80460029873828,6.3242426105314085,1.0
461,-73.84088859683374,7.055218186124824,1.0
462,-70.4717831717859,7.967184359619147,1.0
463,-71.93112438312984,8.54069485292119,1.0
464,-50.85714161082605,11.37589219802557,1.0
465,-43.73940940704807,14.336883356179653,1.0
466,-37.7700933267612,17.197521058987657,1.0
467,-31.40573958462313,20.03942951984792,1.0
468,-24.9053908847675,22.673606080124692,1.0
469,-18.86296827081135,25.156763439702424,1.0
470,-12.270256479433598,27.25714879784896,1.0
471,-4.858157935852006,29.2369388295652,1.0
472,1.958849651562346,30.97931133465137,1.0
473,3.910001767152494,32.0645811092286,1.0
474,8.658482473591576,33.6045505718264,1.0
475,13.453098785277248,34.688626600752066,1.0
476,16.870776243176408,35.47347810055088,1.0
477,23.321850103229224,36.08275474571707,0.0
478,26.41541737867847,35.96294413954852,0.0
479,30.29222737068477,35.786378933237955,0.0
480,34.482524859395724,35.24359554409872,0.0
481,38.24978136749837,34.134696249178354,0.0
482,43.34103767993609,32.71209256059532,0.0
483,46.992219981884986,30.192667821576812,0.0
484,48.54543736164221,28.989583265269516,0.0
485,53.22738854587298,27.947282069268283,0.0
486,57.159874988118105,26.916267886120302,0.0
487,57.06678863374352,25.65676784568491,0.0
488,58.617131844894246,24.35867636346658,0.0
489,61.00077132216972,23.07257644023958,0.0
490,65.59002666132385,22.053990105003173,0.0
491,68.18810555106145,21.277485220773517,0.0
492,71.92220174070316,20.809286388576535,0.0
493,74.60598206139589,20.104536204091527,0.0
494,75.9654040718355,19.337376168702,0.0
495,76.56767895317756,18.488542821354148,0.0
496,76.73389429536178,17.415249494157756,0.0
497,76.04899752797165,16.423412079677114,0.0
498,76.61830065814294,15.292241520452606,0.0
499,78.0487844138868,14.168763313456473,0.0
500,77.3018681431184,12.985790919057562,1.0
501,77.48795694401679,11.784967773157984,1.0
502,78.67642785569402,10.809397915589612,1.0
503,80.1429450867049,9.955807180772878,1.0
504,82.94500131736697,9.082709873903298,1.0
505,82.90315059602514,8.390420140280959,1.0
506,81.79042372585762,7.777828281122738,1.0
507,82.8131534723897,6.927329615635506,1.0
508,83.67654688705986,5.9705915537419205,1.0
509,83.69423342826005,4.948679857863327,1.0
510,84.84272329797307,4.325691115139161,1.0
511,85.09142830606976,3.816171276483644,1.0
512,85.47608644886547,3.6178115272106854,1.0
513,91.9508211971583,4.260498768862936,1.0
514,91.007226163771,4.6465104279255485,1.0
515,91.22282334257336,4.942208885271883,1.0
516,94.47512157523816,5.434832111769829,1.0
517,97.66215150620896,6.0309987556073255,1.0
518,92.59814511594604,6.0054760700776395,1.0
519,91.3025353376916,5.906387459852447,1.0
520,90.5682429221012,5.634170406907802,1.0
521,92.4852142805005,5.36069027272405,1.0
522,95.13476820284684,5.234443991604031,1.0
523,97.40736797660615,5.278422402033322,1.0
524,99.72435006119063,5.597195072504786,1.0
525,106.6222599720512,6.500796898561058,1.0
526,110.63702602829662,7.481372451851916,1.0
527,112.58432604641828,8.377486420894167,1.0
528,114.88129073199993,9.233697388097545,0.0
529,117.24499524753033,9.998073831866943,0.0
530,120.5682383120577,10.84019579295172,0.0
531,121.75225404692316,11.458558315943728,-1.0
532,123.51909828383232,11.934662557489958,-1.0
533,123.65256159548538,12.526956939088478,-1.0
534,126.47234031216414,13.05245222548734,-1.0
535,125.71197664153432,13.270285538890505,-1.0
536,124.32438607035304,13.376797087236119,-1.0
537,121.648300144064,13.35912753538937,-1.0
538,119.72947201822316,12.818385010906837,-1.0
539,122.45142799231202,12.067340427975168,-1.0
540,122.7515711529088,10.964056780871388,-1.0
541,121.72557117029056,9.683424479716303,-1.0
542,119.99068024456638,8.303602400981783,-1.0
543,120.22274835471794,6.805426575988549,-1.0
544,118.78901963262383,5.117049697024043,-1.0
545,113.67357609222468,4.349240438455988,-1.0
546,113.55324589009275,4.053538840036065,-1.0
547,111.71223765476763,4.144157045751008,-1.0
548,112.29019475322627,4.354939969026549,-1.0
549,109.8242786655958,4.892906899819941,-1.0
550,105.96975812518508,5.769750199127401,-1.0
551,103.92005296439972,6.633333950084602,-1.0
552,102.28522191583382,7.377328847324163,-1.0
553,100.05592320621992,8.113433449955245,-1.0
554,98.2220228062824,8.61157053370503,-1.0
555,97.0931355444471,9.0089896638038,-1.0
556,98.30281730644968,9.166848747718854,-1.0
557,99.10599790583008,9.265953143874892,-1.0
558,99.778482045733,9.303353346584844,-1.0
559,99.46713883268372,9.04651384410583,-1.0
560,101.27647576982451,8.516987456025335,-1.0
561,100.0299333932238,7.954458294095294,-1.0
562,104.47609237995393,7.274227906397692,-1.0
563,102.81531356001716,6.410332508389672,-1.0
564,99.6646925450296,5.556989885217606,-1.0
565,96.36671386168192,5.2576483532939875,-1.0
566,92.20583107998924,5.127227050787809,-1.0
567,89.2507746379032,5.286178675051063,-1.0
568,86.94307994249709,5.378676503834182,-1.0
569,85.73090106951365,5.603322919158665,-1.0
570,81.19165002069784,6.457098862366106,-1.0
571,79.04672676957725,7.366945416402876,-1.0
572,76.47753982320219,8.342088309717663,0.0
573,76.70959279842299,9.10396783567133,0.0
574,75.47696953074838,9.83584462059277,0.0
575,73.99049138413717,10.5459043130417,0.0
576,71.28415485793707,11.256378732612443,0.0
577,70.65054118478622,11.773348730854913,0.0
578,68.5752567337575,12.20950705129171,0.0
579,66.747663387371,12.578557244010032,1.0
580,67.11279276468785,12.563795330321362,0.0
581,65.38670383731177,12.514783161417354,1.0
582,65.73394964394848,11.746885158592864,1.0
583,66.37581935989593,10.733631341885115,1.0
584,66.54452990753495,9.676908749619146,1.0
585,67.36682202200203,8.59042489667041,1.0
586,68.68166169735852,7.613667963626875,1.0
587,67.6227952633163,6.739102929425392,1.0
588,66.7906606135098,5.902034062115584,1.0
589,65.92872782837254,4.951365029308463,1.0
590,79.10830183878541,4.728962050118035,-1.0
591,85.6267848742977,5.53169960253891,-1.0
592,82.02348486412347,5.963488106041853,-1.0
593,79.6074710313465,6.144854183812193,-1.0
594,76.98825328579456,6.211327062215857,-1.0
595,78.31882341085948,6.3899068152560945,-1.0
596,71.30919027924442,6.389901100545614,-1.0
597,74.96730071723269,6.438639622828783,-1.0
598,75.3554278156421,6.452756459790129,-1.0
599,73.86583627927155,6.350277732896267,-1.0
600,69.29279504610676,6.275990663686392,-1.0
601,66.02873724729099,6.240066193743559,-1.0
