index,ALLY CNH,Standard_dev,label
0,0.2176261942907729,1.1907106063540238,0.0
1,0.2047157848443141,1.1907106063540238,0.0
2,0.2261768134178972,1.1907106063540238,0.0
3,0.1108114910050055,1.1907106063540238,0.0
4,-0.1153328072504784,1.1907106063540238,0.0
5,0.0004145697885284,1.1907106063540238,0.0
6,-0.0424660287745055,1.1907106063540238,0.0
7,-0.3115057795390967,1.1907106063540238,0.0
8,-0.3300916390645803,1.1907106063540238,0.0
9,-0.2871004150000651,1.1907106063540238,0.0
10,-0.3796659703410405,1.1907106063540238,0.0
11,-0.5223712385291464,1.1907106063540238,0.0
12,-0.5623416248090116,1.1907106063540238,0.0
13,-0.485165917314621,1.1907106063540238,0.0
14,-0.4567708541346214,1.1907106063540238,0.0
15,-0.5372915484116056,1.1907106063540238,0.0
16,-0.437624754943382,1.1907106063540238,0.0
17,-0.4254678967189846,1.1907106063540238,0.0
18,0.0217279408273434,1.1907106063540238,0.0
19,-0.5521489759280627,1.1907106063540238,0.0
20,-0.4564518571478899,1.1907106063540238,0.0
21,-0.0848813282660998,1.1907106063540238,0.0
22,0.1233962371592873,1.1907106063540238,0.0
23,0.2088063553330776,1.1907106063540238,0.0
24,0.0148736080440521,1.1907106063540238,0.0
25,-0.5486599501083571,1.1907106063540238,0.0
26,-0.6761109205562992,1.1907106063540238,0.0
27,-0.7575848646329426,1.1907106063540238,1.0
28,-0.537517651949674,1.1907106063540238,0.0
29,-0.4365446758605174,1.1907106063540238,1.0
30,0.0159380546673588,1.1907106063540238,1.0
31,-0.0903511669062453,1.1907106063540238,1.0
32,-0.3355574095031102,1.1907106063540238,1.0
33,-0.2607136323610461,1.1907106063540238,1.0
34,-0.0719268831493984,1.1907106063540238,1.0
35,0.1369253819999016,1.1907106063540238,0.0
36,0.1997508947787665,1.1907106063540238,0.0
37,-0.0972374021709931,1.1907106063540238,1.0
38,0.174131372744835,1.1907106063540238,0.0
39,0.1933836687890959,1.1907106063540238,0.0
40,0.1138013876356076,1.1907106063540238,1.0
41,0.0618823282073712,1.1907106063540238,1.0
42,-0.3713381437839054,1.1907106063540238,1.0
43,-0.291013658738489,1.1907106063540238,1.0
44,-0.9460437384073472,1.1907106063540238,1.0
45,-0.5001112197769082,1.1907106063540238,1.0
46,-0.5691949351237184,1.1907106063540238,1.0
47,-0.7773251387227411,1.1907106063540238,1.0
48,-0.8567595345212027,1.1907106063540238,1.0
49,-0.7406592340905327,1.1907106063540238,1.0
50,-0.6161521736555002,1.1907106063540238,1.0
51,-0.7268854600179253,1.1907106063540238,1.0
52,-0.9108723441805892,1.1907106063540238,1.0
53,-0.5868181307019,1.1907106063540238,1.0
54,-0.7498529565180512,1.1907106063540238,1.0
55,0.2241053440007192,1.1907106063540238,1.0
56,1.0932702721404477,1.1907106063540238,1.0
57,1.2095871511759455,1.1907106063540238,1.0
58,1.1441227809550334,1.1907106063540238,1.0
59,1.7085819935607596,1.1907106063540238,0.0
60,1.912149295616736,1.1907106063540238,0.0
61,1.6213053146785583,1.1907106063540238,1.0
62,1.6053574902514516,1.1907106063540238,1.0
63,1.8063542073109584,1.1907106063540238,0.0
64,1.6468400966722108,1.1907106063540238,1.0
65,1.870166621010661,1.1907106063540238,0.0
66,1.6227534967750046,1.1907106063540238,1.0
67,1.5038146041062357,1.1907106063540238,1.0
68,1.4790759789616743,1.1907106063540238,1.0
69,1.4263738370066896,1.1907106063540238,1.0
70,1.964867157337036,1.1907106063540238,1.0
71,2.266624399712004,1.1907106063540238,0.0
72,2.403773179178799,1.1907106063540238,0.0
73,2.883417600731404,1.1907106063540238,-1.0
74,3.4625736181764672,1.1907106063540238,-1.0
75,2.9210415129985687,1.1907106063540238,-1.0
76,2.557620329662768,1.1907106063540238,-1.0
77,1.9721794014850855,1.1907106063540238,1.0
78,1.5096181021566153,1.1907106063540238,1.0
79,1.5285747892284505,1.1907106063540238,1.0
80,1.0837543795668036,1.1907106063540238,1.0
81,1.228199968078714,1.1907106063540238,1.0
82,1.290495277276987,1.1907106063540238,1.0
83,1.7250083297406178,1.1907106063540238,1.0
84,1.542912814623408,1.1907106063540238,1.0
85,1.5152140920757944,1.1907106063540238,1.0
86,2.024382320286639,1.1907106063540238,1.0
87,2.065953949210904,1.1907106063540238,1.0
88,1.9665876793610408,1.1907106063540238,1.0
89,1.939830313595188,1.1907106063540238,1.0
90,1.771556462928352,1.1907106063540238,1.0
91,2.0010804062638936,1.1907106063540238,1.0
92,1.5096279615416908,1.1907106063540238,1.0
93,1.7597456473772404,1.1907106063540238,1.0
94,2.2750205044615885,1.1907106063540238,-1.0
95,2.431357254187631,1.1907106063540238,-1.0
96,2.4665649280984407,1.1907106063540238,-1.0
97,2.6661648694320217,1.1907106063540238,-1.0
98,2.7802618014963016,1.1907106063540238,-1.0
99,3.152928126258031,1.1907106063540238,-1.0
100,3.865956530873346,1.2315540663602873,-1.0
101,3.456564479219221,1.260464057589812,-1.0
102,3.568335510570128,1.2903822648308476,-1.0
103,3.4104254319462246,1.314956222695345,-1.0
104,3.62222465268653,1.3410565177543028,-1.0
105,0.609360392929414,1.3385214386107054,0.0
106,0.2958506498328646,1.3366433169183807,0.0
107,0.286782189136094,1.3326638676982767,0.0
108,-0.0566314168451853,1.3304562375181097,0.0
109,-0.4103791427242989,1.3315979251124914,0.0
110,-0.5887208261597223,1.3337435980406127,0.0
111,-0.4980292254809484,1.3334893118787448,0.0
112,-0.7854492673944975,1.3360926296181495,0.0
113,-0.9114040988329676,1.3411199906737543,0.0
114,-0.897895050716734,1.3462194601835749,0.0
115,-0.4993414239904155,1.3458273780050725,0.0
116,0.0531151723396732,1.3419421641227518,-1.0
117,-0.1839020616419979,1.339814128781323,0.0
118,-0.0211754352490736,1.3400940306232612,-1.0
119,-0.2398855254096332,1.3371178050108439,0.0
120,-1.2009341555151742,1.34660901687908,0.0
121,-0.809532878746996,1.3536827181897202,0.0
122,-0.662945511911877,1.3602372566884258,0.0
123,-0.5493240054399813,1.3659257884094407,0.0
124,-0.7003902063958272,1.3721408087775968,1.0
125,-0.8255960294046059,1.3752301552433444,1.0
126,-0.8035645551977684,1.3766970295086107,1.0
127,-0.9669391014413052,1.3792882464363305,1.0
128,-1.2901112797803087,1.38881918338609,1.0
129,-1.1116194199710936,1.3965961842835093,1.0
130,-0.9101343223812092,1.404966215969702,1.0
131,-0.3971694177398852,1.407267022873936,1.0
132,0.2569677714841845,1.4036863136439934,-1.0
133,0.0940073435564023,1.4014135604364377,-1.0
134,-0.4154643445441977,1.404011202929938,1.0
135,-0.3606540145606942,1.4072793596756592,1.0
136,-0.3295790110532905,1.410550329753924,1.0
137,-0.4090647405416803,1.4128840312204163,1.0
138,-0.7408784563837756,1.4198665891257136,1.0
139,-1.3758774163424068,1.4350297808322383,1.0
140,-1.6502476616662047,1.453852197101709,1.0
141,-1.808893104339804,1.4746673666015007,1.0
142,-2.1663673056809056,1.4989347022266115,1.0
143,-2.138166077927808,1.5226153766761736,1.0
144,-1.456043988906602,1.5290036789187347,1.0
145,-1.214180367189,1.5362611012580143,1.0
146,-1.0132132415005677,1.5405478109570074,1.0
147,-1.266003867315936,1.5459730589322163,1.0
148,-0.0867278422184956,1.5401881266641824,0.0
149,0.4308956835924018,1.533716578243809,0.0
150,0.6668995250126191,1.5280230873339145,0.0
151,0.8631316618338865,1.5212375785190795,0.0
152,1.210295747736275,1.513030806767125,0.0
153,1.3122156725798853,1.5081009157166485,0.0
154,1.4955326675668434,1.5020912639526462,0.0
155,1.0426406092182408,1.5012456191141823,0.0
156,1.1138805708230797,1.501288942945097,0.0
157,0.8149979876171454,1.5006967739806305,0.0
158,1.6493595734334452,1.5027592351933823,0.0
159,1.4989144786081674,1.5016138337211826,0.0
160,1.791451064799002,1.5007512302653576,0.0
161,1.8105693715489029,1.5019302760717614,0.0
162,1.9172510868554935,1.503961028822473,0.0
163,2.1344821127851947,1.5065476091368875,0.0
164,1.0255398164796805,1.5042883785764969,0.0
165,1.2096434336125892,1.5009490507451457,0.0
166,1.3873670283986446,1.4998053774085192,0.0
167,1.165391342487867,1.498541893457619,0.0
168,1.2127718759410762,1.497521146394478,0.0
169,0.8712579774759508,1.4961146558746112,0.0
170,0.2960524581490418,1.4919601770560824,0.0
171,0.4641971187039164,1.4843686159001497,0.0
172,0.5568268932706673,1.4748659395591284,0.0
173,0.9633524827774432,1.4587933763642327,0.0
