index,NOC RH,Standard_dev,label
0,2.513042862405868,11.216833829149222,-1.0
1,-4.894928270643135,11.216833829149222,-1.0
2,-14.97812474016908,11.216833829149222,-1.0
3,-22.9612149840665,11.216833829149222,-1.0
4,-26.832830933407635,11.216833829149222,-1.0
5,-25.583236836719223,11.216833829149222,-1.0
6,-28.027943820455818,11.216833829149222,-1.0
7,-33.83683931388245,11.216833829149222,1.0
8,-34.2682789156389,11.216833829149222,1.0
9,-31.30311140782044,11.216833829149222,1.0
10,-29.73073376766068,11.216833829149222,-1.0
11,-29.386149664095825,11.216833829149222,-1.0
12,-31.47680305930217,11.216833829149222,1.0
13,-33.048671677525206,11.216833829149222,1.0
14,-34.38280799602676,11.216833829149222,1.0
15,-34.03210157208639,11.216833829149222,1.0
16,-35.4321366585113,11.216833829149222,1.0
17,-37.40172636777847,11.216833829149222,1.0
18,-38.98482593510988,11.216833829149222,1.0
19,-44.08091421589441,11.216833829149222,1.0
20,-47.42613631862285,9.379598609839476,1.0
21,-41.948593105002914,7.428472598109708,1.0
22,-35.02384841109159,6.144977651185962,1.0
23,-29.829417327234268,5.684478984577048,1.0
24,-23.78297410064341,5.9255390082290065,1.0
25,-13.085628707554491,7.343532985639432,1.0
26,-7.693912196422318,9.27027283973306,1.0
27,-3.1127113200246583,11.322164233467358,1.0
28,0.0672518649817703,13.209837774971009,1.0
29,0.7566277167122166,14.77510581919077,1.0
30,4.905761154475925,16.431045567287317,1.0
31,9.673845097837017,18.198618030623372,1.0
32,11.467232496264188,19.71160978257946,1.0
33,15.890303970307343,21.19960245457301,1.0
34,18.556605368820318,22.46761191863908,1.0
35,19.46855086489299,23.437589890369505,1.0
36,17.92179587403723,23.88404761126012,1.0
37,20.46284548173334,24.0450728817601,1.0
38,21.40580240709386,23.777976085386157,1.0
39,20.936711740659817,22.608381924617085,1.0
40,28.526184856810048,20.893813443329066,1.0
41,36.25000977592568,19.554258886332146,1.0
42,45.36185799436079,18.999266960694275,1.0
43,48.115958441493824,18.4487396666421,1.0
44,51.96726059451536,18.14230464474039,1.0
45,57.81228852569775,18.788704042633903,1.0
46,65.68904827010508,20.027683935663244,1.0
47,71.97022065028615,21.538460335666898,1.0
48,77.41782892417096,23.080166833116376,1.0
49,83.70704892326026,24.53442430728177,1.0
50,88.01358486695332,25.922604405580188,1.0
51,92.579064199152,27.31961099229502,1.0
52,95.61245510617186,28.3943464790086,1.0
53,100.79354544703752,29.52630581672062,1.0
54,103.05976101233875,30.353304670383032,1.0
55,105.75996546141825,30.814153754499554,1.0
56,108.0103321170547,30.666958335399485,1.0
57,113.92031126875128,30.45491388902615,1.0
58,120.5110896866848,30.04718705505078,1.0
59,122.8597681953826,28.87259982114398,1.0
60,124.97137680449796,27.695431264639897,1.0
61,131.76273235324135,26.94085638795209,1.0
62,136.88257163808416,26.64229972115698,1.0
63,140.6077893857343,26.084429622451363,1.0
64,145.38211259535748,25.44398924788418,1.0
65,153.64485352209363,25.238307107243088,1.0
66,154.99640616916585,25.042417505377262,1.0
67,160.96345834967974,25.157902270037756,1.0
68,163.60170479414202,25.208761925662497,1.0
69,165.99476950303108,25.27939749251417,1.0
70,174.50139992414947,25.74312342441685,1.0
71,180.36482389089323,26.356191032965935,1.0
72,184.0672135352652,26.779966975082505,1.0
73,193.53750388786716,27.714069618193296,1.0
74,201.03302824539333,28.688108220830525,1.0
75,204.26105784400204,29.29242553393412,1.0
76,211.8039060047281,29.886636962727376,1.0
77,220.9965319167795,30.90600912516733,1.0
78,229.56384888758595,32.299728236900144,1.0
79,232.9540070154345,33.1958800136419,1.0
80,238.35242885176268,33.7720251731789,1.0
81,253.6432100949682,35.33015091584105,1.0
82,272.6436392090261,38.058535133748435,1.0
83,284.0201971465044,40.84847201753887,1.0
84,293.6448007118977,43.528684821012796,1.0
85,308.75633770174943,46.88635295537672,1.0
86,321.26060502244155,50.043748371742254,1.0
87,333.3446681773908,53.21497986680985,1.0
88,335.3008151955484,55.172865720798804,1.0
89,354.60244531612506,57.56455651042508,1.0
90,369.9482505793745,60.340024386343934,1.0
91,391.16401023157647,63.788244291210674,1.0
92,411.3489301644783,67.48446612416325,1.0
93,426.3122642489536,71.19425706568875,1.0
94,440.36759396780633,74.64387771525281,1.0
95,445.1800162758293,76.65245083833489,1.0
96,456.4050332620188,78.18709735453204,1.0
97,466.910449429795,79.30723321355629,1.0
98,479.1336693490265,80.10211436035543,1.0
99,500.5548730106716,80.85459961419288,1.0
100,510.4885115065692,80.58353145917911,1.0
101,529.1600857844263,80.90001707852538,1.0
102,542.4634367164832,81.64798275037778,1.0
103,552.5483938166386,81.91631739993511,1.0
104,576.1010388883365,82.70499637067286,1.0
105,593.3427871688637,83.85021846953313,1.0
106,609.5819681773141,85.00348913437512,1.0
107,627.9130104528834,86.28004186210256,1.0
108,644.4873168371798,86.51040462497339,1.0
109,665.7972031107402,87.64259682281238,1.0
110,687.4720193013718,89.30699706012358,1.0
111,709.7061559239883,92.01336256437297,1.0
112,720.2895617415418,94.51209569477045,1.0
113,742.7385105065251,97.5306507847047,1.0
114,753.4712605960448,99.87799135232868,1.0
115,768.0537496220538,101.20609196524337,1.0
116,773.7017045344048,101.25393306515595,0.0
117,772.1815902420519,99.52842275449237,1.0
118,778.9167974405992,96.88901554228846,1.0
119,783.1151850122474,94.05756296355429,1.0
120,796.2710819756944,90.6634980346347,1.0
121,810.1056021249815,87.5510239119764,1.0
122,810.3972811918882,83.31199644944542,1.0
123,828.6122833709405,78.80737177918176,1.0
124,843.148071255001,75.21855237128774,0.0
125,846.633831141876,71.15490114908478,0.0
126,856.7363056111299,67.08042218028886,0.0
127,860.32599031243,62.808999664226455,0.0
128,872.2587909037027,58.88248000684744,0.0
129,879.9625294128962,55.64019018666844,0.0
130,902.1497559599436,54.5613888283206,0.0
131,919.6804532876578,55.36667864371633,0.0
132,909.911605330557,54.35201299211977,0.0
133,911.8934159034012,53.968756102829495,0.0
134,920.0896028766329,53.763401897522606,0.0
135,921.805065665528,53.59431034286161,0.0
136,921.9084538697462,52.74414632371243,0.0
137,925.9554080133056,50.856589879851306,0.0
138,934.828128094204,48.87879976156163,0.0
139,935.4183081163716,45.94888159444734,0.0
140,947.0013266572308,43.73086951690349,0.0
141,930.0175697844696,40.60626610881942,0.0
142,951.8112059636992,37.486302508112374,0.0
143,935.315980119904,34.07883690303397,0.0
144,944.388419306255,31.62896150393981,1.0
145,935.5511996605632,28.097501729064426,1.0
146,939.044564174865,24.820058337203918,1.0
147,927.9121394911114,20.49711362127049,1.0
148,940.1480731624084,16.89685398101148,1.0
149,939.68094576964,13.029586281127527,1.0
150,954.1787882267284,12.413520759554093,1.0
151,955.1723637186368,13.031952332616108,1.0
152,953.6042959757648,12.410835957176012,1.0
153,957.3816749203296,11.861247134088396,1.0
154,950.149244919818,11.288162851251325,1.0
155,958.3772351459406,11.135917567759552,1.0
156,954.4937771202144,10.418909164900123,1.0
157,960.857080512559,10.243267004495623,1.0
158,961.5792691338492,10.55044349901705,1.0
159,960.6534471775102,10.650780098180816,1.0
160,968.1426892934004,11.569912848469276,1.0
161,965.4706268507504,11.231903836887735,1.0
162,971.8807075714597,12.192276513924996,1.0
163,976.818488609237,12.775042515787689,1.0
164,997.4426049469156,15.859459117490847,1.0
165,1008.48619238199,18.900455237202948,1.0
166,1016.6106072794232,22.053389896234915,1.0
167,1017.9537820756634,23.45503188449791,1.0
168,1041.2422053055168,27.566674100108596,1.0
169,1051.4214956770854,31.405895774077425,1.0
170,1066.17005293918,36.327628255371586,1.0
171,1079.980763674089,41.36046352708637,1.0
172,1077.202512096243,44.5961683550461,1.0
173,1092.7349076857424,48.36035537139778,1.0
174,1116.3555734887789,52.724289724149344,1.0
