index,FSLR ZBRA,Standard_dev,label
0,66.75760218799269,5.023871762800084,1.0
1,66.33832516521144,5.023871762800084,1.0
2,65.95973549407707,5.023871762800084,1.0
3,67.26283997366157,5.023871762800084,1.0
4,71.00015945572547,5.023871762800084,1.0
5,71.49692779945448,5.023871762800084,1.0
6,71.01662032103829,5.023871762800084,1.0
7,74.366324489923,5.023871762800084,1.0
8,73.83884208910406,5.023871762800084,1.0
9,72.82265939088407,5.023871762800084,1.0
10,75.40755419906225,5.023871762800084,1.0
11,76.20271914691912,5.023871762800084,1.0
12,78.21603455217662,5.023871762800084,1.0
13,78.98673098360894,5.023871762800084,-1.0
14,81.56867327831581,5.023871762800084,-1.0
15,83.84042065217307,5.023871762800084,-1.0
16,77.12177064524403,5.023871762800084,1.0
17,77.1996202647257,5.023871762800084,1.0
18,73.48908205201266,5.023871762800084,1.0
19,70.70490759588331,5.023871762800084,1.0
20,75.82096311748367,4.768899183854476,1.0
21,77.50701446940893,4.451461077794535,1.0
22,79.42651061165662,4.062693299224593,1.0
23,79.98681682106508,3.707956499568785,1.0
24,79.6833930293195,3.5983275798443617,1.0
25,80.56589055100704,3.513698080351695,1.0
26,83.46148463601784,3.5210170644247403,1.0
27,84.53024795057638,3.7680923747734067,1.0
28,83.94848695251409,3.8549037906137684,1.0
29,86.74473554667625,4.024360633972257,-1.0
30,86.86706376927455,4.261677161290135,-1.0
31,85.53826351511833,4.3578395027708,1.0
32,85.12209117735307,4.459740321489178,1.0
33,86.05134146754716,4.602257951570914,1.0
34,84.92676984392627,4.686165824327038,1.0
35,84.68166489754586,4.715488040543035,1.0
36,84.21375230308033,4.661475352387641,1.0
37,85.17379318042029,4.612950586822554,1.0
38,82.14646585536782,4.164334878194472,1.0
39,79.23062888732827,3.2435624280227833,1.0
40,81.43041461237999,2.825613845414433,1.0
41,83.57630329215003,2.505410279171375,1.0
42,80.7884764601197,2.4093865417099973,1.0
43,79.87111755635183,2.4182200816612287,1.0
44,84.9871498503999,2.272425003429235,1.0
45,88.11107884067425,2.3509395328083347,1.0
46,90.78990865207916,2.7825776893804854,1.0
47,91.7778289143481,3.2311979305234164,1.0
48,91.77075794951506,3.577685856947376,1.0
49,92.90154502660212,3.9626714599063377,1.0
50,93.22649423308206,4.317577206735314,1.0
51,93.96193380965174,4.684367471536647,1.0
52,91.9242034975954,4.843393914287169,1.0
53,93.4247472039681,5.076294730439006,1.0
54,91.26286316274356,5.1409627133736,1.0
55,88.66571960148212,5.112804803113893,1.0
56,89.91792332144526,5.0810846428710725,1.0
57,90.84871187948448,5.088275256330215,1.0
58,93.06937626370224,5.009037134418304,1.0
59,88.9425291589022,4.500200295771997,1.0
60,91.64015958023332,4.154698318342995,1.0
61,91.25250034981178,3.9194783059335405,1.0
62,92.65981915791107,3.3093708089539944,1.0
63,94.31662665563567,2.26869865803211,1.0
64,95.10417155767924,1.8897138930512742,1.0
65,99.64864749633324,2.402674967418901,1.0
66,98.652953962608,2.7510987918656595,1.0
67,105.71579847838356,3.982186013419478,1.0
68,104.7757215174357,4.692739534817857,1.0
69,104.92259657162091,5.266510629114057,1.0
70,113.3948370422231,6.704704886690695,1.0
71,115.01589285372516,7.953196159018846,1.0
72,112.0189176395424,8.556812726358116,1.0
73,115.56882374841088,9.360869728655608,1.0
74,118.90260946257388,10.182921318013744,1.0
75,114.81185938716004,10.29493292280474,1.0
76,112.7689056019658,10.202592791528172,1.0
77,117.1569771061287,10.289563563434182,1.0
78,120.11188936757084,10.548779221472376,1.0
79,118.37629620076989,10.183306806556885,1.0
80,121.11523749698438,9.998831741154,1.0
81,129.46666148786207,10.215668955836943,0.0
82,133.22955219717315,10.566071231351259,0.0
83,133.3467522455661,10.682504814353091,0.0
84,133.3248561476164,10.502804112983174,0.0
85,136.18825787996494,10.664285033373135,0.0
86,134.24050576920126,10.236602159667614,0.0
87,143.75852532962682,11.002730782530268,0.0
88,136.10380619146883,10.703713956758653,0.0
89,133.93386430022824,10.043068665657303,0.0
90,138.2238603691847,10.113976569973367,0.0
91,136.48920046166603,10.039111787756221,0.0
92,139.48940359604526,9.763202279438696,0.0
93,141.25158907450674,9.685044718885113,0.0
94,139.8900556091158,9.599943126978843,0.0
95,141.4778476870814,9.122325506607517,-1.0
96,134.88765465251743,7.931565858533882,0.0
97,138.40978825561805,7.058333344707582,-1.0
98,138.28962653296904,6.280940578822705,-1.0
99,141.9184072720726,5.07752383145703,-1.0
100,140.78279001878153,3.7128405117023426,-1.0
101,137.68507578210904,3.2313791029974865,-1.0
102,140.71948128487142,3.1248550978191827,-1.0
103,141.6770807414269,3.022594658805599,-1.0
104,141.84967710288788,2.860463552859152,-1.0
105,140.54890679975182,2.8116039894389027,-1.0
106,140.43547579290663,2.5821057607078095,-1.0
107,135.42119710771598,2.511954610364998,-1.0
108,135.4221009674588,2.557172244862094,-1.0
109,134.119512488221,2.5383105924303973,-1.0
110,135.55316518727165,2.6464371332639285,-1.0
111,133.9878169318249,2.8158665022200973,-1.0
112,134.01415468531536,2.99462380242603,-1.0
113,131.86546794699606,3.2514911070047012,-1.0
114,129.8288979327187,3.684632679387165,-1.0
115,124.00584808015591,4.628441720837152,-1.0
116,125.217855199973,5.273638672415671,-1.0
117,122.7427035163839,6.021170412846761,-1.0
118,121.95817936352252,6.667695427338264,-1.0
119,121.03093679427316,7.0664492621926716,-1.0
120,121.11369161877556,7.354080473379408,-1.0
121,124.20823649932127,7.466672186505685,-1.0
122,119.75739598672246,7.616406329472037,-1.0
123,118.01656562769824,7.665231303742708,-1.0
124,117.991947709393,7.505927115826049,-1.0
125,118.0661876023456,7.264366688753884,-1.0
126,118.81375988698257,6.79033062852038,-1.0
127,118.79153577430446,6.61200408486277,-1.0
128,118.5278786241569,6.327226483873149,-1.0
129,115.54763746533004,6.199681976522981,-1.0
130,116.32566402030886,5.712368560585286,-1.0
131,115.96043123869916,5.220434748997011,-1.0
132,110.5648971503946,4.931959949879097,-1.0
133,108.75630812504406,4.839393937660718,-1.0
134,107.96624302584684,4.819664180195039,-1.0
135,106.03469783880982,5.34072623294371,-1.0
136,103.87036099068484,5.802875664239457,-1.0
137,103.28557201475286,6.277863880520399,-1.0
138,102.4619980777231,6.694241176231275,-1.0
139,99.7720404261159,7.243599192373291,-1.0
140,88.1133537472856,8.930244801501567,-1.0
141,86.50756776412248,10.04718095604854,-1.0
142,84.51516407906053,11.22259148110056,0.0
143,81.49685528876228,12.41387775114008,0.0
144,79.84275657728674,13.393765344839611,0.0
145,77.87668711639498,14.203888778836644,0.0
146,76.79608893296006,14.72316445545053,0.0
147,73.25219013146463,15.202174607085755,0.0
148,73.07636593262622,15.348647479246583,0.0
149,72.91073841585943,15.393326057510686,0.0
150,72.68738427914157,15.072447577635915,0.0
151,72.7790905695488,14.431254808370205,0.0
152,71.72165936078503,14.00185359276188,0.0
153,72.04083136327961,13.419730702615535,0.0
154,71.53108829371577,12.63831679266067,0.0
155,71.4538191993263,11.730077640016976,-1.0
156,71.37485021101713,10.71903730650317,-1.0
157,70.93358246098195,9.4088914866671,-1.0
158,71.66452616550801,7.645649793130197,-1.0
159,71.46843374650418,5.542287500535669,-1.0
160,70.75323424160354,4.787787093431165,-1.0
161,70.22057030662673,4.000202504234639,-1.0
162,68.88799819746873,3.283752065637939,-1.0
163,67.43458386690943,2.880615344663511,-1.0
164,66.5389748439019,2.602714122218748,-1.0
165,66.448026665907,2.441013992507404,-1.0
166,66.3998158397129,2.2884938414526275,-1.0
167,65.99186201583791,2.4302652081277976,-1.0
168,66.06949487080233,2.514946559053087,-1.0
169,65.01690128215216,2.6444896069750183,-1.0
170,64.744283411704,2.746301634339528,-1.0
171,65.63320712923775,2.7172362135772032,-1.0
172,60.12736468647948,3.2494631298966246,-1.0
173,54.13126489492998,4.407377011813388,-1.0
174,54.28110724504482,5.1667307892660075,-1.0
175,52.18558753254656,5.930229688881663,-1.0
176,51.742168764832776,6.506178912419073,-1.0
177,50.41255436029719,7.039989045048713,-1.0
178,47.17515901702595,7.649885105325401,-1.0
179,45.1713887049834,8.226271260213231,-1.0
180,44.22724857777611,8.690873941956506,-1.0
181,43.531789583284976,9.023686719848008,0.0
182,42.39057039997027,9.328534636667051,0.0
183,42.37307493576208,9.531673785181932,0.0
184,40.70852584902619,9.737697707413501,0.0
185,39.33268187594447,9.864353580893242,0.0
186,38.47492881900462,9.856425104801925,0.0
187,37.67106746769857,9.726506846267778,0.0
188,35.920984312693975,9.482167377904764,1.0
189,35.45589208577592,9.111853327931623,1.0
190,33.666239940092645,8.61398777343837,1.0
191,33.1700530604534,7.673530338478406,1.0
192,32.813787613657745,7.079948109087052,1.0
193,32.75764759434479,6.880596717353237,1.0
194,32.469635259876895,6.494797561662542,1.0
195,32.517876146967886,6.123866274334888,1.0
196,32.14521379213456,5.6262532662844364,1.0
197,31.80310111684729,5.086124138011969,1.0
198,30.176530180849216,4.831375035069056,1.0
199,32.42198501387669,4.504110506716194,1.0
200,35.457459249014114,4.089445278004216,1.0
201,35.93168016572642,3.6601210999559304,1.0
202,36.54783281741835,3.285346525003874,1.0
203,42.30900303347008,3.2778945167335123,1.0
204,45.99477004588116,3.9076276463717425,1.0
205,46.45945185986774,4.5601985222666706,1.0
206,48.82436383581667,5.40046316942732,1.0
207,51.50805745101383,6.390875481305241,1.0
208,53.87845062698895,7.421792102303213,0.0
209,51.65324109835612,8.011098076162734,0.0
210,52.17719423231421,8.46449004047786,0.0
211,54.8522611214565,8.977211564662293,0.0
212,55.33293729877349,9.349133495952369,0.0
213,56.98684743323933,9.6848666104396,0.0
214,57.28765596606605,9.856758918464932,0.0
215,59.129559820004886,9.990156330285789,0.0
216,60.18776471880017,9.978558929082425,0.0
217,61.49975340283172,9.814786065186038,0.0
218,61.57438867823893,9.235264950882975,0.0
219,61.24947746531847,8.573161662464713,0.0
220,60.888028112383815,7.940116865708386,0.0
221,61.675931568605,7.120814705394339,0.0
222,61.4827024660749,5.998671054460455,0.0
223,61.63311899441201,5.323205559700432,0.0
224,61.19398788736983,4.8515693869116285,1.0
225,59.668259981153945,4.20026843115057,1.0
226,60.65832350394145,3.6973165500157723,1.0
227,60.43040724215048,3.3676707789386318,1.0
228,59.885018146444736,3.1803020597374725,1.0
229,62.14066749608963,2.744773266254891,1.0
230,62.66478397019025,2.2254939174460726,1.0
231,64.58680577724569,2.0962933161576762,1.0
232,64.83430869348872,1.9319984100025702,1.0
233,67.09854830428961,2.142801211594949,0.0
234,68.02431014537288,2.3680641142972254,0.0
235,66.23228168241947,2.442363740387023,0.0
