index,A GNRC,Standard_dev,label
60,-43.15047185350204,8.477471373226809,1.0
61,-42.50375975257831,8.419018585535518,1.0
62,-42.44717672697793,8.337087416362715,1.0
63,-40.864460523864224,8.342485438951249,1.0
64,-39.68839289316206,8.221736455499206,1.0
65,-39.034848586817056,8.018054432558264,1.0
66,-40.95074070249714,7.576692471978253,1.0
67,-39.61965783851494,7.104829927626251,1.0
68,-38.106629380883874,6.70130126143204,1.0
69,-36.03506850502627,6.271402031781904,1.0
70,-37.3679533869008,5.7009213883445256,1.0
71,-35.59621583966162,5.181385049491769,1.0
72,-34.82057743474698,4.839765540047847,1.0
73,-34.09993046977536,4.471495746503125,1.0
74,-32.8821362216133,4.052636450226812,1.0
75,-30.08017855868902,4.197441044584738,1.0
76,-27.066746095387487,4.62145914043078,1.0
77,-27.954823439661237,4.936878704498859,1.0
78,-27.886400990379563,5.176036138557167,1.0
79,-26.069242819150304,5.54213319707751,1.0
80,-26.870732606057626,5.602665795120832,1.0
81,-22.582059517823502,5.957544158161419,1.0
82,-23.19733187069012,6.075037275177029,1.0
83,-20.488439832873368,6.39375983485548,1.0
84,-20.266411890291145,6.638014016871982,1.0
85,-20.541038018107574,6.754088987786784,1.0
86,-18.35204390201794,6.737825109305667,1.0
87,-18.161293790194076,6.664892591136151,1.0
88,-18.193421643316626,6.549638310589234,1.0
89,-16.7535024491715,6.557269091997902,1.0
90,-15.788165055172172,6.353879959554276,1.0
91,-16.369538037977897,6.096888373410281,1.0
92,-16.538685403558652,5.736598341850114,1.0
93,-15.224253879163712,5.355617460046173,1.0
94,-15.031683578717384,4.928090292475461,1.0
95,-13.314879045813656,4.755717323348221,1.0
96,-11.580753691370106,4.861088070708093,1.0
97,-10.707587531179604,4.822814617066803,1.0
98,-9.328738682991393,4.746130529963429,1.0
99,-9.233476250225124,4.68898106642936,1.0
100,-7.317593909045193,4.542545760350999,1.0
101,-5.638584923597023,4.812250866509861,0.0
102,-5.23220638239205,4.897453456770885,0.0
103,-3.5431327080232293,5.20874111385929,0.0
104,-3.38386635894738,5.3945501503650775,0.0
105,-3.0924095075865097,5.4384259747905705,0.0
106,-2.6640341260277154,5.549497660275498,0.0
107,-2.815339549111592,5.547011957837769,0.0
108,-2.857005618033078,5.426223526546445,0.0
109,-3.357720312504263,5.285403353374503,0.0
110,-2.698942273651042,5.164123759605263,0.0
111,-1.3099707521754669,4.97339415589273,0.0
112,-1.260938579298532,4.632151665371417,0.0
113,-1.1814494726463494,4.288434453891026,0.0
114,-1.6599397509614915,3.782211565247266,0.0
115,-1.0810875131934523,3.3497836328419455,0.0
116,-1.7389588358448833,2.9539343795829347,-1.0
117,-0.915129408064942,2.571296703823805,-1.0
118,-0.4795364355597939,2.260974921396455,-1.0
119,0.1009335307093124,1.8481171794390614,-1.0
120,0.3676807902803816,1.5991939701825602,-1.0
121,0.7735287251537386,1.5189406953848372,-1.0
122,0.81925684125207,1.4200454141705607,-1.0
123,0.5192672326231289,1.4178470044893114,-1.0
124,-0.3103871290475766,1.3562488492848315,-1.0
125,-0.3835257082396737,1.295649790073636,-1.0
126,-1.0385918317116063,1.2427175474412695,-1.0
127,-1.9263538479344149,1.1901105172584128,-1.0
128,-1.0661888658665646,1.1059219624761742,-1.0
129,-2.961833125853332,1.0621311146144812,-1.0
130,-2.8279699306401938,1.0741384933368137,-1.0
131,-2.803872772721548,1.154677403483714,-1.0
132,-3.129469301359471,1.2523841815446415,-1.0
133,-3.38698462010354,1.3576043119263392,-1.0
134,-4.747539768214658,1.5758775330174633,-1.0
135,-4.928467092587404,1.7693107148304439,-1.0
136,-7.006592345757959,2.1560565865569337,0.0
137,-7.538152844312812,2.499639628279723,0.0
138,-7.817223100529866,2.7731569520789217,0.0
139,-7.532227514675888,2.922713670144345,0.0
140,-7.628571680018851,3.0056663932026,0.0
141,-8.432678885949358,3.0620954699723053,0.0
142,-8.061620209359845,3.014831099823588,0.0
143,-8.072350805480802,2.9252007653118457,0.0
144,-6.838925928789223,2.7845519299171513,0.0
145,-9.62435038234213,2.7611289439338447,0.0
146,-9.05338313204244,2.680055684768904,0.0
147,-9.337781515859284,2.6327047834614503,0.0
148,-8.21139313177364,2.3807196466015887,0.0
149,-6.813227070275445,2.2307550413684036,-1.0
150,-6.686654083360921,2.0376991796965442,-1.0
151,-7.947733373844656,1.807410823218482,-1.0
152,-8.272707760222396,1.5550659595423724,-1.0
153,-8.625005133740274,1.2566256922030976,-1.0
154,-8.481271794956982,1.063925742931558,-1.0
155,-8.654732234428842,0.8258401323079442,-1.0
156,-8.752089812075958,0.8037266299265712,-1.0
157,-8.458432536742855,0.7950123221847266,-1.0
158,-7.828365429691892,0.7947595624810376,-1.0
159,-7.687044920328702,0.7889982008716674,-1.0
160,-7.607930396074956,0.7897615359723781,-1.0
161,-8.089361923198886,0.7875340677961458,-1.0
162,-8.055302285215937,0.7875748539090035,-1.0
163,-7.7834014639024,0.7918078025588928,-1.0
164,-7.783191821285399,0.7363248002190835,-1.0
165,-8.014886073337244,0.6544418516928289,-1.0
166,-9.1116127554888,0.6589865482009051,-1.0
167,-9.041239936802462,0.632722966636273,-1.0
168,-9.0501888369565,0.6676596895845025,-1.0
169,-10.73885390829556,0.8180413759934158,1.0
170,-11.316090463871532,0.9686344024347189,1.0
171,-11.269213267559586,1.1287423003936479,1.0
172,-10.11473617836078,1.1639767373991683,1.0
173,-9.029639174947988,1.1638680290225658,0.0
174,-9.91540871983898,1.1843824706583863,1.0
175,-10.284350336138672,1.221017533644511,1.0
176,-10.19981491404981,1.248368061991815,1.0
177,-9.948146723690371,1.254451373054024,1.0
178,-10.031954452460027,1.2293894031814183,1.0
179,-10.420992799023644,1.1976172529717264,1.0
180,-9.587489293356754,1.1219696381444668,1.0
181,-9.05167675844138,1.0785687030652031,-1.0
182,-8.140597248977357,1.0725517384885799,-1.0
183,-9.26398867840664,0.992947673014227,1.0
184,-9.804181816877282,0.8946084432386601,1.0
185,-9.794501811922068,0.7999178538260827,1.0
186,-9.04777133492948,0.8029551401721405,1.0
187,-8.858631072863922,0.8130424288612246,-1.0
188,-9.326182325154065,0.8020315142482617,1.0
189,-8.726980925872347,0.805193457109074,-1.0
190,-8.251745697656055,0.7737513315906488,-1.0
191,-7.867155915720332,0.7502924612971676,-1.0
192,-7.680848121479109,0.8195947854562922,-1.0
193,-8.968540740117916,0.8206181317255463,-1.0
194,-8.773773478394503,0.8121849021000783,-1.0
195,-8.776684323203405,0.7755266735439355,-1.0
196,-8.862767348510374,0.7346478102164119,-1.0
197,-10.428825538472545,0.7721639642112307,-1.0
198,-11.675234478236677,0.946233082924914,1.0
199,-9.831132869680845,0.9136712452051777,1.0
200,-7.445421529163035,0.9810204578709606,1.0
201,-6.429896669266249,1.1400802971042534,1.0
202,-5.652866633917384,1.3444308487460415,1.0
203,-4.901456782754401,1.5917831058356695,1.0
204,-4.480030512281672,1.803092901548358,1.0
205,-4.1414251883398165,1.9882545490887322,1.0
206,-3.7875651352941233,2.1817455731286555,1.0
207,-1.7022810624811768,2.545691656804866,1.0
208,-1.5128019822710712,2.817248561855687,0.0
209,-1.7044772877008896,3.0203101372775296,0.0
210,-0.0304017496515669,3.333200901913576,0.0
211,-0.5796188481875078,3.5372045654457445,0.0
212,-0.5778456510739147,3.6985451382411085,0.0
213,-0.2914287898316274,3.7799161907784704,0.0
214,1.3319244318145709,3.9324286380753217,0.0
215,0.7818574654249417,3.975388097140335,0.0
216,0.3847626039774212,3.929318881053126,0.0
217,0.3274455201366564,3.678412441329074,0.0
218,0.9212031201267692,3.1762451929297484,0.0
219,1.56996213379945,2.783677599178009,0.0
220,2.438902714243824,2.619150382998568,0.0
221,2.330975362074988,2.461848591419943,0.0
222,1.6496252592323728,2.2633113691551423,1.0
223,1.1697021424825709,2.0532229553975956,1.0
224,0.8085080703733709,1.812302761625157,1.0
225,1.2056610681869984,1.549274841666687,1.0
226,1.508389455269402,1.2486807285594175,1.0
227,1.5309279020174529,1.1540600142785038,1.0
228,1.5514177031723193,1.048556214112931,1.0
229,2.230481224469955,0.9107758602213618,1.0
230,2.469624252989128,0.9313456138217514,1.0
231,2.1718842690969,0.8651185046082145,1.0
232,1.457961970038383,0.74729465913945,1.0
233,2.0228179079544404,0.6478267694817466,1.0
234,2.1618210932682587,0.6633454290423891,1.0
235,2.077600749795735,0.6490700523971308,1.0
236,2.087021360246858,0.5903526163881888,1.0
237,2.714895085809097,0.5407824672763785,1.0
238,3.704783179141323,0.6490020727091871,1.0
239,4.21863807856046,0.817270249126125,1.0
240,4.814658428789066,1.0202943279219092,1.0
241,5.315937506108739,1.236698366392433,1.0
242,7.752490446287563,1.7163465358351107,-1.0
243,6.306035793194713,1.8615218711397907,1.0
244,7.219673464306485,2.0261264315282794,1.0
245,5.331170687436099,2.0195939955614395,1.0
246,5.176648144859854,2.002158474464787,1.0
247,6.427802979490163,2.0329598957604826,1.0
248,6.726125261308756,2.052789104543872,1.0
249,6.903923636816955,2.092070115524406,1.0
250,7.082638108755237,2.1274832748330095,1.0
251,7.489016993647617,2.142399693375996,1.0
252,7.805808573342755,2.082875928362323,1.0
253,7.77042109365226,2.021848123447198,1.0
254,7.9530933413760465,1.9384678259722925,1.0
255,8.505979544151053,1.828378302202248,1.0
256,9.163096400840857,1.6980164561236586,1.0
257,10.357173156198831,1.6803565377633167,1.0
258,12.243981840668056,1.919945081015128,1.0
259,12.94379700359341,2.1745112685893906,1.0
260,13.542609276371802,2.432928295758814,1.0
261,13.653940439086572,2.6364676330902577,1.0
262,13.179088265311368,2.8259892799484394,1.0
263,13.887504974556805,2.979687958587617,1.0
264,14.385787072146217,3.158542547411997,1.0
265,14.934991690158782,3.216660024162407,1.0
266,15.77750686025847,3.2520895284072,1.0
267,16.104105515744322,3.32753101444876,1.0
268,18.78463048440648,3.5905267936190866,1.0
269,19.321106835830417,3.799004877593721,1.0
270,20.17680822161903,3.9863254975429876,1.0
271,22.115624351718843,4.272961132665672,1.0
272,22.827030220416844,4.508923589092668,1.0
273,23.212285940352768,4.637569488790161,1.0
274,24.499041013577138,4.759691454257112,1.0
275,25.39139881137584,4.860523047140572,1.0
276,26.103289657595184,4.9305696860848,1.0
277,27.83175500722944,5.111095964133964,1.0
278,29.88312344718287,5.47533830774636,1.0
279,31.258557900722224,5.852400898911258,0.0
280,32.747642187267935,6.240487229947808,0.0
281,33.66863882892855,6.546477478736727,0.0
282,34.500477443232505,6.716083606630812,0.0
283,35.35944644201768,6.835520326705164,0.0
284,35.78989548678861,6.853390927641852,0.0
285,36.600958615842735,6.805295798077276,0.0
286,37.72514429361027,6.737909053399886,0.0
287,39.063697705980616,6.613893084747879,0.0
288,38.71022116333528,6.519068182099775,0.0
289,38.91869523435881,6.324830868359934,0.0
290,38.64450571353338,6.030574878552545,0.0
291,37.733979208692055,5.721662618598527,0.0
292,37.11770958993382,5.325635159779424,0.0
293,38.06787216049869,4.870226510398877,0.0
294,37.99733390002429,4.399650387832789,-1.0
295,38.123261638423486,3.8789092428594496,-1.0
296,39.216651362089415,3.31056634930112,-1.0
297,39.20970882890075,2.7770682557339903,-1.0
298,39.28181423738476,2.3592092102520605,-1.0
299,39.60875268004878,2.0042967994776557,-1.0
300,39.70624701806745,1.7399336580831855,-1.0
301,38.68144492462449,1.4591114731276256,-1.0
302,38.64954590831431,1.2083403994251771,-1.0
303,38.26588719622143,1.0051116824008814,-1.0
304,39.06841383962439,0.8137675590652887,-1.0
305,38.4578618467359,0.6779375170291096,-1.0
306,37.00639716061988,0.7433435352687546,-1.0
307,35.951357064714344,0.9366320863862859,-1.0
308,35.05314132503053,1.197751614184882,-1.0
309,35.24836832359644,1.3583807973141888,-1.0
310,34.84525230075027,1.5267494472945358,-1.0
311,34.77164909778915,1.6764393823137307,-1.0
312,31.129593124230517,2.231752322674217,-1.0
313,30.85828227677773,2.661897659277314,-1.0
314,30.83167942458199,2.990554139763358,-1.0
315,31.506391066069888,3.184342155065255,-1.0
316,31.844654148165475,3.2628746403571323,-1.0
317,32.074943207874895,3.2833107108662167,-1.0
318,33.559809414968946,3.197644012262493,-1.0
319,33.68847532862319,3.0540367743234693,-1.0
320,33.52095084067905,2.8661680217644623,-1.0
321,32.532357373361194,2.749767914246158,-1.0
322,31.419867193076293,2.6407511002774955,-1.0
323,30.86870580713649,2.5399828080457354,-1.0
324,29.808934099224423,2.3489402284300556,-1.0
325,28.894737901833597,2.201510270483848,-1.0
326,28.132460264357736,2.1971569415776644,-1.0
327,27.021722588391363,2.325454079922354,-1.0
328,26.69524576952256,2.471704453500998,-1.0
329,24.50418966428566,2.756761385141201,-1.0
330,24.259805881423123,2.972322011273508,-1.0
331,23.109909227573112,3.2036612624190064,-1.0
332,21.56585994535322,3.67578643490486,-1.0
333,16.691426035915654,4.612453692739443,0.0
334,15.62707848340276,5.413366656144353,0.0
335,14.760222245302373,6.075343125148879,0.0
336,13.773469697643833,6.639113409550595,0.0
337,14.048112939868847,7.002623913776749,0.0
338,14.873239204983712,7.078125939996703,0.0
339,14.395047924600178,7.044438492511365,0.0
340,14.036601114847937,6.906136172017093,0.0
341,15.41249305511802,6.633353717541148,0.0
342,15.40347005757847,6.332050277917798,0.0
343,16.58291762537225,5.915983831942986,0.0
344,17.309771573245275,5.466093237511545,1.0
345,16.94259460635592,5.001858036250272,1.0
346,17.91186174771646,4.489466188832441,1.0
347,17.985813470699902,3.986341070659066,1.0
348,17.967493059520432,3.394458304194097,1.0
349,18.258440341456566,2.9621982737725387,1.0
350,18.79880383810281,2.4736247116082546,1.0
351,19.61364396114299,2.097082337233773,1.0
352,18.821478530655444,1.8273438489265221,1.0
353,19.55405164427677,1.95408330627392,1.0
354,20.377473339762933,2.1114775983981207,1.0
355,20.734202952823864,2.2212751724302082,1.0
356,20.93634239326408,2.2273403305788193,1.0
357,20.435269825587675,2.163615850809336,1.0
358,21.43523729997635,2.1909999531954196,1.0
359,22.571129193762395,2.2169747427122015,1.0
360,23.264841079147708,2.187323351066304,1.0
361,24.011278126106493,2.2846877898436073,1.0
362,24.53864625402383,2.3463313165220785,1.0
363,25.07757004270329,2.478887829653538,1.0
364,25.68969978957407,2.6446724396731636,1.0
365,26.054519972049267,2.7381259091996784,1.0
366,26.231916513435344,2.842025355162372,1.0
367,26.87374727984528,2.93748277346137,1.0
368,25.28996588405896,2.855437156339603,1.0
369,27.196015202960115,2.8678274726816135,1.0
370,28.23373091531752,2.937135014403969,1.0
371,29.369045562777742,3.0905324918860764,1.0
372,30.391818033611465,3.1842019482832464,1.0
373,30.375480031659983,3.2340563331034327,1.0
374,31.468296559722276,3.3564990978042792,1.0
375,33.6697666732472,3.6236811486239753,1.0
376,34.969658780845734,3.9073969599631075,1.0
377,35.846017860494285,4.089555193352009,1.0
378,37.30757312932472,4.355967566855849,1.0
379,38.51363413035979,4.67597235643527,1.0
380,40.3133222750748,5.070765698352207,1.0
381,41.53244450153103,5.466802028773946,0.0
382,42.04151851815004,5.7789607438233626,0.0
383,41.25487501795798,5.91576219978445,0.0
384,40.62680041039279,5.936148768096318,1.0
385,41.85426865164837,5.961505093889359,1.0
386,42.77832698560018,5.950314514540013,0.0
387,42.84369956266124,5.874135603166916,1.0
388,43.95131864311217,5.593255829899633,1.0
389,44.86079842722767,5.400422505200448,1.0
390,45.08852157199827,5.170423630419035,1.0
391,45.53763449997668,4.933982778648871,1.0
392,45.66473020695606,4.663480717538972,1.0
393,46.08845443528951,4.258257770064517,1.0
394,45.51045138662476,3.7660097941182498,1.0
395,46.70123893554732,3.4518673472809196,1.0
396,46.93056206300494,3.16389548861761,1.0
397,46.431709902608205,2.811826740773687,1.0
398,46.75838001956845,2.533618503322153,1.0
399,47.77144004959571,2.363879802213664,1.0
400,48.17912473055037,2.3325963691969727,1.0
401,49.42274127591056,2.447282343838839,1.0
402,49.72903582401681,2.5569604634675374,1.0
403,50.051277225455735,2.5631020344424895,1.0
404,50.67026060101455,2.470354028518928,1.0
405,51.034509221753694,2.445523430465949,0.0
406,51.59904435153608,2.4772025160734215,0.0
407,53.37153942304187,2.608633564145865,0.0
408,53.41480332153236,2.735177333628192,0.0
409,52.97021691796884,2.807858684260843,0.0
410,52.74103931163775,2.818908305800454,1.0
411,53.04838646522308,2.829592290754308,1.0
412,53.093859795903626,2.8003001780684063,1.0
413,53.92013273596105,2.8050943566631026,1.0
414,53.60363264328864,2.6788318222664596,1.0
415,53.78155115968748,2.6072416068774698,1.0
416,53.77869970750302,2.5024594783170384,1.0
417,53.80346421402729,2.2860804385130185,1.0
418,53.55286723416109,2.011236074361245,1.0
419,54.49683758156332,1.8246735137031822,1.0
420,54.00654218555562,1.578451836805765,1.0
421,53.6286269586411,1.4026156390861917,1.0
422,54.17499019608793,1.2294412073843097,1.0
423,54.4162311449462,1.045116189432985,1.0
424,54.05563945788707,0.8626076146444362,1.0
425,53.996674814932064,0.6614807380863351,1.0
426,55.03152733577625,0.5599377113738918,1.0
427,55.57641901389867,0.6856203919512581,1.0
428,56.19497881794964,0.8531327621082448,1.0
429,57.07650869886986,1.0623379315527612,1.0
430,57.73992026545957,1.269197783540777,1.0
431,57.168451144501866,1.3609667776367143,1.0
432,57.89949435347131,1.489055413253004,1.0
433,58.38820172196316,1.660388656970285,1.0
434,58.43414499902359,1.7757473968262771,1.0
435,59.08587708192866,1.9179926972009342,1.0
436,59.49272053930931,2.049514392332287,1.0
437,60.01041818986407,2.1794109666970742,1.0
438,60.406191824283646,2.27446303479559,1.0
439,60.35485229318928,2.3694526515918457,1.0
440,61.05464646879546,2.44609537230237,1.0
441,61.06912262178149,2.4386455242961302,1.0
442,60.78040538084221,2.400021198839767,1.0
443,60.87815237489997,2.338878118569303,1.0
444,60.52518283123364,2.171895321680617,1.0
445,59.79606705406157,1.901089371032466,1.0
446,60.03581542454923,1.6899132513600224,1.0
447,60.10605606400424,1.484049642879623,1.0
448,60.21031185756455,1.2983265350961903,1.0
449,61.49819134175682,1.2342193201986387,1.0
450,62.40908307152106,1.2755516745961055,1.0
451,63.1447454370721,1.282197691936082,1.0
452,63.67577615547674,1.3658338760402131,1.0
453,64.2067206513642,1.4910769645912674,1.0
454,64.17410269660155,1.5510386277297032,1.0
455,63.66236940368665,1.5686406272504965,1.0
456,62.343252790322495,1.517318976928755,1.0
457,62.8946046874238,1.503584100324369,1.0
458,63.75319898682466,1.5423030758956204,1.0
459,63.40183821812498,1.5395490870804247,1.0
460,65.0414268476621,1.6661888326721215,1.0
461,63.77213348926968,1.6808724241760458,1.0
462,64.36805328707284,1.6997586738770796,1.0
463,65.39504138534318,1.7721776470537802,1.0
464,67.09136073364482,1.9439287705490247,1.0
465,66.33377806085096,1.9176374628417434,1.0
466,68.20890201374615,2.035619982551046,1.0
467,69.15978147164171,2.1763631170150655,-1.0
468,68.80999938813474,2.1883775337288527,-1.0
469,68.26147507184021,2.1954472256311024,-1.0
470,69.76362798167521,2.348296686342718,-1.0
471,70.56247663157517,2.5545443322352632,-1.0
472,69.95213658727452,2.6700041105349386,-1.0
473,70.55911729412448,2.812257516248222,-1.0
474,71.3813080502824,2.972530214166108,-1.0
475,69.67430837255809,2.9492598325463755,-1.0
476,67.52447654578518,2.7351028480909436,-1.0
477,67.19639682222936,2.5324426121013386,-1.0
478,67.7049088536562,2.3729994187959718,-1.0
479,65.73336615163748,2.201376999010789,-1.0
480,64.89205702087875,2.2115465426969156,-1.0
481,66.04276008720822,2.044967515411822,-1.0
482,65.60565867804168,1.9479080277857406,-1.0
483,64.36524156987734,2.0319819021624115,-1.0
484,62.75643578985017,2.3358719666831007,-1.0
485,60.43277061944936,2.8392245013955484,-1.0
486,59.49175801257215,3.3384611453386785,-1.0
487,57.90231988353847,3.8619701861520346,-1.0
488,56.0368204837267,4.457953463159239,-1.0
489,55.21056418171168,4.9997107248796535,-1.0
490,53.967071428052776,5.457523660931491,-1.0
491,53.05920314489411,5.801368438833331,-1.0
492,54.65380633607345,5.909860337671433,-1.0
493,53.334953841741424,5.960550885735073,-1.0
494,51.90147600620369,5.912179243329273,-1.0
495,50.25290924701064,5.985237755720221,-1.0
496,48.92319503766702,6.180684657304865,-1.0
497,46.7458129994928,6.435070168689225,-1.0
498,45.07859370889832,6.616325089812639,-1.0
499,43.38674675879992,6.912024106142895,-1.0
500,42.20082704614723,7.181209933862365,-1.0
501,40.92175492460913,7.264892381160511,-1.0
502,39.24546451895374,7.308081704954284,-1.0
503,36.97303119776877,7.433157258570908,-1.0
504,34.54762360016251,7.6819648127364575,-1.0
505,31.811321821543817,8.134507565401469,-1.0
506,31.062228417234117,8.458161465340082,-1.0
507,29.357742236821963,8.809164702510607,-1.0
508,28.23113497182363,9.152097619592205,-1.0
509,26.44073411100104,9.476960779895341,-1.0
510,24.7091865306394,9.802079643415407,-1.0
511,22.773276967801728,10.11713028523178,-1.0
512,21.01073857906728,10.196321210888476,-1.0
513,19.45082178445542,10.23219149222798,-1.0
514,16.214592228982156,10.37818884570346,-1.0
515,15.798163464817172,10.392154880481053,-1.0
516,12.970605041423935,10.464451857737561,-1.0
517,11.908338302404452,10.507904419138438,-1.0
518,8.945799268542281,10.649763999569181,-1.0
519,7.21806746638687,10.772637792240294,-1.0
520,5.5530852972331175,10.825581874382307,-1.0
521,5.185789425992475,10.705032313124486,-1.0
522,3.184448371676048,10.589863487470572,-1.0
523,0.9011356543337712,10.55906471258574,-1.0
524,-0.7954594641961066,10.577384762019031,-1.0
525,-2.720265927077044,10.69490747431735,-1.0
526,-4.491349509896828,10.72909870397084,-1.0
527,-8.849511693624109,10.985256574210611,-1.0
528,-10.685737351225178,11.158477276957184,-1.0
529,-11.253967528056968,11.194045927568606,-1.0
530,-13.404648373675194,11.238091777564929,-1.0
531,-15.584595257508065,11.30836517288386,-1.0
532,-17.89919486931356,11.398424214153753,-1.0
533,-18.40563958998179,11.33062796296633,-1.0
534,-19.50989890033459,11.321335304650711,-1.0
535,-20.720139376325328,11.141873852099723,-1.0
536,-19.618258369538275,10.843297091851925,-1.0
537,-20.788866431889687,10.450646712994162,-1.0
538,-22.214110457628045,10.15912013439642,-1.0
539,-24.48995180220656,9.926189593650085,-1.0
540,-26.47283545117793,9.725285924769514,-1.0
541,-26.89483268650831,9.30306549150781,-1.0
542,-28.28100989291224,8.889041520930204,-1.0
543,-28.99997291591258,8.470749874565328,-1.0
544,-31.45425200896313,8.131423361729254,-1.0
545,-33.93506474216214,7.908203773545026,-1.0
546,-34.46673388294031,7.609703771625837,-1.0
547,-36.84210518695352,7.696244472916298,-1.0
548,-37.8935918279812,7.791179898332126,-1.0
549,-39.23181333703675,7.807598027451671,-1.0
550,-40.46611899957959,7.8808568787184505,-1.0
551,-42.11163482730559,8.051992111770145,-1.0
552,-44.06411971388957,8.352971123459383,-1.0
553,-45.79762963681422,8.620320972234145,-1.0
554,-46.44968099847602,8.798367185321556,-1.0
555,-50.1918076024521,9.171193068337784,-1.0
556,-52.14095387824055,9.362066559114757,-1.0
557,-52.20597297275659,9.371358843506778,-1.0
558,-54.719850688348586,9.448469986913224,-1.0
559,-56.88542356488857,9.631183380462563,-1.0
560,-61.70822816039208,10.14403597107099,-1.0
561,-61.77581579958438,10.363585398300643,0.0
562,-60.84127040338185,10.32482661134948,-1.0
563,-62.91922891734669,10.238447587964123,-1.0
564,-63.2917183901311,10.118596691642725,-1.0
565,-63.96432877678612,10.008982147802998,-1.0
566,-65.48355946291346,9.811530651738606,-1.0
567,-66.64610047973267,9.658415096655032,-1.0
568,-68.52032049861832,9.490366996479908,-1.0
569,-69.14273647457816,9.232865865888153,-1.0
570,-70.23423986377327,8.911589927759037,-1.0
571,-72.47214450247358,8.652884622381539,-1.0
572,-74.40007353998413,8.46653173499088,-1.0
573,-74.4386941216258,8.179017747541693,-1.0
574,-73.6126178589035,7.623631256513414,-1.0
575,-76.96142328399259,7.460664577591019,-1.0
576,-76.03661617731572,7.1811884638610675,-1.0
577,-74.14079943833232,6.561564683909022,-1.0
578,-70.9637037768488,5.877844603089982,-1.0
579,-72.65736859596285,5.307147175931531,-1.0
580,-73.85674726237787,5.119276385822253,-1.0
581,-71.64495997284762,4.7885390743737215,-1.0
582,-76.57734018902897,4.467207313008746,-1.0
583,-79.1690557354755,4.417083708607323,-1.0
584,-82.90080022188472,4.6215408289361335,-1.0
585,-84.53583356148006,4.860109572655974,0.0
586,-90.09943509027428,5.707587222726116,0.0
587,-89.71486674082647,6.246545275868204,0.0
588,-88.0905885145995,6.522769860119153,0.0
589,-88.0142597159444,6.676907287977889,0.0
590,-86.0680548642213,6.643025152096061,0.0
591,-86.42504761529717,6.674126941699015,1.0
592,-85.2277876789859,6.676502262650005,0.0
593,-82.58607934608467,6.563267448904946,0.0
594,-84.04911066384443,6.402775472259061,1.0
595,-83.2574016365149,6.349037632114089,0.0
596,-83.55331435676166,6.242606396871212,1.0
597,-83.23433252155165,5.990939108067454,1.0
