index,FSLR RH,Standard_dev,label
0,108.56847968801488,3.6832160582409954,1.0
1,107.26164646348806,3.6832160582409954,1.0
2,104.85499592859202,3.6832160582409954,1.0
3,105.31284600082505,3.6832160582409954,1.0
4,104.5197984892382,3.6832160582409954,1.0
5,107.1329298591909,3.6832160582409954,1.0
6,106.37857789391082,3.6832160582409954,1.0
7,109.74096397651624,3.6832160582409954,-1.0
8,109.36275858824,3.6832160582409954,-1.0
9,111.5790887722675,3.6832160582409954,-1.0
10,114.41207693581642,3.6832160582409954,-1.0
11,114.30048081820428,3.6832160582409954,-1.0
12,113.68201852548438,3.6832160582409954,-1.0
13,113.84918081879144,3.6832160582409954,-1.0
14,111.79350905178026,3.6832160582409954,-1.0
15,110.5874083644966,3.6832160582409954,-1.0
16,109.633069886706,3.6832160582409954,-1.0
17,108.84989920500529,3.6832160582409954,-1.0
18,107.23581613998644,3.6832160582409954,-1.0
19,100.67342267825975,3.6832160582409954,-1.0
20,100.24953195693676,4.170411419145278,-1.0
21,98.47414537175004,4.739623486085085,-1.0
22,100.31853247505208,5.005739857931277,-1.0
23,99.27301565804645,5.341253010498628,-1.0
24,99.46564190160038,5.607687248114826,-1.0
25,102.18609021870564,5.725604217454656,-1.0
26,103.18122524536398,5.791136527625943,-1.0
27,103.72462440634538,5.794372094639074,-1.0
28,103.87090830129522,5.788754818554381,-1.0
29,100.54996001935751,5.791434781976926,-1.0
30,101.67159417945363,5.48888425115515,-1.0
31,102.46246272441566,5.0762016259202385,-1.0
32,100.29439798265356,4.681001092259009,-1.0
33,104.61972841250196,4.064701839478748,-1.0
34,105.44289673539646,3.6006448405611136,-1.0
35,104.67610351357412,3.174368628615513,-1.0
36,100.4133275482197,2.7814932783979627,-1.0
37,98.7917281942112,2.438600433917786,-1.0
38,95.0816966001154,2.545424196030328,-1.0
39,90.55542465287752,3.4977685435824286,1.0
40,92.07023851889096,4.002919474525904,1.0
41,94.86515300649344,4.170081757143254,-1.0
42,97.44008294204082,4.214331421774672,-1.0
43,94.6629086894742,4.380806954542837,0.0
44,95.03979959945572,4.508575591127812,0.0
45,95.07178196510937,4.5723409180378285,0.0
46,96.81757276076888,4.503390713314637,-1.0
47,97.3355103906631,4.368173262939116,-1.0
48,97.47535829681988,4.191497803488576,-1.0
49,98.9095995294615,4.160405715140874,-1.0
50,98.791293060886,4.08248006120324,-1.0
51,98.77567069814316,3.953518953271413,-1.0
52,98.15108463945928,3.9127977110790217,-1.0
53,100.31810619384292,3.6227419572200117,-1.0
54,97.5173296186599,3.109188897510955,-1.0
55,94.71070521550456,2.593282058347364,-1.0
56,92.56424916314944,2.5860562334190154,-1.0
57,92.86838019652428,2.6182990992417317,-1.0
58,93.55512908306318,2.666780031079989,-1.0
59,90.53523860549564,2.6689021902601078,1.0
60,88.4945707955745,3.03214466393926,1.0
61,90.6719127215178,3.230997248357634,1.0
62,90.3806955966684,3.3879957127445195,1.0
63,90.0806579867578,3.5713855688018565,1.0
64,92.20472523831556,3.621591029951053,1.0
65,97.29516574974755,3.6654763519837497,1.0
66,94.75839827525164,3.6367780030823664,1.0
67,98.558386038374,3.692046537730643,1.0
68,99.1972832232202,3.7760817056003315,1.0
69,98.90516508599852,3.7758350490730366,1.0
70,103.40926627156333,4.148091093813293,1.0
71,103.1836377206252,4.456633011894126,1.0
72,99.73954268877692,4.522508792496048,1.0
73,100.6021046711656,4.539022517992936,1.0
74,103.42379600434398,4.8605700627684545,1.0
75,99.1996098793486,4.913073035390284,1.0
76,99.90572157164966,4.918579319253753,1.0
77,103.26213427030105,5.078034552352799,1.0
78,102.25357323085328,5.151319041959277,1.0
79,99.3372777078935,4.913173327510578,1.0
80,100.75075602851348,4.440508375340633,1.0
81,108.77025720052252,4.632144973350206,1.0
82,112.76784815876188,5.058596729738019,1.0
83,111.40024518914916,5.020119627942722,1.0
84,111.50125191118389,5.004787766036572,1.0
85,113.763475888164,5.453412538122784,1.0
86,112.44712723701856,5.440774796087509,1.0
87,121.7806772181404,6.5554028648291665,1.0
88,112.46556812715812,6.5787633125804765,1.0
89,115.08827547865316,6.66221898699689,1.0
90,116.66886490401464,6.9648798003143035,1.0
91,115.15095310931552,7.095020930936688,1.0
92,119.501755313648,7.256298900255204,1.0
93,122.41746909107896,7.560429835709661,1.0
94,124.48743960739117,8.034749283433525,1.0
95,125.47210686307544,8.125965148748579,1.0
96,123.65042209669866,7.927424517854228,1.0
97,127.19008019874408,8.081770971188291,1.0
98,130.59658653033316,8.241376819678646,1.0
99,134.95270460246883,8.240053774522364,1.0
100,137.3791908988423,8.265298608094119,1.0
101,137.95344842008598,8.763138459670948,1.0
102,140.3987293454986,9.489867084134996,0.0
103,141.27883959452834,9.95556017018611,0.0
104,142.3424029785583,10.267560176086315,0.0
105,143.31253351659797,10.573508484570125,0.0
106,144.06663731441472,10.61115818596369,0.0
107,139.58878023170266,10.736881537397919,0.0
108,141.5142711391373,10.236158758451243,0.0
109,144.09431967918755,9.889589242332,0.0
110,146.9254211226922,9.635095228698557,0.0
111,148.92664914972988,9.080527582660018,0.0
112,150.2826940242709,8.775722276951896,0.0
113,151.27818122478578,8.562795846452849,0.0
114,149.73022834614503,8.197070927991183,0.0
115,143.9139846096918,7.476908407799657,0.0
116,145.1120378370235,6.30951228867753,-1.0
117,141.43857794159126,5.2617078509588575,1.0
118,140.42176572717136,4.465243660420471,1.0
119,139.8689453977448,4.105523398554015,1.0
120,142.7449340434581,3.8526127188718817,1.0
121,147.32691057683076,3.6751641161657846,1.0
122,143.8166102846644,3.565546296457292,1.0
123,142.7575847833019,3.5123698505488883,1.0
124,144.68625183625542,3.476451876778009,1.0
125,145.25161849061226,3.465962553998852,1.0
126,147.95932662012422,3.5378268638226857,1.0
127,149.21255897035323,3.432919134391165,-1.0
128,149.50225614032132,3.426228402228904,-1.0
