index,EPR O,Standard_dev,label
0,-2.31277413654432,2.1333090717367647,1.0
1,-1.541455983757487,2.1333090717367647,1.0
2,-1.1173097478271783,2.1333090717367647,1.0
3,-1.378909823162779,2.1333090717367647,1.0
4,-0.8625071411533298,2.1333090717367647,1.0
5,0.6251315944213331,2.1333090717367647,0.0
6,-1.660696298414372,2.1333090717367647,1.0
7,-0.9492193662552212,2.1333090717367647,1.0
8,0.3796771689932328,2.1333090717367647,0.0
9,0.2355535025804158,2.1333090717367647,0.0
10,1.436687372840893,2.1333090717367647,0.0
11,-0.7885311875381049,2.1333090717367647,1.0
12,0.7773629921603202,2.1333090717367647,0.0
13,2.481824610980724,2.1333090717367647,0.0
14,2.663813611708328,2.1333090717367647,0.0
15,3.133931195361825,2.1333090717367647,-1.0
16,3.03263779920907,2.1333090717367647,-1.0
17,1.6481735825314558,2.1333090717367647,0.0
18,2.1070174330222926,2.1333090717367647,1.0
19,1.8720819795996064,2.1333090717367647,1.0
20,1.3954426323616858,2.1333090717367647,1.0
21,1.5545813016739984,2.1333090717367647,1.0
22,1.4753941505491357,2.1333090717367647,1.0
23,1.96466843831017,2.1333090717367647,1.0
24,1.57064890179511,2.1333090717367647,1.0
25,2.747775781573296,2.1333090717367647,1.0
26,3.1908582321443437,2.1333090717367647,-1.0
27,2.03358688513795,2.1333090717367647,1.0
28,1.678881448145873,2.1333090717367647,1.0
29,0.9992664497629704,2.1333090717367647,1.0
30,0.5555386924072891,2.1333090717367647,1.0
31,-0.362362974188045,2.1333090717367647,1.0
32,0.053873121096764,2.1333090717367647,1.0
33,1.1862832354786192,2.1333090717367647,1.0
34,0.5623078193215179,2.1333090717367647,1.0
35,0.3838955806628021,2.1333090717367647,1.0
36,1.4441423874048596,2.1333090717367647,1.0
37,1.0324534768113125,2.1333090717367647,1.0
38,0.1558837374146264,2.1333090717367647,1.0
39,0.7862773752002212,2.1333090717367647,1.0
40,-0.2563753724673105,2.1333090717367647,1.0
41,0.2159325073809128,2.1333090717367647,1.0
42,1.401071764117603,2.1333090717367647,1.0
43,1.878840737600271,2.1333090717367647,1.0
44,2.90823323222336,2.1333090717367647,1.0
45,3.973780233903909,2.1333090717367647,0.0
46,4.772727095582837,2.1333090717367647,0.0
47,4.247423171048339,2.1333090717367647,0.0
48,5.392882621273557,2.1333090717367647,0.0
49,6.488635574677694,2.1333090717367647,-1.0
50,5.920847587428099,2.1333090717367647,-1.0
51,4.933903014184658,2.1333090717367647,0.0
52,3.874007870705377,2.1333090717367647,1.0
53,3.7104743684582218,2.1333090717367647,1.0
54,4.367798234850518,2.1333090717367647,0.0
55,2.9141669735792703,2.1333090717367647,1.0
56,2.618592079856107,2.1333090717367647,1.0
57,3.457949988054644,2.1333090717367647,1.0
58,3.886423630273086,2.1333090717367647,0.0
59,3.153788885491096,2.1333090717367647,1.0
60,4.039888872500207,2.1333090717367647,0.0
61,5.188041528464645,2.1333090717367647,0.0
62,4.4777462934006,2.1333090717367647,0.0
63,4.977453074535205,2.1333090717367647,0.0
64,4.160015181830133,2.1333090717367647,0.0
65,3.8387808405605455,2.1333090717367647,1.0
66,4.29151925194364,2.1333090717367647,0.0
67,3.4380805044747973,2.1333090717367647,1.0
68,4.070169624254689,2.1333090717367647,-1.0
69,3.815230205370021,2.1333090717367647,1.0
70,3.957907597415741,2.1333090717367647,-1.0
71,4.073567833211293,2.1333090717367647,-1.0
72,4.282206846494525,2.1333090717367647,-1.0
73,5.143720420062252,2.1333090717367647,-1.0
74,4.5705548624884,2.1333090717367647,-1.0
75,4.65268806206992,2.1333090717367647,-1.0
76,7.079903017269643,2.1333090717367647,-1.0
77,6.885352394955632,2.1333090717367647,-1.0
78,5.644628070084636,2.1333090717367647,-1.0
79,4.899835108039376,2.1333090717367647,-1.0
80,4.897571138954959,2.1333090717367647,-1.0
81,4.059735718638947,2.1333090717367647,-1.0
82,4.300134021926091,2.1333090717367647,-1.0
83,3.3280703235341638,2.1333090717367647,-1.0
84,2.624052016861363,2.1333090717367647,1.0
85,3.6616719506043225,2.1333090717367647,-1.0
86,4.326874194806024,2.1333090717367647,-1.0
87,3.914229298078702,2.1333090717367647,-1.0
88,3.428003415550229,2.1333090717367647,-1.0
89,4.60599400521096,2.1333090717367647,-1.0
90,5.636737747929615,2.1333090717367647,-1.0
91,6.183496561058853,2.1333090717367647,-1.0
92,5.5743219606249,2.1333090717367647,-1.0
93,4.649293713831071,2.1333090717367647,-1.0
94,4.774339131504888,2.1333090717367647,-1.0
95,3.898282056382208,2.1333090717367647,-1.0
96,3.6219192254338415,2.1333090717367647,-1.0
97,1.688010504898294,2.1333090717367647,-1.0
98,0.6823747813234533,2.1333090717367647,0.0
99,-0.1530387490878624,2.1333090717367647,1.0
100,-0.0438355391512743,2.090748901823847,1.0
101,-1.8227667485755676,2.0967689251710615,1.0
102,-1.4412238727111486,2.103047971256337,1.0
103,-0.8991628611227043,2.094064143679461,1.0
104,-0.5283784759029047,2.0884947507994718,1.0
105,0.0612878898885327,2.0950597702603138,1.0
106,-0.7534290098588698,2.0776515925177326,1.0
107,-1.7537628963832643,2.0936587078992446,1.0
108,-2.494696096789916,2.14565084510556,1.0
109,-1.8477374421582693,2.1798950620278865,1.0
110,-2.432042544821968,2.2361986115626395,1.0
111,-0.6425975785736,2.2339690346692205,1.0
112,-1.0804021896865097,2.2574330864905856,1.0
113,-1.5927848671073337,2.296876571935988,1.0
114,-2.1735192379705524,2.346067996980852,1.0
115,-1.94613286963623,2.388097155767422,1.0
116,0.2595994245165869,2.398014744912829,0.0
117,3.4923041450772487,2.398647456965188,-1.0
118,2.7284576791153583,2.398429279995855,-1.0
119,1.144250226273904,2.4014693466048995,0.0
120,2.039149515745663,2.3993487931111708,-1.0
121,3.266557137900506,2.398618151335848,-1.0
122,1.5129264129442603,2.3984558996132987,-1.0
123,-0.2395132259021721,2.413698760526108,0.0
124,-0.3547670400100102,2.428809881415052,0.0
125,-1.2237799621992735,2.4566910350100004,0.0
126,-1.697868567562864,2.4900113439994893,0.0
127,-1.1581588094758215,2.5149697050837174,0.0
128,0.2950674661993133,2.522545673937329,0.0
129,-0.9515199268484976,2.5405384820406405,0.0
130,-2.2887648722192324,2.5762281024748193,0.0
131,-2.099657952754093,2.6000918451187234,0.0
132,-1.6885089162763407,2.6209142352835584,0.0
133,-0.9569388771680636,2.6385073890067345,0.0
134,-0.5895979002062859,2.648406194987437,0.0
135,-0.8338301880172736,2.6597531937552708,0.0
136,-1.6097023145625755,2.6861213501912165,0.0
137,-1.4526114799603531,2.7083122471507663,0.0
138,-2.0849325824498024,2.7342238830199985,0.0
139,-1.4014868466098631,2.7538434482215943,0.0
140,-1.0084553151662303,2.7614090534532516,0.0
141,-0.1335905024371442,2.764050786152621,-1.0
142,-0.7743354259634287,2.7781844633311272,0.0
143,-1.067071639835696,2.795953426860243,0.0
144,-2.384247675474853,2.8295367885869758,0.0
145,-1.899925199658874,2.8490998094181195,0.0
146,-0.7285963841767469,2.847035466836934,0.0
147,-1.36752688647978,2.855404703543305,0.0
148,-0.7988088496464911,2.8445334188906757,0.0
149,-0.0440440022442416,2.809890794180489,-1.0
150,-0.7381025465356785,2.7877979535258905,0.0
151,-0.5434082964046354,2.776186513517979,0.0
152,0.2915429282272228,2.7694434926142066,-1.0
153,-1.757913843458354,2.7802833190605125,0.0
154,-1.4744016455999116,2.780656466798358,0.0
155,-2.164704959473184,2.799685551028706,1.0
156,-2.9437324213919496,2.8300059814255096,1.0
157,-2.1882749849708034,2.8433878178253535,1.0
158,-2.4119678927929726,2.8546307181812143,1.0
159,-4.0185027091230126,2.8950949868026865,1.0
160,-4.1208031024208935,2.9272934477416666,1.0
161,-4.397557902489993,2.9474900334829366,1.0
162,-3.3665155889345755,2.957290796732958,1.0
163,-3.817975550808555,2.9650274797369884,1.0
164,-2.740524659379453,2.9661880879796394,1.0
165,-2.440669317829282,2.966063408344976,1.0
166,-1.7510046245938966,2.952892205099024,0.0
167,-1.2820644000219446,2.944804663949317,0.0
168,-0.9050358327355924,2.9267753666095104,0.0
169,-1.2559830987385825,2.9127308010966155,0.0
170,-0.5186458634711357,2.8926622508698094,0.0
171,-2.2293348675889604,2.8806496982498633,1.0
172,-0.9395620904671986,2.855796522167601,0.0
173,-0.6783551617125951,2.8149767607982943,0.0
