index,CPRT UHAL,Standard_dev,label
0,0.8362740465855154,11.002346890659226,-1.0
1,0.8175743419145078,11.002346890659226,-1.0
2,-7.491706501789167,11.002346890659226,1.0
3,-6.514622394751086,11.002346890659226,1.0
4,-1.817862204471396,11.002346890659226,0.0
5,-11.317194972658,11.002346890659226,1.0
6,1.2759177170596558,11.002346890659226,-1.0
7,12.830790616265858,11.002346890659226,-1.0
8,10.074528043488442,11.002346890659226,-1.0
9,14.469751192960814,11.002346890659226,-1.0
10,1.0568910966845806,11.002346890659226,-1.0
11,-2.047123300063504,11.002346890659226,0.0
12,1.8531000932075583,11.002346890659226,-1.0
13,-6.120825139840065,11.002346890659226,0.0
14,-8.047740933085208,11.002346890659226,0.0
15,-2.4777114638916373,11.002346890659226,0.0
16,-3.7373503849345298,11.002346890659226,0.0
17,0.2053799040662056,11.002346890659226,-1.0
18,-6.6298435931125255,11.002346890659226,0.0
19,-5.044349604410854,11.002346890659226,0.0
20,-6.695822349624507,11.002346890659226,0.0
21,-9.385390540787,11.002346890659226,0.0
22,-0.8946127673963247,11.002346890659226,0.0
23,-0.1072266873405851,11.002346890659226,-1.0
24,-2.854466013205922,11.002346890659226,1.0
25,-12.449215166848605,11.002346890659226,1.0
26,-6.183978866883649,11.002346890659226,1.0
27,-3.831446125048615,11.002346890659226,1.0
28,-16.78011293939153,11.002346890659226,1.0
29,-10.962833733788102,11.002346890659226,1.0
30,-13.89604755440604,11.002346890659226,1.0
31,-11.047635327463524,11.002346890659226,1.0
32,-5.434881381270941,11.002346890659226,1.0
33,-2.7559184953800013,11.002346890659226,1.0
34,-4.38741687965387,11.002346890659226,1.0
35,-1.4977719070857347,11.002346890659226,0.0
36,-0.5057270579894748,11.002346890659226,0.0
37,-3.369766660303924,11.002346890659226,1.0
38,-4.110567715717366,11.002346890659226,1.0
39,-5.455460873724292,11.002346890659226,1.0
40,-1.5846056034749267,11.002346890659226,0.0
41,-2.688822719287998,11.002346890659226,1.0
42,-7.498935476324107,11.002346890659226,1.0
43,-0.8108388642613136,11.002346890659226,1.0
44,-4.604783424736809,11.002346890659226,1.0
45,-4.337000062731249,11.002346890659226,1.0
46,-8.277043136931866,11.002346890659226,1.0
47,-2.059836715345739,11.002346890659226,1.0
48,-10.392943900339844,11.002346890659226,1.0
49,-0.6866598165481719,11.002346890659226,1.0
50,3.8269935404828734,11.002346890659226,0.0
51,6.35748730128222,11.002346890659226,0.0
52,13.403438932446988,11.002346890659226,-1.0
53,13.189430128014235,11.002346890659226,-1.0
54,14.730876840476697,11.002346890659226,-1.0
55,6.723522643472393,11.002346890659226,-1.0
56,5.398877731983248,11.002346890659226,-1.0
57,1.555473070139044,11.002346890659226,-1.0
58,-0.814925654020783,11.002346890659226,1.0
59,2.264930719627955,11.002346890659226,-1.0
60,6.365016919543905,11.002346890659226,-1.0
61,1.24783430775301,11.002346890659226,-1.0
62,5.135469325646227,11.002346890659226,-1.0
63,-0.4048035699715342,11.002346890659226,1.0
64,-5.2909657742294485,11.002346890659226,1.0
65,-3.683330515679359,11.002346890659226,1.0
66,-4.065089288898889,11.002346890659226,1.0
67,-4.268377753849109,11.002346890659226,1.0
68,5.365267609967589,11.002346890659226,-1.0
69,12.496871455549808,11.002346890659226,-1.0
70,9.407733212526637,11.002346890659226,-1.0
71,2.377902791969518,11.002346890659226,-1.0
72,8.363954446266291,11.002346890659226,-1.0
73,17.575732546039433,11.002346890659226,-1.0
74,15.052145207590456,11.002346890659226,-1.0
75,12.199309823724832,11.002346890659226,-1.0
76,8.561177037391872,11.002346890659226,-1.0
77,8.546622209915654,11.002346890659226,-1.0
78,6.986498991137523,11.002346890659226,-1.0
79,15.931694027188996,11.002346890659226,-1.0
80,10.97174014892596,11.002346890659226,-1.0
81,1.85158753551093,11.002346890659226,-1.0
82,-4.982055292074961,11.002346890659226,-1.0
83,-4.018718187491459,11.002346890659226,-1.0
84,-3.454353619857045,11.002346890659226,-1.0
85,-13.249022803497098,11.002346890659226,-1.0
86,-16.340343185321615,11.002346890659226,-1.0
87,-19.25111726320688,11.002346890659226,1.0
88,-12.642974338369925,11.002346890659226,-1.0
89,-19.307313846055308,11.002346890659226,1.0
90,-12.275333206095468,11.002346890659226,-1.0
91,-19.23648045071224,11.002346890659226,1.0
92,-16.213197015997935,11.002346890659226,-1.0
93,-20.05193095529984,11.002346890659226,1.0
94,-28.59532934376472,11.002346890659226,1.0
95,-32.18997832091532,11.002346890659226,1.0
96,-33.44214577532472,11.002346890659226,1.0
97,-32.74840904559653,11.002346890659226,1.0
98,-26.43296062695009,11.002346890659226,1.0
99,-30.15966926115772,11.002346890659226,1.0
100,-28.90066860920956,11.287426987670669,1.0
101,-26.780543614070325,11.513370382835777,1.0
102,-17.566059982718286,11.589124560038186,1.0
103,-10.905363089601735,11.607127416254459,1.0
104,-4.383660932955195,11.60503699701647,-1.0
105,-8.202134769648637,11.589502716899508,1.0
106,-9.716174535316044,11.590907181878277,1.0
107,-14.2869161573243,11.50704088531278,1.0
108,-17.391178554011276,11.485837078669402,1.0
109,-19.2220134488025,11.412517395696453,1.0
110,-19.17421656996981,11.482962687805164,1.0
111,-21.19331865987476,11.588764145251334,1.0
112,-19.845144506144493,11.654441797204516,1.0
113,-23.12939135848802,11.785174196716705,1.0
114,7.040204378929388,11.852394221698484,1.0
115,-7.942084726017299,11.850258278665882,1.0
116,1.281380780516713,11.869248757559959,1.0
117,23.729174353241376,12.214472147791085,1.0
118,23.28136990857047,12.546046199497635,1.0
119,16.01116217747881,12.722621572925567,1.0
120,20.28025552149944,12.96780329630098,1.0
121,31.34159193359949,13.447640085634278,1.0
122,29.25957284242361,13.854955088960104,1.0
123,30.245616936973704,14.265763705668931,1.0
124,29.02513379057899,14.634454512110485,1.0
125,23.61366256257122,14.849473518979991,1.0
126,31.810284954493056,15.246375135086687,1.0
127,39.90677118243661,15.825870676549872,0.0
128,34.341598229421265,16.16954014201989,1.0
129,26.21113730763915,16.378330219983063,1.0
130,32.03060420356053,16.661298490009237,1.0
131,39.30648667195607,17.102897604687776,0.0
132,46.73544187920106,17.72821165845938,0.0
133,43.50357349092707,18.2451060749741,0.0
134,57.05837230184381,19.08702304966637,-1.0
135,44.18498629143306,19.559670074929713,0.0
136,44.7642000625973,20.02459634886703,0.0
137,48.16319245276827,20.535552799470086,0.0
138,44.90718959064196,20.951016626744835,0.0
139,38.2832210522144,21.222499736487766,1.0
140,32.43346803263353,21.409161074810044,1.0
141,22.08035202489407,21.474000009107893,1.0
142,23.356244293117072,21.524904161695147,1.0
143,40.96776145865556,21.82276974513303,1.0
144,32.92844046834625,21.978308781987025,1.0
145,34.76800402752326,22.151158310776612,1.0
146,38.47343226550686,22.344499566616953,1.0
147,33.68908878913987,22.496100664699927,1.0
148,29.08428869315105,22.541568264139244,1.0
149,20.955303668378008,22.571134302177306,1.0
150,20.68992672305984,22.60870203250861,1.0
151,23.549756052529347,22.666292147323798,1.0
152,20.855601476994536,22.698018151230183,1.0
153,31.113134794015195,22.813023188536192,1.0
154,38.294153519753024,23.006350930997183,1.0
155,62.64878234440755,23.64533290102505,1.0
