index,CBSH VAC,Standard_dev,label
0,-10.48786966420819,7.558227852989506,1.0
1,-10.33241544482567,7.558227852989506,1.0
2,-13.356193028065547,7.558227852989506,1.0
3,-9.032688474794526,7.558227852989506,1.0
4,-6.61769322531805,7.558227852989506,-1.0
5,-10.132436306675658,7.558227852989506,1.0
6,-9.94775613433312,7.558227852989506,1.0
7,-16.71960493026812,7.558227852989506,1.0
8,-13.985277483271332,7.558227852989506,1.0
9,-18.46596644540797,7.558227852989506,1.0
10,-12.371864557076478,7.558227852989506,1.0
11,-4.528607322523726,7.558227852989506,1.0
12,-1.364475073294372,7.558227852989506,1.0
13,-3.0288282332900707,7.558227852989506,1.0
14,-5.818526472033241,7.558227852989506,1.0
15,-3.9372635383358414,7.558227852989506,1.0
16,-4.553060645074723,7.558227852989506,1.0
17,-6.553639675577671,7.558227852989506,1.0
18,-2.27132476491984,7.558227852989506,1.0
19,-0.0580504099112317,7.558227852989506,1.0
20,1.39136934741839,7.558227852989506,1.0
21,-4.135905084102177,7.558227852989506,1.0
22,-0.2728421616016305,7.558227852989506,1.0
23,-0.4417569390954412,7.558227852989506,1.0
24,-2.180371812239784,7.558227852989506,1.0
25,3.546216603308551,7.558227852989506,1.0
26,3.413088207146941,7.558227852989506,1.0
27,7.945951715361929,7.558227852989506,0.0
28,9.522766286056664,7.558227852989506,0.0
29,9.766941852176572,7.558227852989506,0.0
30,10.972951554829862,7.558227852989506,0.0
31,12.014454919726532,7.558227852989506,0.0
32,8.941612243367317,7.558227852989506,0.0
33,11.36347331986616,7.558227852989506,0.0
34,17.02319061856805,7.558227852989506,-1.0
35,12.099126076979772,7.558227852989506,0.0
36,12.631376187359322,7.558227852989506,0.0
37,9.4342709146529,7.558227852989506,0.0
38,6.486259865894439,7.558227852989506,0.0
39,10.629424802506676,7.558227852989506,0.0
40,6.062946232113191,7.558227852989506,0.0
41,7.155135029594646,7.558227852989506,0.0
42,11.07975007296544,7.558227852989506,0.0
43,10.593314563102396,7.558227852989506,0.0
44,9.603813072558085,7.558227852989506,0.0
45,8.547115213316388,7.558227852989506,0.0
46,6.137992919376316,7.558227852989506,0.0
47,3.789509075233795,7.558227852989506,1.0
48,9.387504925507898,7.558227852989506,0.0
49,5.698237761384718,7.558227852989506,0.0
50,8.342099278703301,7.558227852989506,0.0
