index,CI RH,Standard_dev,label
0,62.54019919429867,4.666863335365876,-1.0
1,59.6539262147059,4.666863335365876,-1.0
2,57.50110142070785,4.666863335365876,-1.0
3,58.99030374835056,4.666863335365876,-1.0
4,56.14547029440323,4.666863335365876,-1.0
5,57.69527205069627,4.666863335365876,-1.0
6,55.05750820868777,4.666863335365876,-1.0
7,57.22807189680462,4.666863335365876,-1.0
8,55.84744371875778,4.666863335365876,-1.0
9,56.58336533236822,4.666863335365876,-1.0
10,58.8762116456558,4.666863335365876,-1.0
11,58.7714434454929,4.666863335365876,-1.0
12,58.41576196490067,4.666863335365876,-1.0
13,57.50211208488055,4.666863335365876,-1.0
14,54.95022055898239,4.666863335365876,-1.0
15,53.445026091639846,4.666863335365876,-1.0
16,51.60967153981821,4.666863335365876,-1.0
17,51.02058219616368,4.666863335365876,-1.0
18,48.80041474079184,4.666863335365876,-1.0
19,41.285299159929735,4.666863335365876,-1.0
20,39.14366871867134,5.661033399009727,-1.0
21,36.64781355086673,6.771355838732488,0.0
22,36.40056862037152,7.663427103476118,0.0
23,37.102446075127496,8.190556872122052,0.0
24,34.94464918139332,8.852012129941013,0.0
25,36.905721175447866,9.125432446558014,0.0
26,37.22105001571495,9.373253453232397,0.0
27,37.66931156263554,9.394909494340714,0.0
28,36.95432277682809,9.424913033716782,0.0
29,33.56612325829307,9.496914379520149,0.0
30,32.469004727343126,9.309023094790591,0.0
31,33.47089718262301,8.867647862047315,0.0
32,32.73334755389865,8.277885311904727,0.0
33,36.2465286846378,7.390595171088257,0.0
34,38.69534382832724,6.517117625264554,-1.0
35,38.927301350180194,5.6053744406370765,-1.0
36,35.838512768718864,4.716314215782945,-1.0
37,35.48476762473706,3.562995976203263,-1.0
38,32.424680790884864,2.409518320202632,-1.0
39,27.85492702588077,2.764887380250466,1.0
40,29.470998761121574,2.9408197063948514,1.0
41,31.40109665340549,3.0237649311484898,1.0
42,33.44336414562109,3.0131006531722933,1.0
43,31.0116442716098,3.05870651422539,1.0
44,31.433895890542036,3.122063104590514,1.0
45,31.940374976941055,3.0895804582565325,1.0
46,34.71847108835071,2.9978628990828686,1.0
47,36.92124727635012,2.951188484193217,1.0
48,38.14407575867773,3.0301066731784556,1.0
49,40.12662414113444,3.3414452187332957,1.0
50,41.591188799496415,3.704522656387592,-1.0
51,43.015956004858296,4.141316398877269,-1.0
52,43.2095884959989,4.478835591717302,-1.0
53,45.67961260980935,5.015578941014506,-1.0
54,44.07493753229005,5.300148384433196,-1.0
55,42.72303037349778,5.463281149558963,-1.0
56,40.674616075724906,5.537792080883136,-1.0
57,40.48415816582729,5.589447681637475,-1.0
58,37.12030876595392,5.484011715489287,-1.0
59,34.370604883191874,5.07464276028857,-1.0
60,27.335291916508105,5.272813207095339,-1.0
61,27.47790071041421,5.574837222695175,-1.0
62,22.704587282744008,6.416850680245503,-1.0
63,20.99291781534339,7.227284963656628,-1.0
64,19.97562214686223,8.036877532935017,-1.0
65,22.324212306124277,8.543075695116414,-1.0
66,18.80381482025992,9.296588766934427,-1.0
67,17.186167239599506,10.03178522057386,-1.0
68,16.212367227567853,10.664721537634088,-1.0
69,10.626383727747374,11.530764707967625,-1.0
70,5.055571209218208,12.582206425873,-1.0
71,-0.6854533527659186,13.760016725734728,-1.0
72,-7.0907655361407365,15.13442895833581,-1.0
73,-13.291997316904371,16.438764108239926,-1.0
74,-18.827766257552085,17.822053409951632,-1.0
75,-25.918306161702095,19.39279319142417,-1.0
76,-26.851906065210763,20.493580425614716,-1.0
77,-39.5872795275901,22.258082304970667,-1.0
78,-50.47430192004841,24.596668988568997,-1.0
79,-59.621011027813225,27.13868391579587,-1.0
80,-70.92025845713354,30.31652632511176,-1.0
81,-78.3795703504615,33.16181601907595,-1.0
82,-83.3907199287694,35.72373674383445,-1.0
83,-90.39688675150693,38.06349049850912,-1.0
84,-93.96396243166666,39.81650203119625,-1.0
85,-103.55786296106892,41.288564545323716,-1.0
86,-110.93000444930163,42.60161090249662,0.0
87,-114.15963028284942,43.23985611262851,0.0
88,-136.0955314330095,44.7568372231264,0.0
89,-138.4290789055259,45.58214551968132,0.0
90,-139.46324810472254,45.70130652081401,0.0
91,-141.82246046248017,45.313426979596095,0.0
92,-146.74212285917088,44.703737696949176,0.0
93,-148.56606005517472,43.640915051153385,0.0
94,-148.32516685605717,41.95834731081772,0.0
95,-154.44668063006392,40.244953912765986,0.0
96,-156.60032518325016,37.55487003784177,0.0
97,-160.4321761010222,35.229558201403236,0.0
98,-164.87932857578085,33.202420064048745,0.0
99,-167.5375384230955,31.232350299935703,0.0
100,-165.57786108076772,29.328886354900018,-1.0
101,-160.0041758535238,27.037276688567104,-1.0
102,-156.17109661953734,24.305982340877655,-1.0
103,-151.38827177887558,21.422617496471997,-1.0
104,-156.9996467983638,18.23551261652879,-1.0
105,-155.79109068645215,15.329954880602124,-1.0
106,-161.5775967669607,12.720296534436388,-1.0
107,-163.87757331489058,9.554371120596468,-1.0
108,-167.95109786543304,9.103370593518855,-1.0
109,-170.22208754592268,8.766576672173773,-1.0
110,-174.49016081196092,8.592891934477073,-1.0
111,-175.62318966412536,8.427261897879761,-1.0
112,-178.7231132595107,8.735782122340796,-1.0
113,-178.91192610574598,8.920521344714192,-1.0
114,-189.3854942166145,9.919023335288927,-1.0
115,-177.60484619081382,9.908854425950176,-1.0
116,-180.30539310138656,10.055439102505552,-1.0
117,-179.5659437140949,10.219154863323269,-1.0
118,-185.2385621856558,10.802351526779185,-1.0
119,-198.2536580673862,12.505862427005894,-1.0
120,-213.4365294419215,15.54585588367153,-1.0
121,-224.5356491595196,18.876960302915858,-1.0
122,-229.63600121590284,21.566195456645545,-1.0
123,-242.34581627154404,24.461211113018443,1.0
124,-248.6373524027868,27.312493957931586,1.0
125,-260.01064649076386,30.26387358214756,1.0
126,-264.7660761249515,32.94058577061596,1.0
127,-260.2651976265972,34.370395802610226,1.0
128,-259.1843094967714,35.238386610205296,1.0
129,-250.19681131210984,35.07711760553681,1.0
130,-245.17110970026403,34.48973031140435,1.0
131,-236.9219298396543,33.31447867658151,-1.0
