index,GNRC RLI,Standard_dev,label
0,62.13737316717236,1.7310840380362578,1.0
1,65.01233686212312,1.7310840380362578,1.0
2,64.50403872738053,1.7310840380362578,1.0
3,65.53752829792258,1.7310840380362578,1.0
4,66.34469927249013,1.7310840380362578,1.0
5,66.53535915307293,1.7310840380362578,1.0
6,66.28497925742472,1.7310840380362578,1.0
7,68.56388841383212,1.7310840380362578,0.0
8,68.87899347543592,1.7310840380362578,0.0
9,67.62779031584272,1.7310840380362578,1.0
10,68.04914024728843,1.7310840380362578,1.0
11,68.00599352231512,1.7310840380362578,1.0
12,68.17018634169764,1.7310840380362578,0.0
13,68.64998841590443,1.7310840380362578,0.0
14,68.86513419822438,1.7310840380362578,0.0
15,67.59719679267,1.7310840380362578,1.0
16,68.34658474162417,1.7310840380362578,0.0
17,68.3039158902339,1.7310840380362578,0.0
18,67.077789883091,1.7310840380362578,1.0
19,67.02597184135891,1.7310840380362578,1.0
20,67.8833432914288,1.2885729567678155,1.0
21,68.33770972718034,1.1791590644023409,1.0
22,68.78212677708993,0.9711188007373129,1.0
23,68.81850817881651,0.8482180707317706,1.0
24,69.71902249434518,0.8565599828291449,-1.0
25,70.17671517532673,0.8978143688036612,-1.0
26,70.67049089224052,0.9256242410669304,-1.0
27,68.8976341222644,0.9302599669480855,-1.0
28,68.91277087415648,0.931025643552579,-1.0
29,68.7712793562293,0.9097774646267635,-1.0
30,69.03335614356638,0.9077007126475122,-1.0
31,68.7389813392839,0.8970932161023406,-1.0
32,67.69899061033588,0.9160388900753472,-1.0
33,68.90772771528094,0.9183614694196558,-1.0
34,68.75382517877414,0.9171869545479732,-1.0
35,67.94094949523054,0.9000183312759298,-1.0
36,67.50862686078622,0.9332805094175118,-1.0
37,67.49606760950776,0.9636650139667166,-1.0
38,66.4556744636929,1.0222073516961843,1.0
39,66.87045200892717,1.0347373645100963,-1.0
40,67.11776407558364,1.0729350771017372,-1.0
41,67.09117673494589,1.1169643154778781,-1.0
42,67.04788698215026,1.153922133040728,-1.0
43,65.20969554811863,1.3407723892244157,1.0
44,66.45624821500552,1.3384328619954808,1.0
45,68.73330331315502,1.2501988660126384,1.0
46,68.95700915823998,1.1013247904751262,1.0
47,69.81816778831138,1.1656500879000666,-1.0
48,70.27426015799438,1.2649140607851153,-1.0
49,70.81625535212208,1.4096698444310845,-1.0
50,70.95445351653235,1.539902221415168,-1.0
51,69.93133841624376,1.5865892160120658,1.0
52,67.99445907148817,1.5830306530895708,1.0
53,70.03065437685237,1.6280994284366843,1.0
54,70.83802306928031,1.7243574637850885,1.0
55,69.9375516301136,1.755294735091478,1.0
56,69.54593939896093,1.7552578926300704,1.0
57,70.25111497881925,1.7738210887877082,1.0
58,70.91240995708019,1.7546826250809098,1.0
59,68.86424450471843,1.6862543459428445,1.0
60,70.04663062708246,1.6370754852912297,1.0
61,69.5914351566609,1.5624900813128624,1.0
62,70.51353139501586,1.4887841635448182,1.0
63,70.01182323549065,1.0995347610525659,1.0
64,69.50619013845873,0.7905707124442536,1.0
65,70.48522121402934,0.7534283773016717,1.0
66,69.9660026012832,0.7152633002737759,1.0
67,73.54925114284764,1.063272253476608,-1.0
68,70.32630928556725,1.0635245676620149,1.0
69,69.16421624636104,1.077503317330622,1.0
70,69.70843367965148,1.0626999425010952,1.0
71,72.23772498714023,1.1680634047244778,1.0
72,71.10889975323151,1.0652738398220143,1.0
73,70.86446314304719,1.0692596105235332,1.0
74,70.94017221554893,1.0718462855091346,1.0
75,70.7130304239752,1.0691517059720812,1.0
76,71.61484961233921,1.0806313449418101,1.0
77,71.83225606364793,1.1172342825473356,1.0
78,72.02760527240878,1.1607414804795348,1.0
79,71.54988661330384,1.0964036848360286,1.0
80,73.08290772981766,1.1942090848497224,1.0
81,75.36613055455915,1.5079537238381282,0.0
82,76.04599737436877,1.8406500814084072,0.0
83,76.30739234185512,2.0928787056502016,0.0
84,76.77269699169277,2.2914060593038132,0.0
85,76.97441203596392,2.489216241855575,0.0
86,76.80672869387271,2.5895572625653878,0.0
87,77.34582908743558,2.775984184621563,-1.0
88,77.43840784688182,2.864258937337404,-1.0
89,76.66492055927635,2.7706535076784333,-1.0
90,75.8559636457581,2.6339636528937143,-1.0
91,76.95090601895392,2.6712739190696935,-1.0
92,76.6469415016549,2.6079231296163132,-1.0
