index,AL HHH,Standard_dev,label
0,-25.16377349999096,11.147316789538657,0.0
1,-26.95433850232422,11.147316789538657,0.0
2,-26.05655600437984,11.147316789538657,0.0
3,-28.374784297783577,11.147316789538657,1.0
4,-27.522625576514308,11.147316789538657,1.0
5,-30.880683771569835,11.147316789538657,1.0
6,-28.375187406795973,11.147316789538657,1.0
7,-28.31414888485492,11.147316789538657,1.0
8,-29.660243637410616,11.147316789538657,1.0
9,-28.72938788425717,11.147316789538657,1.0
10,-20.9661561228935,11.147316789538657,1.0
11,-17.06033851183833,11.147316789538657,0.0
12,-21.674995688293123,11.147316789538657,1.0
13,-22.0274083764751,11.147316789538657,1.0
14,-22.142996623680133,11.147316789538657,1.0
15,-19.38982752431473,11.147316789538657,1.0
16,-17.90876820894151,11.147316789538657,1.0
17,-18.8647355851487,11.147316789538657,1.0
18,-17.61857472878623,11.147316789538657,1.0
19,-19.28554566642493,11.147316789538657,1.0
20,-18.09976762909175,11.147316789538657,1.0
21,-17.35702350910384,11.147316789538657,1.0
22,-15.427296018882188,11.147316789538657,1.0
23,-17.36119201810203,11.147316789538657,1.0
24,-17.506087974454843,11.147316789538657,1.0
25,-14.87224712782828,11.147316789538657,1.0
26,-13.459458621531844,11.147316789538657,0.0
27,-15.95208231822314,11.147316789538657,1.0
28,-13.14021597352506,11.147316789538657,0.0
29,-14.985442549151514,11.147316789538657,1.0
30,-11.873060771487346,11.147316789538657,0.0
31,-13.194686763951417,11.147316789538657,0.0
32,-10.696713132619957,11.147316789538657,0.0
33,-12.123081697457977,11.147316789538657,0.0
34,-14.91901341168272,11.147316789538657,1.0
35,-12.338771234031526,11.147316789538657,0.0
36,-10.625619907924944,11.147316789538657,0.0
37,-8.414279409181567,11.147316789538657,0.0
38,-5.778236812502762,11.147316789538657,0.0
39,-5.032647506261803,11.147316789538657,0.0
40,-4.241974197936671,11.147316789538657,0.0
41,-3.0025061393939367,11.147316789538657,0.0
42,-1.4633877446841836,11.147316789538657,0.0
43,-0.224106549012248,11.147316789538657,0.0
44,-0.5985009169836317,11.147316789538657,0.0
45,-1.0135344990611517,11.147316789538657,0.0
46,-0.7202285895688121,11.147316789538657,0.0
47,-0.925075465601239,11.147316789538657,0.0
48,2.094812370857184,11.147316789538657,0.0
49,2.352024252061796,11.147316789538657,0.0
