index,HHH PLNT,Standard_dev,label
0,13.11885750212592,7.076090537648769,-1.0
1,13.496017005048486,7.076090537648769,-1.0
2,12.945518138224427,7.076090537648769,-1.0
3,15.36341423705072,7.076090537648769,-1.0
4,20.48847236071248,7.076090537648769,-1.0
5,21.67654715593764,7.076090537648769,-1.0
6,16.953029369167936,7.076090537648769,-1.0
7,17.94948574938313,7.076090537648769,-1.0
8,13.817491354477449,7.076090537648769,-1.0
9,12.468525287409264,7.076090537648769,-1.0
10,12.601346780756508,7.076090537648769,-1.0
11,9.166434897792918,7.076090537648769,-1.0
12,10.169529182665848,7.076090537648769,-1.0
13,11.47405992160072,7.076090537648769,-1.0
14,11.325024850325448,7.076090537648769,-1.0
15,9.8255940731664,7.076090537648769,-1.0
16,9.280721777783654,7.076090537648769,-1.0
17,9.866906689384336,7.076090537648769,-1.0
18,7.407040324752089,7.076090537648769,-1.0
19,11.67100744328551,7.076090537648769,-1.0
20,10.178403306167631,7.076090537648769,-1.0
21,9.224444221678011,7.076090537648769,-1.0
22,6.290729175113668,7.076090537648769,-1.0
23,3.334430941506397,7.076090537648769,-1.0
24,4.579778740726333,7.076090537648769,-1.0
25,6.310946572900349,7.076090537648769,-1.0
26,4.233276902170232,7.076090537648769,-1.0
27,4.975209147824387,7.076090537648769,-1.0
28,0.3907145815957022,7.076090537648769,0.0
29,1.913018024143291,7.076090537648769,-1.0
30,1.0197927358617775,7.076090537648769,0.0
31,1.5238778053928002,7.076090537648769,-1.0
32,-1.3188364615747403,7.076090537648769,0.0
33,-1.1074083060210853,7.076090537648769,0.0
34,3.62588515825788,7.076090537648769,-1.0
35,1.909990422038618,7.076090537648769,-1.0
36,1.9509682797976355,7.076090537648769,-1.0
37,0.662615521061781,7.076090537648769,0.0
38,1.280447597798485,7.076090537648769,-1.0
39,0.6415959659035053,7.076090537648769,0.0
40,-0.8199468287172493,7.076090537648769,0.0
41,-2.368520280227252,7.076090537648769,0.0
42,-2.370024010789791,7.076090537648769,0.0
43,-3.2775837742806644,7.076090537648769,0.0
44,-2.410084271240024,7.076090537648769,0.0
45,-3.853725828629088,7.076090537648769,0.0
46,-4.659961704501939,7.076090537648769,0.0
47,-6.11812782786992,7.076090537648769,0.0
48,-4.744738443170164,7.076090537648769,0.0
49,-9.386526021341965,7.076090537648769,0.0
50,-8.279826123689531,7.076090537648769,0.0
51,-8.908478223626524,7.076090537648769,0.0
52,-8.335752244649768,7.076090537648769,0.0
53,-7.632722079437514,7.076090537648769,0.0
54,-6.390548437944602,7.076090537648769,0.0
55,-5.647561258354386,7.076090537648769,0.0
56,-7.095684167203601,7.076090537648769,0.0
57,-5.348343184117688,7.076090537648769,0.0
58,-6.547291345662551,7.076090537648769,0.0
59,-7.816179252416575,7.076090537648769,0.0
60,-6.297854186646347,7.076090537648769,0.0
61,-3.593680648703128,7.076090537648769,0.0
62,-4.030310902104972,7.076090537648769,0.0
63,-3.779892808722636,7.076090537648769,0.0
64,-3.695919913868991,7.076090537648769,0.0
65,-1.699445058371758,7.076090537648769,0.0
66,-0.0815313339713625,7.076090537648769,0.0
67,-1.808182176612057,7.076090537648769,0.0
68,-2.2992375311407827,7.076090537648769,0.0
69,-1.6651736234003351,7.076090537648769,0.0
70,-2.0355620130291,7.076090537648769,0.0
71,-1.3799279134506008,7.076090537648769,0.0
72,-2.444623487219204,7.076090537648769,0.0
73,-1.7144289046508874,7.076090537648769,0.0
74,-5.392487061492531,7.076090537648769,0.0
75,-6.480235327167435,7.076090537648769,1.0
76,-5.847249615955548,7.076090537648769,0.0
77,-2.676943137216135,7.076090537648769,0.0
78,-1.9806667280366737,7.076090537648769,0.0
79,-3.4770177091458763,7.076090537648769,0.0
80,-5.390567329861412,7.076090537648769,0.0
81,-4.582331141430963,7.076090537648769,0.0
82,-2.187289792965984,7.076090537648769,0.0
83,0.0551933628157925,7.076090537648769,0.0
84,-1.2139199360871231,7.076090537648769,0.0
85,-1.4676214156849312,7.076090537648769,0.0
86,-0.2326089092558803,7.076090537648769,1.0
87,-1.95741136813119,7.076090537648769,1.0
88,0.4177146190084002,7.076090537648769,1.0
89,1.2684071805870758,7.076090537648769,1.0
90,-0.7772954845624724,7.076090537648769,1.0
91,-0.1667982703464829,7.076090537648769,1.0
92,-0.1636527381516046,7.076090537648769,1.0
93,2.938913281884318,7.076090537648769,0.0
94,2.8818563181504477,7.076090537648769,0.0
95,4.240816297572529,7.076090537648769,0.0
96,4.66334180473369,7.076090537648769,0.0
97,1.9613411716996008,7.076090537648769,0.0
98,0.6313408482693319,7.076090537648769,1.0
99,0.7283036178559712,7.076090537648769,1.0
100,0.7602194589230038,6.978351855116133,1.0
101,-0.7207103230875518,6.872957678833135,1.0
102,0.0832555025316565,6.771164666694093,1.0
103,0.3585730369462681,6.616495037621753,1.0
104,0.6752688688393391,6.315459630440195,1.0
105,2.2929950402642447,5.954021460251282,1.0
106,0.4665938408064534,5.719226351787553,1.0
107,0.1311649056611088,5.437516904211805,1.0
108,-4.1221190758549895,5.2779655846956075,1.0
109,-2.908251746421953,5.134270074106964,1.0
110,-3.976283989317004,4.985056274763644,1.0
111,-4.620972611647822,4.911298156211928,1.0
112,-0.3367221113563943,4.793509227476493,1.0
113,2.1165061039605177,4.6460340908122975,1.0
114,1.0503425612105133,4.490305095230321,1.0
115,2.9306450995208166,4.3783071428286116,1.0
116,12.033103114402875,4.450296821653537,-1.0
117,5.247766080085924,4.361980991371475,-1.0
118,7.685303057086827,4.3673585815173634,-1.0
119,4.441487713872704,4.215996998615299,-1.0
120,0.5906985055247986,4.068520193762941,0.0
121,0.4201660104651097,3.9388529510749812,0.0
122,-3.5013074780069218,3.8754910780553464,0.0
123,-4.893817573371536,3.8665022966263063,1.0
124,-4.401098753783984,3.8341363754615405,1.0
125,-4.705450293986459,3.770125960493611,1.0
126,-3.2143924808250404,3.7302840972930134,1.0
127,1.7343625496836808,3.6871663095773943,-1.0
128,-0.6952360925581758,3.6830004546681683,0.0
129,0.0147488416821914,3.6698021162695573,0.0
130,1.217163533213096,3.6712651821692495,-1.0
131,1.3737666171621044,3.670016112199334,-1.0
132,-0.3418805365754878,3.672006606709507,0.0
133,-1.8395912203461224,3.67181303865282,1.0
134,-1.9461077571766623,3.634203774503283,1.0
135,-1.653579911469507,3.6165801427742528,1.0
136,-0.5226321164524705,3.600022461143631,1.0
137,0.8387786008613318,3.6012278975526226,-1.0
138,0.2221521441028358,3.593965274148504,-1.0
139,-0.6074693869517347,3.5879168081603834,1.0
140,-1.281652195007723,3.587055985414531,1.0
141,-5.435600811171327,3.605761460489038,1.0
142,-3.348079563067202,3.6087965314898756,1.0
143,-4.716608134846851,3.6177841612129877,1.0
144,-4.20347456773753,3.625425554086546,1.0
145,-3.490043019709063,3.6235143708780466,1.0
146,-1.561832356078,3.611905998172258,1.0
147,0.4316044227980455,3.5912851779335004,-1.0
148,0.4631731985704164,3.5842637234543333,-1.0
149,-1.4015491943850122,3.497751480660927,1.0
150,-0.8146882266997295,3.4318398419197087,1.0
151,1.117541117276275,3.358333580075209,-1.0
152,1.2874309957868206,3.2943017024177683,-1.0
153,-1.3326372017461523,3.2313179141730086,1.0
154,-1.0513562184756182,3.188883663730418,1.0
155,1.075731201922096,3.164275358090332,-1.0
156,2.427254453150965,3.1251042891233705,-1.0
157,3.563515638768962,3.1270924992495788,-1.0
158,3.954980377831717,3.1124107462014554,-1.0
159,4.91785802955161,3.083306327998558,-1.0
160,4.256257776646734,3.069825825705604,-1.0
161,1.311875276526294,3.060345341745937,-1.0
162,0.1515973977673752,3.040538657900367,-1.0
163,-2.4842763813967395,3.029109188313301,-1.0
164,-4.457991286764553,3.0382387598185017,-1.0
165,-2.96309477316251,3.0459681711938384,-1.0
166,-4.658685237789683,3.073947620541939,-1.0
167,-6.988320576995875,3.138483993506547,1.0
168,-9.812771257806672,3.2670478778854988,1.0
169,-7.532672989365309,3.3370739047503517,1.0
170,-6.883122863687817,3.3910496869102076,1.0
171,-8.523313436648777,3.4780389178341795,1.0
172,-8.506911381656948,3.5580844190703567,1.0
173,-7.8109321209619935,3.6236778304019506,1.0
174,-9.659824481866169,3.7006143452927245,1.0
175,-9.695609442684288,3.762073873810652,1.0
176,-4.676573313271433,3.7487714109276777,1.0
177,-4.845670507761156,3.7646268780672494,1.0
178,-3.8840408955071695,3.7741635209689828,-1.0
179,-7.527034652974081,3.82166192976637,1.0
180,-9.667461182098648,3.8932812410464455,1.0
181,-8.876886599184175,3.954666340199354,1.0
182,-7.492537000487886,4.003352691218408,1.0
183,-4.910196178306705,4.017750249841036,1.0
184,-2.4860386548102014,4.019485087268362,1.0
185,-4.368029745611452,4.0310541935024675,1.0
186,-1.1620721796159472,4.029539802807154,1.0
187,1.821106245121456,4.041504193466325,1.0
188,6.477250874043563,4.112536956058334,-1.0
189,8.01540865428079,4.208556994432733,-1.0
190,5.244552554543759,4.257267587484019,-1.0
191,2.9760108658894358,4.275979601834563,-1.0
192,2.7160196739111484,4.291979030516032,-1.0
193,5.469300645048477,4.32317346505161,-1.0
194,0.7806148828686474,4.30899990233054,-1.0
195,3.3847423349559733,4.299198564198166,-1.0
196,3.998449386160374,4.29074784693498,-1.0
197,0.299706141116971,4.282072507930004,-1.0
198,-0.4017439486828777,4.279114760562484,0.0
199,-1.6955514768991549,4.275496312746595,1.0
200,-2.5171677662963674,4.273437685575676,1.0
201,0.750274927592784,4.277497143259486,-1.0
202,-0.6538646915605426,4.275992359038485,0.0
203,-0.2709979298417551,4.274206938626077,0.0
204,-1.5949482930148946,4.270389923605081,1.0
205,-4.275627698817004,4.266910442800835,1.0
206,-4.197494809114872,4.27346518964901,1.0
207,-5.138809456632757,4.288173546660625,1.0
208,-6.330507174324026,4.3082473482470425,1.0
209,-4.1908661671584895,4.314779139300175,1.0
210,-2.765018492365016,4.309119977693242,1.0
211,-4.594562627270648,4.308919531659274,1.0
212,-4.576618156381159,4.319497592767349,1.0
213,-2.791579848088361,4.306862110314933,1.0
214,-2.147500721256236,4.299890638269035,1.0
215,-1.0548012766635964,4.276880147726396,-1.0
