index,PCG FTI,Standard_dev,label
0,-2.612142096438558,1.1567294451508572,1.0
1,-3.4899883765403032,1.1567294451508572,1.0
2,-3.807364881943668,1.1567294451508572,1.0
3,-3.1916706123219623,1.1567294451508572,1.0
4,-2.731131505395128,1.1567294451508572,1.0
5,-1.8345921036780464,1.1567294451508572,1.0
6,-1.9558300000978264,1.1567294451508572,1.0
7,-1.6647407917995345,1.1567294451508572,1.0
8,-1.066120696626669,1.1567294451508572,1.0
9,-0.7285909037244345,1.1567294451508572,1.0
10,-1.6727050847470153,1.1567294451508572,1.0
11,-1.2727453354167029,1.1567294451508572,1.0
12,-0.7504908141374562,1.1567294451508572,1.0
13,-0.3813963542272098,1.1567294451508572,1.0
14,0.0413683136631473,1.1567294451508572,0.0
15,-0.5329211547154031,1.1567294451508572,1.0
16,-0.3338872389176313,1.1567294451508572,1.0
17,0.1855776943648299,1.1567294451508572,0.0
18,0.4946038724717727,1.1567294451508572,0.0
19,0.7694788307488789,1.1567294451508572,0.0
20,0.2528065008660558,1.1567294451508572,0.0
21,0.5890332076750386,1.1567294451508572,0.0
22,1.0192044870739077,1.1567294451508572,0.0
23,0.8289564310030846,1.1567294451508572,0.0
24,1.060628480448912,1.1567294451508572,0.0
25,0.8963502454810008,1.1567294451508572,0.0
26,0.7435595934658696,1.1567294451508572,0.0
27,1.5282543883206303,1.1567294451508572,0.0
28,1.09791219529854,1.1567294451508572,0.0
29,1.5726458417042792,1.1567294451508572,0.0
30,1.0971138130542837,1.1567294451508572,0.0
31,0.7430040607758484,1.1567294451508572,0.0
32,1.0028361338442142,1.1567294451508572,0.0
33,0.7479807387854649,1.1567294451508572,0.0
34,1.3074096282175107,1.1567294451508572,0.0
35,1.4347254394749047,1.1567294451508572,0.0
36,1.0198978495216329,1.1567294451508572,0.0
37,0.7758330483547837,1.1567294451508572,0.0
38,1.0372935650141946,1.1567294451508572,0.0
39,0.7839628936617018,1.1567294451508572,0.0
40,0.8369067901883875,1.1567294451508572,0.0
41,0.8961157422625154,1.1567294451508572,0.0
42,0.9067593928294544,1.1567294451508572,0.0
43,0.5994400083667628,1.1567294451508572,0.0
44,0.5646800339109879,1.1567294451508572,0.0
45,0.7800308513650442,1.1567294451508572,0.0
46,0.7598120424162396,1.1567294451508572,-1.0
47,0.8596201056424961,1.1567294451508572,-1.0
48,1.065604177218404,1.1567294451508572,-1.0
49,1.4289359031451934,1.1567294451508572,-1.0
50,1.104436865864093,1.1567294451508572,-1.0
51,0.9879168999311094,1.1567294451508572,-1.0
52,1.2525935522549814,1.1567294451508572,-1.0
53,1.2055906189861352,1.1567294451508572,-1.0
54,1.2620058448563105,1.1567294451508572,-1.0
55,0.9410727525608308,1.1567294451508572,-1.0
56,1.0054636709426088,1.1567294451508572,-1.0
57,0.7017200054242956,1.1567294451508572,-1.0
58,0.387297820905955,1.1567294451508572,-1.0
59,0.3422556113400752,1.1567294451508572,-1.0
