,Open,High,Low,Close,Adjusted Close,Volume,Dividend Amount,Split Coefficient,Symbol,AssetType,Name,Description,CIK,Exchange,Currency,Country,Sector,Industry,Address,OfficialSite,FiscalYearEnd,LatestQuarter,MarketCapitalization,EBITDA,PERatio,PEGRatio,BookValue,DividendPerShare,DividendYield,EPS,RevenuePerShareTTM,ProfitMargin,OperatingMarginTTM,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,DilutedEPSTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,AnalystTargetPrice,AnalystRatingStrongBuy,AnalystRatingBuy,AnalystRatingHold,AnalystRatingSell,AnalystRatingStrongSell,TrailingPE,ForwardPE,PriceToSalesRatioTTM,PriceToBookRatio,EVToRevenue,EVToEBITDA,Beta,52WeekHigh,52WeekLow,50DayMovingAverage,200DayMovingAverage,SharesOutstanding,SharesFloat,PercentInsiders,PercentInstitutions,DividendDate,ExDividendDate
2010-02-02,101.310000,102.880000,100.680000,101.790000,19.242067,1011400,0.000000,1.000000,BEN,Common Stock,Franklin Resources Inc,"Franklin Resources Inc. is an American multinational holding company that, together with its subsidiaries, is referred to as Franklin Templeton; it is a global investment firm founded in New York City in 1947 as Franklin Distributors, Inc.",38777,NYSE,USD,USA,FINANCE,INVESTMENT ADVICE,"ONE FRANKLIN PARKWAY, BUILDING 920, SAN MATEO, CA, US",https://www.franklinresources.com,September,2025-03-31,13074961000,1667100000,36.06,0.494,23.5,1.26,0.0537,0.69,16.81,0.0465,0.0998,0.0222,0.028,8697100000,3294800000,0.69,0.152,-0.019,20.86,0,1,6,2,2,36.06,10.32,1.503,1.059,2.613,18.68,1.458,24.94,16.03,21.66,20.64,525521000,308807000,47.769,48.605,2025-07-11,2025-06-27
2010-02-03,101.420000,102.230000,100.710000,101.830000,19.249629,951400,0.000000,1.000000,BEN,Common Stock,Franklin Resources Inc,"Franklin Resources Inc. is an American multinational holding company that, together with its subsidiaries, is referred to as Franklin Templeton; it is a global investment firm founded in New York City in 1947 as Franklin Distributors, Inc.",38777,NYSE,USD,USA,FINANCE,INVESTMENT ADVICE,"ONE FRANKLIN PARKWAY, BUILDING 920, SAN MATEO, CA, US",https://www.franklinresources.com,September,2025-03-31,13074961000,1667100000,36.06,0.494,23.5,1.26,0.0537,0.69,16.81,0.0465,0.0998,0.0222,0.028,8697100000,3294800000,0.69,0.152,-0.019,20.86,0,1,6,2,2,36.06,10.32,1.503,1.059,2.613,18.68,1.458,24.94,16.03,21.66,20.64,525521000,308807000,47.769,48.605,2025-07-11,2025-06-27
2010-02-04,103.410000,103.410000,98.190000,98.280000,18.578548,1676500,0.000000,1.000000,BEN,Common Stock,Franklin Resources Inc,"Franklin Resources Inc. is an American multinational holding company that, together with its subsidiaries, is referred to as Franklin Templeton; it is a global investment firm founded in New York City in 1947 as Franklin Distributors, Inc.",38777,NYSE,USD,USA,FINANCE,INVESTMENT ADVICE,"ONE FRANKLIN PARKWAY, BUILDING 920, SAN MATEO, CA, US",https://www.franklinresources.com,September,2025-03-31,13074961000,1667100000,36.06,0.494,23.5,1.26,0.0537,0.69,16.81,0.0465,0.0998,0.0222,0.028,8697100000,3294800000,0.69,0.152,-0.019,20.86,0,1,6,2,2,36.06,10.32,1.503,1.059,2.613,18.68,1.458,24.94,16.03,21.66,20.64,525521000,308807000,47.769,48.605,2025-07-11,2025-06-27
2010-02-05,98.430000,99.100000,94.430000,98.000000,18.525617,2094300,0.000000,1.000000,BEN,Common Stock,Franklin Resources Inc,"Franklin Resources Inc. is an American multinational holding company that, together with its subsidiaries, is referred to as Franklin Templeton; it is a global investment firm founded in New York City in 1947 as Franklin Distributors, Inc.",38777,NYSE,USD,USA,FINANCE,INVESTMENT ADVICE,"ONE FRANKLIN PARKWAY, BUILDING 920, SAN MATEO, CA, US",https://www.franklinresources.com,September,2025-03-31,13074961000,1667100000,36.06,0.494,23.5,1.26,0.0537,0.69,16.81,0.0465,0.0998,0.0222,0.028,8697100000,3294800000,0.69,0.152,-0.019,20.86,0,1,6,2,2,36.06,10.32,1.503,1.059,2.613,18.68,1.458,24.94,16.03,21.66,20.64,525521000,308807000,47.769,48.605,2025-07-11,2025-06-27
2010-02-08,97.950000,98.550000,96.230000,96.300000,18.204255,1271000,0.000000,1.000000,BEN,Common Stock,Franklin Resources Inc,"Franklin Resources Inc. is an American multinational holding company that, together with its subsidiaries, is referred to as Franklin Templeton; it is a global investment firm founded in New York City in 1947 as Franklin Distributors, Inc.",38777,NYSE,USD,USA,FINANCE,INVESTMENT ADVICE,"ONE FRANKLIN PARKWAY, BUILDING 920, SAN MATEO, CA, US",https://www.franklinresources.com,September,2025-03-31,13074961000,1667100000,36.06,0.494,23.5,1.26,0.0537,0.69,16.81,0.0465,0.0998,0.0222,0.028,8697100000,3294800000,0.69,0.152,-0.019,20.86,0,1,6,2,2,36.06,10.32,1.503,1.059,2.613,18.68,1.458,24.94,16.03,21.66,20.64,525521000,308807000,47.769,48.605,2025-07-11,2025-06-27
2010-02-09,97.800000,98.420000,96.220000,97.220000,18.378169,1467200,0.000000,1.000000,BEN,Common Stock,Franklin Resources Inc,"Franklin Resources Inc. is an American multinational holding company that, together with its subsidiaries, is referred to as Franklin Templeton; it is a global investment firm founded in New York City in 1947 as Franklin Distributors, Inc.",38777,NYSE,USD,USA,FINANCE,INVESTMENT ADVICE,"ONE FRANKLIN PARKWAY, BUILDING 920, SAN MATEO, CA, US",https://www.franklinresources.com,September,2025-03-31,13074961000,1667100000,36.06,0.494,23.5,1.26,0.0537,0.69,16.81,0.0465,0.0998,0.0222,0.028,8697100000,3294800000,0.69,0.152,-0.019,20.86,0,1,6,2,2,36.06,10.32,1.503,1.059,2.613,18.68,1.458,24.94,16.03,21.66,20.64,525521000,308807000,47.769,48.605,2025-07-11,2025-06-27
2010-02-10,96.700000,98.220000,96.660000,97.300000,18.393292,963300,0.000000,1.000000,BEN,Common Stock,Franklin Resources Inc,"Franklin Resources Inc. is an American multinational holding company that, together with its subsidiaries, is referred to as Franklin Templeton; it is a global investment firm founded in New York City in 1947 as Franklin Distributors, Inc.",38777,NYSE,USD,USA,FINANCE,INVESTMENT ADVICE,"ONE FRANKLIN PARKWAY, BUILDING 920, SAN MATEO, CA, US",https://www.franklinresources.com,September,2025-03-31,13074961000,1667100000,36.06,0.494,23.5,1.26,0.0537,0.69,16.81,0.0465,0.0998,0.0222,0.028,8697100000,3294800000,0.69,0.152,-0.019,20.86,0,1,6,2,2,36.06,10.32,1.503,1.059,2.613,18.68,1.458,24.94,16.03,21.66,20.64,525521000,308807000,47.769,48.605,2025-07-11,2025-06-27
2010-02-11,97.130000,98.380000,96.400000,97.990000,18.523727,787600,0.000000,1.000000,BEN,Common Stock,Franklin Resources Inc,"Franklin Resources Inc. is an American multinational holding company that, together with its subsidiaries, is referred to as Franklin Templeton; it is a global investment firm founded in New York City in 1947 as Franklin Distributors, Inc.",38777,NYSE,USD,USA,FINANCE,INVESTMENT ADVICE,"ONE FRANKLIN PARKWAY, BUILDING 920, SAN MATEO, CA, US",https://www.franklinresources.com,September,2025-03-31,13074961000,1667100000,36.06,0.494,23.5,1.26,0.0537,0.69,16.81,0.0465,0.0998,0.0222,0.028,8697100000,3294800000,0.69,0.152,-0.019,20.86,0,1,6,2,2,36.06,10.32,1.503,1.059,2.613,18.68,1.458,24.94,16.03,21.66,20.64,525521000,308807000,47.769,48.605,2025-07-11,2025-06-27
2010-02-12,97.360000,98.020000,95.820000,97.860000,18.499152,1272800,0.000000,1.000000,BEN,Common Stock,Franklin Resources Inc,"Franklin Resources Inc. is an American multinational holding company that, together with its subsidiaries, is referred to as Franklin Templeton; it is a global investment firm founded in New York City in 1947 as Franklin Distributors, Inc.",38777,NYSE,USD,USA,FINANCE,INVESTMENT ADVICE,"ONE FRANKLIN PARKWAY, BUILDING 920, SAN MATEO, CA, US",https://www.franklinresources.com,September,2025-03-31,13074961000,1667100000,36.06,0.494,23.5,1.26,0.0537,0.69,16.81,0.0465,0.0998,0.0222,0.028,8697100000,3294800000,0.69,0.152,-0.019,20.86,0,1,6,2,2,36.06,10.32,1.503,1.059,2.613,18.68,1.458,24.94,16.03,21.66,20.64,525521000,308807000,47.769,48.605,2025-07-11,2025-06-27
2010-02-16,98.640000,100.000000,98.540000,99.980000,18.899910,1304000,0.000000,1.000000,BEN,Common Stock,Franklin Resources Inc,"Franklin Resources Inc. is an American multinational holding company that, together with its subsidiaries, is referred to as Franklin Templeton; it is a global investment firm founded in New York City in 1947 as Franklin Distributors, Inc.",38777,NYSE,USD,USA,FINANCE,INVESTMENT ADVICE,"ONE FRANKLIN PARKWAY, BUILDING 920, SAN MATEO, CA, US",https://www.franklinresources.com,September,2025-03-31,13074961000,1667100000,36.06,0.494,23.5,1.26,0.0537,0.69,16.81,0.0465,0.0998,0.0222,0.028,8697100000,3294800000,0.69,0.152,-0.019,20.86,0,1,6,2,2,36.06,10.32,1.503,1.059,2.613,18.68,1.458,24.94,16.03,21.66,20.64,525521000,308807000,47.769,48.605,2025-07-11,2025-06-27
