,Open,High,Low,Close,Adjusted Close,Volume,Dividend Amount,Split Coefficient,Symbol,AssetType,Name,Description,CIK,Exchange,Currency,Country,Sector,Industry,Address,OfficialSite,FiscalYearEnd,LatestQuarter,MarketCapitalization,EBITDA,PERatio,PEGRatio,BookValue,DividendPerShare,DividendYield,EPS,RevenuePerShareTTM,ProfitMargin,OperatingMarginTTM,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,DilutedEPSTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,AnalystTargetPrice,AnalystRatingStrongBuy,AnalystRatingBuy,AnalystRatingHold,AnalystRatingSell,AnalystRatingStrongSell,TrailingPE,ForwardPE,PriceToSalesRatioTTM,PriceToBookRatio,EVToRevenue,EVToEBITDA,Beta,52WeekHigh,52WeekLow,50DayMovingAverage,200DayMovingAverage,SharesOutstanding,SharesFloat,PercentInsiders,PercentInstitutions,DividendDate,ExDividendDate
2010-01-19,14.980000,15.440000,14.920000,15.420000,10.546269,2699300,0.000000,1.000000,MAS,Common Stock,Masco Corporation,Masco Corporation is a manufacturer of products for the home improvement and new home construction markets.,62996,NYSE,USD,USA,MANUFACTURING,"HEATING EQUIP, EXCEPT ELEC & WARM AIR; & PLUMBING FIXTURES","17450 COLLEGE PARKWAY, LIVONIA, MI, US",https://www.masco.com,December,2025-03-31,14002330000,1487000000,18.14,1.866,-1.204,1.18,0.0193,3.66,35.7,0.103,0.159,0.16,0.112,7703000000,2799000000,3.66,-0.103,-0.065,69.91,4,6,13,0,1,18.14,18.66,1.818,164.42,2.198,13.81,1.193,85.61,56.27,63.25,73.12,210942000,209953000,0.216,97.390,2025-06-09,2025-05-23
2010-01-20,15.020000,15.120000,14.730000,14.950000,10.224819,3060300,0.000000,1.000000,MAS,Common Stock,Masco Corporation,Masco Corporation is a manufacturer of products for the home improvement and new home construction markets.,62996,NYSE,USD,USA,MANUFACTURING,"HEATING EQUIP, EXCEPT ELEC & WARM AIR; & PLUMBING FIXTURES","17450 COLLEGE PARKWAY, LIVONIA, MI, US",https://www.masco.com,December,2025-03-31,14002330000,1487000000,18.14,1.866,-1.204,1.18,0.0193,3.66,35.7,0.103,0.159,0.16,0.112,7703000000,2799000000,3.66,-0.103,-0.065,69.91,4,6,13,0,1,18.14,18.66,1.818,164.42,2.198,13.81,1.193,85.61,56.27,63.25,73.12,210942000,209953000,0.216,97.390,2025-06-09,2025-05-23
2010-01-21,15.090000,15.100000,14.390000,14.490000,9.910210,4009700,0.000000,1.000000,MAS,Common Stock,Masco Corporation,Masco Corporation is a manufacturer of products for the home improvement and new home construction markets.,62996,NYSE,USD,USA,MANUFACTURING,"HEATING EQUIP, EXCEPT ELEC & WARM AIR; & PLUMBING FIXTURES","17450 COLLEGE PARKWAY, LIVONIA, MI, US",https://www.masco.com,December,2025-03-31,14002330000,1487000000,18.14,1.866,-1.204,1.18,0.0193,3.66,35.7,0.103,0.159,0.16,0.112,7703000000,2799000000,3.66,-0.103,-0.065,69.91,4,6,13,0,1,18.14,18.66,1.818,164.42,2.198,13.81,1.193,85.61,56.27,63.25,73.12,210942000,209953000,0.216,97.390,2025-06-09,2025-05-23
2010-01-22,14.360000,14.740000,13.900000,13.910000,9.513528,3336100,0.000000,1.000000,MAS,Common Stock,Masco Corporation,Masco Corporation is a manufacturer of products for the home improvement and new home construction markets.,62996,NYSE,USD,USA,MANUFACTURING,"HEATING EQUIP, EXCEPT ELEC & WARM AIR; & PLUMBING FIXTURES","17450 COLLEGE PARKWAY, LIVONIA, MI, US",https://www.masco.com,December,2025-03-31,14002330000,1487000000,18.14,1.866,-1.204,1.18,0.0193,3.66,35.7,0.103,0.159,0.16,0.112,7703000000,2799000000,3.66,-0.103,-0.065,69.91,4,6,13,0,1,18.14,18.66,1.818,164.42,2.198,13.81,1.193,85.61,56.27,63.25,73.12,210942000,209953000,0.216,97.390,2025-06-09,2025-05-23
2010-01-25,14.130000,14.270000,13.740000,13.780000,9.424616,3392000,0.000000,1.000000,MAS,Common Stock,Masco Corporation,Masco Corporation is a manufacturer of products for the home improvement and new home construction markets.,62996,NYSE,USD,USA,MANUFACTURING,"HEATING EQUIP, EXCEPT ELEC & WARM AIR; & PLUMBING FIXTURES","17450 COLLEGE PARKWAY, LIVONIA, MI, US",https://www.masco.com,December,2025-03-31,14002330000,1487000000,18.14,1.866,-1.204,1.18,0.0193,3.66,35.7,0.103,0.159,0.16,0.112,7703000000,2799000000,3.66,-0.103,-0.065,69.91,4,6,13,0,1,18.14,18.66,1.818,164.42,2.198,13.81,1.193,85.61,56.27,63.25,73.12,210942000,209953000,0.216,97.390,2025-06-09,2025-05-23
2010-01-26,13.690000,14.080000,13.620000,13.780000,9.424616,4497700,0.000000,1.000000,MAS,Common Stock,Masco Corporation,Masco Corporation is a manufacturer of products for the home improvement and new home construction markets.,62996,NYSE,USD,USA,MANUFACTURING,"HEATING EQUIP, EXCEPT ELEC & WARM AIR; & PLUMBING FIXTURES","17450 COLLEGE PARKWAY, LIVONIA, MI, US",https://www.masco.com,December,2025-03-31,14002330000,1487000000,18.14,1.866,-1.204,1.18,0.0193,3.66,35.7,0.103,0.159,0.16,0.112,7703000000,2799000000,3.66,-0.103,-0.065,69.91,4,6,13,0,1,18.14,18.66,1.818,164.42,2.198,13.81,1.193,85.61,56.27,63.25,73.12,210942000,209953000,0.216,97.390,2025-06-09,2025-05-23
2010-01-27,13.630000,13.680000,13.210000,13.580000,9.287829,6303500,0.000000,1.000000,MAS,Common Stock,Masco Corporation,Masco Corporation is a manufacturer of products for the home improvement and new home construction markets.,62996,NYSE,USD,USA,MANUFACTURING,"HEATING EQUIP, EXCEPT ELEC & WARM AIR; & PLUMBING FIXTURES","17450 COLLEGE PARKWAY, LIVONIA, MI, US",https://www.masco.com,December,2025-03-31,14002330000,1487000000,18.14,1.866,-1.204,1.18,0.0193,3.66,35.7,0.103,0.159,0.16,0.112,7703000000,2799000000,3.66,-0.103,-0.065,69.91,4,6,13,0,1,18.14,18.66,1.818,164.42,2.198,13.81,1.193,85.61,56.27,63.25,73.12,210942000,209953000,0.216,97.390,2025-06-09,2025-05-23
2010-01-28,13.680000,13.990000,13.330000,13.600000,9.301508,4838100,0.000000,1.000000,MAS,Common Stock,Masco Corporation,Masco Corporation is a manufacturer of products for the home improvement and new home construction markets.,62996,NYSE,USD,USA,MANUFACTURING,"HEATING EQUIP, EXCEPT ELEC & WARM AIR; & PLUMBING FIXTURES","17450 COLLEGE PARKWAY, LIVONIA, MI, US",https://www.masco.com,December,2025-03-31,14002330000,1487000000,18.14,1.866,-1.204,1.18,0.0193,3.66,35.7,0.103,0.159,0.16,0.112,7703000000,2799000000,3.66,-0.103,-0.065,69.91,4,6,13,0,1,18.14,18.66,1.818,164.42,2.198,13.81,1.193,85.61,56.27,63.25,73.12,210942000,209953000,0.216,97.390,2025-06-09,2025-05-23
2010-01-29,13.700000,14.060000,13.480000,13.560000,9.274151,6554000,0.000000,1.000000,MAS,Common Stock,Masco Corporation,Masco Corporation is a manufacturer of products for the home improvement and new home construction markets.,62996,NYSE,USD,USA,MANUFACTURING,"HEATING EQUIP, EXCEPT ELEC & WARM AIR; & PLUMBING FIXTURES","17450 COLLEGE PARKWAY, LIVONIA, MI, US",https://www.masco.com,December,2025-03-31,14002330000,1487000000,18.14,1.866,-1.204,1.18,0.0193,3.66,35.7,0.103,0.159,0.16,0.112,7703000000,2799000000,3.66,-0.103,-0.065,69.91,4,6,13,0,1,18.14,18.66,1.818,164.42,2.198,13.81,1.193,85.61,56.27,63.25,73.12,210942000,209953000,0.216,97.390,2025-06-09,2025-05-23
2010-02-01,13.690000,14.000000,13.560000,13.990000,9.568242,3725800,0.000000,1.000000,MAS,Common Stock,Masco Corporation,Masco Corporation is a manufacturer of products for the home improvement and new home construction markets.,62996,NYSE,USD,USA,MANUFACTURING,"HEATING EQUIP, EXCEPT ELEC & WARM AIR; & PLUMBING FIXTURES","17450 COLLEGE PARKWAY, LIVONIA, MI, US",https://www.masco.com,December,2025-03-31,14002330000,1487000000,18.14,1.866,-1.204,1.18,0.0193,3.66,35.7,0.103,0.159,0.16,0.112,7703000000,2799000000,3.66,-0.103,-0.065,69.91,4,6,13,0,1,18.14,18.66,1.818,164.42,2.198,13.81,1.193,85.61,56.27,63.25,73.12,210942000,209953000,0.216,97.390,2025-06-09,2025-05-23
2010-02-02,13.970000,14.800000,13.940000,14.780000,10.108551,5305900,0.000000,1.000000,MAS,Common Stock,Masco Corporation,Masco Corporation is a manufacturer of products for the home improvement and new home construction markets.,62996,NYSE,USD,USA,MANUFACTURING,"HEATING EQUIP, EXCEPT ELEC & WARM AIR; & PLUMBING FIXTURES","17450 COLLEGE PARKWAY, LIVONIA, MI, US",https://www.masco.com,December,2025-03-31,14002330000,1487000000,18.14,1.866,-1.204,1.18,0.0193,3.66,35.7,0.103,0.159,0.16,0.112,7703000000,2799000000,3.66,-0.103,-0.065,69.91,4,6,13,0,1,18.14,18.66,1.818,164.42,2.198,13.81,1.193,85.61,56.27,63.25,73.12,210942000,209953000,0.216,97.390,2025-06-09,2025-05-23
2010-02-03,14.660000,15.000000,14.660000,14.850000,10.156426,4682200,0.000000,1.000000,MAS,Common Stock,Masco Corporation,Masco Corporation is a manufacturer of products for the home improvement and new home construction markets.,62996,NYSE,USD,USA,MANUFACTURING,"HEATING EQUIP, EXCEPT ELEC & WARM AIR; & PLUMBING FIXTURES","17450 COLLEGE PARKWAY, LIVONIA, MI, US",https://www.masco.com,December,2025-03-31,14002330000,1487000000,18.14,1.866,-1.204,1.18,0.0193,3.66,35.7,0.103,0.159,0.16,0.112,7703000000,2799000000,3.66,-0.103,-0.065,69.91,4,6,13,0,1,18.14,18.66,1.818,164.42,2.198,13.81,1.193,85.61,56.27,63.25,73.12,210942000,209953000,0.216,97.390,2025-06-09,2025-05-23
2010-02-04,14.640000,14.650000,14.260000,14.500000,9.917049,6775400,0.000000,1.000000,MAS,Common Stock,Masco Corporation,Masco Corporation is a manufacturer of products for the home improvement and new home construction markets.,62996,NYSE,USD,USA,MANUFACTURING,"HEATING EQUIP, EXCEPT ELEC & WARM AIR; & PLUMBING FIXTURES","17450 COLLEGE PARKWAY, LIVONIA, MI, US",https://www.masco.com,December,2025-03-31,14002330000,1487000000,18.14,1.866,-1.204,1.18,0.0193,3.66,35.7,0.103,0.159,0.16,0.112,7703000000,2799000000,3.66,-0.103,-0.065,69.91,4,6,13,0,1,18.14,18.66,1.818,164.42,2.198,13.81,1.193,85.61,56.27,63.25,73.12,210942000,209953000,0.216,97.390,2025-06-09,2025-05-23
2010-02-05,14.410000,14.490000,13.600000,14.140000,9.670833,5616800,0.000000,1.000000,MAS,Common Stock,Masco Corporation,Masco Corporation is a manufacturer of products for the home improvement and new home construction markets.,62996,NYSE,USD,USA,MANUFACTURING,"HEATING EQUIP, EXCEPT ELEC & WARM AIR; & PLUMBING FIXTURES","17450 COLLEGE PARKWAY, LIVONIA, MI, US",https://www.masco.com,December,2025-03-31,14002330000,1487000000,18.14,1.866,-1.204,1.18,0.0193,3.66,35.7,0.103,0.159,0.16,0.112,7703000000,2799000000,3.66,-0.103,-0.065,69.91,4,6,13,0,1,18.14,18.66,1.818,164.42,2.198,13.81,1.193,85.61,56.27,63.25,73.12,210942000,209953000,0.216,97.390,2025-06-09,2025-05-23
2010-02-08,14.030000,14.230000,13.850000,14.050000,9.609278,3237400,0.000000,1.000000,MAS,Common Stock,Masco Corporation,Masco Corporation is a manufacturer of products for the home improvement and new home construction markets.,62996,NYSE,USD,USA,MANUFACTURING,"HEATING EQUIP, EXCEPT ELEC & WARM AIR; & PLUMBING FIXTURES","17450 COLLEGE PARKWAY, LIVONIA, MI, US",https://www.masco.com,December,2025-03-31,14002330000,1487000000,18.14,1.866,-1.204,1.18,0.0193,3.66,35.7,0.103,0.159,0.16,0.112,7703000000,2799000000,3.66,-0.103,-0.065,69.91,4,6,13,0,1,18.14,18.66,1.818,164.42,2.198,13.81,1.193,85.61,56.27,63.25,73.12,210942000,209953000,0.216,97.390,2025-06-09,2025-05-23
2010-02-09,14.340000,14.620000,14.070000,14.450000,9.882852,4654900,0.000000,1.000000,MAS,Common Stock,Masco Corporation,Masco Corporation is a manufacturer of products for the home improvement and new home construction markets.,62996,NYSE,USD,USA,MANUFACTURING,"HEATING EQUIP, EXCEPT ELEC & WARM AIR; & PLUMBING FIXTURES","17450 COLLEGE PARKWAY, LIVONIA, MI, US",https://www.masco.com,December,2025-03-31,14002330000,1487000000,18.14,1.866,-1.204,1.18,0.0193,3.66,35.7,0.103,0.159,0.16,0.112,7703000000,2799000000,3.66,-0.103,-0.065,69.91,4,6,13,0,1,18.14,18.66,1.818,164.42,2.198,13.81,1.193,85.61,56.27,63.25,73.12,210942000,209953000,0.216,97.390,2025-06-09,2025-05-23
2010-02-10,14.460000,14.592500,14.070000,14.500000,9.917049,3137600,0.000000,1.000000,MAS,Common Stock,Masco Corporation,Masco Corporation is a manufacturer of products for the home improvement and new home construction markets.,62996,NYSE,USD,USA,MANUFACTURING,"HEATING EQUIP, EXCEPT ELEC & WARM AIR; & PLUMBING FIXTURES","17450 COLLEGE PARKWAY, LIVONIA, MI, US",https://www.masco.com,December,2025-03-31,14002330000,1487000000,18.14,1.866,-1.204,1.18,0.0193,3.66,35.7,0.103,0.159,0.16,0.112,7703000000,2799000000,3.66,-0.103,-0.065,69.91,4,6,13,0,1,18.14,18.66,1.818,164.42,2.198,13.81,1.193,85.61,56.27,63.25,73.12,210942000,209953000,0.216,97.390,2025-06-09,2025-05-23
2010-02-11,13.850000,14.080000,12.780000,13.770000,9.417777,12822700,0.000000,1.000000,MAS,Common Stock,Masco Corporation,Masco Corporation is a manufacturer of products for the home improvement and new home construction markets.,62996,NYSE,USD,USA,MANUFACTURING,"HEATING EQUIP, EXCEPT ELEC & WARM AIR; & PLUMBING FIXTURES","17450 COLLEGE PARKWAY, LIVONIA, MI, US",https://www.masco.com,December,2025-03-31,14002330000,1487000000,18.14,1.866,-1.204,1.18,0.0193,3.66,35.7,0.103,0.159,0.16,0.112,7703000000,2799000000,3.66,-0.103,-0.065,69.91,4,6,13,0,1,18.14,18.66,1.818,164.42,2.198,13.81,1.193,85.61,56.27,63.25,73.12,210942000,209953000,0.216,97.390,2025-06-09,2025-05-23
2010-02-12,13.490000,13.810000,13.350000,13.810000,9.445134,7143500,0.000000,1.000000,MAS,Common Stock,Masco Corporation,Masco Corporation is a manufacturer of products for the home improvement and new home construction markets.,62996,NYSE,USD,USA,MANUFACTURING,"HEATING EQUIP, EXCEPT ELEC & WARM AIR; & PLUMBING FIXTURES","17450 COLLEGE PARKWAY, LIVONIA, MI, US",https://www.masco.com,December,2025-03-31,14002330000,1487000000,18.14,1.866,-1.204,1.18,0.0193,3.66,35.7,0.103,0.159,0.16,0.112,7703000000,2799000000,3.66,-0.103,-0.065,69.91,4,6,13,0,1,18.14,18.66,1.818,164.42,2.198,13.81,1.193,85.61,56.27,63.25,73.12,210942000,209953000,0.216,97.390,2025-06-09,2025-05-23
2010-02-16,13.900000,14.060000,13.710000,14.000000,9.575082,4247600,0.000000,1.000000,MAS,Common Stock,Masco Corporation,Masco Corporation is a manufacturer of products for the home improvement and new home construction markets.,62996,NYSE,USD,USA,MANUFACTURING,"HEATING EQUIP, EXCEPT ELEC & WARM AIR; & PLUMBING FIXTURES","17450 COLLEGE PARKWAY, LIVONIA, MI, US",https://www.masco.com,December,2025-03-31,14002330000,1487000000,18.14,1.866,-1.204,1.18,0.0193,3.66,35.7,0.103,0.159,0.16,0.112,7703000000,2799000000,3.66,-0.103,-0.065,69.91,4,6,13,0,1,18.14,18.66,1.818,164.42,2.198,13.81,1.193,85.61,56.27,63.25,73.12,210942000,209953000,0.216,97.390,2025-06-09,2025-05-23
2010-02-17,14.120000,14.120000,13.750000,13.950000,9.540885,4516300,0.000000,1.000000,MAS,Common Stock,Masco Corporation,Masco Corporation is a manufacturer of products for the home improvement and new home construction markets.,62996,NYSE,USD,USA,MANUFACTURING,"HEATING EQUIP, EXCEPT ELEC & WARM AIR; & PLUMBING FIXTURES","17450 COLLEGE PARKWAY, LIVONIA, MI, US",https://www.masco.com,December,2025-03-31,14002330000,1487000000,18.14,1.866,-1.204,1.18,0.0193,3.66,35.7,0.103,0.159,0.16,0.112,7703000000,2799000000,3.66,-0.103,-0.065,69.91,4,6,13,0,1,18.14,18.66,1.818,164.42,2.198,13.81,1.193,85.61,56.27,63.25,73.12,210942000,209953000,0.216,97.390,2025-06-09,2025-05-23
2010-02-18,13.980000,14.040000,13.761000,13.830000,9.458813,3719500,0.000000,1.000000,MAS,Common Stock,Masco Corporation,Masco Corporation is a manufacturer of products for the home improvement and new home construction markets.,62996,NYSE,USD,USA,MANUFACTURING,"HEATING EQUIP, EXCEPT ELEC & WARM AIR; & PLUMBING FIXTURES","17450 COLLEGE PARKWAY, LIVONIA, MI, US",https://www.masco.com,December,2025-03-31,14002330000,1487000000,18.14,1.866,-1.204,1.18,0.0193,3.66,35.7,0.103,0.159,0.16,0.112,7703000000,2799000000,3.66,-0.103,-0.065,69.91,4,6,13,0,1,18.14,18.66,1.818,164.42,2.198,13.81,1.193,85.61,56.27,63.25,73.12,210942000,209953000,0.216,97.390,2025-06-09,2025-05-23
2010-02-19,13.770000,13.810000,13.560000,13.600000,9.301508,6258200,0.000000,1.000000,MAS,Common Stock,Masco Corporation,Masco Corporation is a manufacturer of products for the home improvement and new home construction markets.,62996,NYSE,USD,USA,MANUFACTURING,"HEATING EQUIP, EXCEPT ELEC & WARM AIR; & PLUMBING FIXTURES","17450 COLLEGE PARKWAY, LIVONIA, MI, US",https://www.masco.com,December,2025-03-31,14002330000,1487000000,18.14,1.866,-1.204,1.18,0.0193,3.66,35.7,0.103,0.159,0.16,0.112,7703000000,2799000000,3.66,-0.103,-0.065,69.91,4,6,13,0,1,18.14,18.66,1.818,164.42,2.198,13.81,1.193,85.61,56.27,63.25,73.12,210942000,209953000,0.216,97.390,2025-06-09,2025-05-23
2010-02-22,13.690000,13.950000,13.600000,13.620000,9.315187,3690000,0.000000,1.000000,MAS,Common Stock,Masco Corporation,Masco Corporation is a manufacturer of products for the home improvement and new home construction markets.,62996,NYSE,USD,USA,MANUFACTURING,"HEATING EQUIP, EXCEPT ELEC & WARM AIR; & PLUMBING FIXTURES","17450 COLLEGE PARKWAY, LIVONIA, MI, US",https://www.masco.com,December,2025-03-31,14002330000,1487000000,18.14,1.866,-1.204,1.18,0.0193,3.66,35.7,0.103,0.159,0.16,0.112,7703000000,2799000000,3.66,-0.103,-0.065,69.91,4,6,13,0,1,18.14,18.66,1.818,164.42,2.198,13.81,1.193,85.61,56.27,63.25,73.12,210942000,209953000,0.216,97.390,2025-06-09,2025-05-23
