,Open,High,Low,Close,Adjusted Close,Volume,Dividend Amount,Split Coefficient,Symbol,AssetType,Name,Description,CIK,Exchange,Currency,Country,Sector,Industry,Address,OfficialSite,FiscalYearEnd,LatestQuarter,MarketCapitalization,EBITDA,PERatio,PEGRatio,BookValue,DividendPerShare,DividendYield,EPS,RevenuePerShareTTM,ProfitMargin,OperatingMarginTTM,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,DilutedEPSTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,AnalystTargetPrice,AnalystRatingStrongBuy,AnalystRatingBuy,AnalystRatingHold,AnalystRatingSell,AnalystRatingStrongSell,TrailingPE,ForwardPE,PriceToSalesRatioTTM,PriceToBookRatio,EVToRevenue,EVToEBITDA,Beta,52WeekHigh,52WeekLow,50DayMovingAverage,200DayMovingAverage,SharesOutstanding,SharesFloat,PercentInsiders,PercentInstitutions,DividendDate,ExDividendDate
2010-01-04,13.970000,14.300000,13.880000,14.290000,9.723371,2970600,0.000000,1.000000,MAS,Common Stock,Masco Corporation,Masco Corporation is a manufacturer of products for the home improvement and new home construction markets.,62996,NYSE,USD,USA,MANUFACTURING,"HEATING EQUIP, EXCEPT ELEC & WARM AIR; & PLUMBING FIXTURES","17450 COLLEGE PARKWAY, LIVONIA, MI, US",https://www.masco.com,December,2025-03-31,14002330000,1487000000,18.14,1.866,-1.204,1.18,0.0193,3.66,35.7,0.103,0.159,0.16,0.112,7703000000,2799000000,3.66,-0.103,-0.065,69.91,4,6,13,0,1,18.14,18.66,1.818,164.42,2.198,13.81,1.193,85.61,56.27,63.25,73.12,210942000,209953000,0.216,97.390,2025-06-09,2025-05-23
2010-01-05,14.200000,14.430000,14.120000,14.420000,9.811827,2863500,0.000000,1.000000,MAS,Common Stock,Masco Corporation,Masco Corporation is a manufacturer of products for the home improvement and new home construction markets.,62996,NYSE,USD,USA,MANUFACTURING,"HEATING EQUIP, EXCEPT ELEC & WARM AIR; & PLUMBING FIXTURES","17450 COLLEGE PARKWAY, LIVONIA, MI, US",https://www.masco.com,December,2025-03-31,14002330000,1487000000,18.14,1.866,-1.204,1.18,0.0193,3.66,35.7,0.103,0.159,0.16,0.112,7703000000,2799000000,3.66,-0.103,-0.065,69.91,4,6,13,0,1,18.14,18.66,1.818,164.42,2.198,13.81,1.193,85.61,56.27,63.25,73.12,210942000,209953000,0.216,97.390,2025-06-09,2025-05-23
2010-01-06,14.450000,14.750000,14.310000,14.570000,9.964924,6424500,0.075000,1.000000,MAS,Common Stock,Masco Corporation,Masco Corporation is a manufacturer of products for the home improvement and new home construction markets.,62996,NYSE,USD,USA,MANUFACTURING,"HEATING EQUIP, EXCEPT ELEC & WARM AIR; & PLUMBING FIXTURES","17450 COLLEGE PARKWAY, LIVONIA, MI, US",https://www.masco.com,December,2025-03-31,14002330000,1487000000,18.14,1.866,-1.204,1.18,0.0193,3.66,35.7,0.103,0.159,0.16,0.112,7703000000,2799000000,3.66,-0.103,-0.065,69.91,4,6,13,0,1,18.14,18.66,1.818,164.42,2.198,13.81,1.193,85.61,56.27,63.25,73.12,210942000,209953000,0.216,97.390,2025-06-09,2025-05-23
2010-01-07,14.560000,15.570000,14.510000,15.480000,10.587305,8437400,0.000000,1.000000,MAS,Common Stock,Masco Corporation,Masco Corporation is a manufacturer of products for the home improvement and new home construction markets.,62996,NYSE,USD,USA,MANUFACTURING,"HEATING EQUIP, EXCEPT ELEC & WARM AIR; & PLUMBING FIXTURES","17450 COLLEGE PARKWAY, LIVONIA, MI, US",https://www.masco.com,December,2025-03-31,14002330000,1487000000,18.14,1.866,-1.204,1.18,0.0193,3.66,35.7,0.103,0.159,0.16,0.112,7703000000,2799000000,3.66,-0.103,-0.065,69.91,4,6,13,0,1,18.14,18.66,1.818,164.42,2.198,13.81,1.193,85.61,56.27,63.25,73.12,210942000,209953000,0.216,97.390,2025-06-09,2025-05-23
2010-01-08,15.330000,15.600000,15.000000,15.580000,10.655698,3612400,0.000000,1.000000,MAS,Common Stock,Masco Corporation,Masco Corporation is a manufacturer of products for the home improvement and new home construction markets.,62996,NYSE,USD,USA,MANUFACTURING,"HEATING EQUIP, EXCEPT ELEC & WARM AIR; & PLUMBING FIXTURES","17450 COLLEGE PARKWAY, LIVONIA, MI, US",https://www.masco.com,December,2025-03-31,14002330000,1487000000,18.14,1.866,-1.204,1.18,0.0193,3.66,35.7,0.103,0.159,0.16,0.112,7703000000,2799000000,3.66,-0.103,-0.065,69.91,4,6,13,0,1,18.14,18.66,1.818,164.42,2.198,13.81,1.193,85.61,56.27,63.25,73.12,210942000,209953000,0.216,97.390,2025-06-09,2025-05-23
2010-01-11,15.710000,15.750000,15.360000,15.540000,10.628341,2802700,0.000000,1.000000,MAS,Common Stock,Masco Corporation,Masco Corporation is a manufacturer of products for the home improvement and new home construction markets.,62996,NYSE,USD,USA,MANUFACTURING,"HEATING EQUIP, EXCEPT ELEC & WARM AIR; & PLUMBING FIXTURES","17450 COLLEGE PARKWAY, LIVONIA, MI, US",https://www.masco.com,December,2025-03-31,14002330000,1487000000,18.14,1.866,-1.204,1.18,0.0193,3.66,35.7,0.103,0.159,0.16,0.112,7703000000,2799000000,3.66,-0.103,-0.065,69.91,4,6,13,0,1,18.14,18.66,1.818,164.42,2.198,13.81,1.193,85.61,56.27,63.25,73.12,210942000,209953000,0.216,97.390,2025-06-09,2025-05-23
2010-01-12,15.370000,15.440000,15.140000,15.300000,10.464196,2166300,0.000000,1.000000,MAS,Common Stock,Masco Corporation,Masco Corporation is a manufacturer of products for the home improvement and new home construction markets.,62996,NYSE,USD,USA,MANUFACTURING,"HEATING EQUIP, EXCEPT ELEC & WARM AIR; & PLUMBING FIXTURES","17450 COLLEGE PARKWAY, LIVONIA, MI, US",https://www.masco.com,December,2025-03-31,14002330000,1487000000,18.14,1.866,-1.204,1.18,0.0193,3.66,35.7,0.103,0.159,0.16,0.112,7703000000,2799000000,3.66,-0.103,-0.065,69.91,4,6,13,0,1,18.14,18.66,1.818,164.42,2.198,13.81,1.193,85.61,56.27,63.25,73.12,210942000,209953000,0.216,97.390,2025-06-09,2025-05-23
2010-01-13,15.340000,15.350000,14.850000,15.100000,10.327410,3354300,0.000000,1.000000,MAS,Common Stock,Masco Corporation,Masco Corporation is a manufacturer of products for the home improvement and new home construction markets.,62996,NYSE,USD,USA,MANUFACTURING,"HEATING EQUIP, EXCEPT ELEC & WARM AIR; & PLUMBING FIXTURES","17450 COLLEGE PARKWAY, LIVONIA, MI, US",https://www.masco.com,December,2025-03-31,14002330000,1487000000,18.14,1.866,-1.204,1.18,0.0193,3.66,35.7,0.103,0.159,0.16,0.112,7703000000,2799000000,3.66,-0.103,-0.065,69.91,4,6,13,0,1,18.14,18.66,1.818,164.42,2.198,13.81,1.193,85.61,56.27,63.25,73.12,210942000,209953000,0.216,97.390,2025-06-09,2025-05-23
2010-01-14,15.020000,15.160000,14.750000,15.030000,10.279534,2777000,0.000000,1.000000,MAS,Common Stock,Masco Corporation,Masco Corporation is a manufacturer of products for the home improvement and new home construction markets.,62996,NYSE,USD,USA,MANUFACTURING,"HEATING EQUIP, EXCEPT ELEC & WARM AIR; & PLUMBING FIXTURES","17450 COLLEGE PARKWAY, LIVONIA, MI, US",https://www.masco.com,December,2025-03-31,14002330000,1487000000,18.14,1.866,-1.204,1.18,0.0193,3.66,35.7,0.103,0.159,0.16,0.112,7703000000,2799000000,3.66,-0.103,-0.065,69.91,4,6,13,0,1,18.14,18.66,1.818,164.42,2.198,13.81,1.193,85.61,56.27,63.25,73.12,210942000,209953000,0.216,97.390,2025-06-09,2025-05-23
2010-01-15,15.320000,15.340000,14.860000,15.000000,10.259016,5556700,0.000000,1.000000,MAS,Common Stock,Masco Corporation,Masco Corporation is a manufacturer of products for the home improvement and new home construction markets.,62996,NYSE,USD,USA,MANUFACTURING,"HEATING EQUIP, EXCEPT ELEC & WARM AIR; & PLUMBING FIXTURES","17450 COLLEGE PARKWAY, LIVONIA, MI, US",https://www.masco.com,December,2025-03-31,14002330000,1487000000,18.14,1.866,-1.204,1.18,0.0193,3.66,35.7,0.103,0.159,0.16,0.112,7703000000,2799000000,3.66,-0.103,-0.065,69.91,4,6,13,0,1,18.14,18.66,1.818,164.42,2.198,13.81,1.193,85.61,56.27,63.25,73.12,210942000,209953000,0.216,97.390,2025-06-09,2025-05-23
