,Open,High,Low,Close,Adjusted Close,Volume,Dividend Amount,Split Coefficient
2021-12-09,81.160000,89.500000,80.260000,85.190000,85.190000,12946367,0.000000,1.000000
2021-12-10,84.580000,90.740000,84.000000,85.700000,85.700000,2651261,0.000000,1.000000
2021-12-13,86.000000,88.880000,84.500100,85.990000,85.990000,1493810,0.000000,1.000000
2021-12-14,84.200000,87.490000,83.080000,84.010000,84.010000,1173334,0.000000,1.000000
2021-12-15,83.755000,85.940000,82.565000,84.920000,84.920000,1909651,0.000000,1.000000
2021-12-16,84.720000,85.380000,81.610000,82.000000,82.000000,497623,0.000000,1.000000
2021-12-17,80.720000,82.450000,79.270500,80.890000,80.890000,940206,0.000000,1.000000
2021-12-20,80.000000,81.070000,79.360000,80.000000,80.000000,404604,0.000000,1.000000
2021-12-21,80.580000,85.160000,80.520000,84.970000,84.970000,485913,0.000000,1.000000
2021-12-22,83.810000,88.588200,83.390000,85.870000,85.870000,578339,0.000000,1.000000
2021-12-23,86.280000,90.790000,85.870000,89.820000,89.820000,386061,0.000000,1.000000
2021-12-27,90.000000,102.950000,89.845000,97.600000,97.600000,901589,0.000000,1.000000
2021-12-28,98.050000,99.630000,91.370000,93.180000,93.180000,316341,0.000000,1.000000
2021-12-29,93.520000,94.700000,88.420000,89.830000,89.830000,279286,0.000000,1.000000
2021-12-30,89.850000,93.440000,89.690000,90.540000,90.540000,246600,0.000000,1.000000
2021-12-31,91.000000,93.500000,88.800000,91.040000,91.040000,470298,0.000000,1.000000
2022-01-03,91.500000,92.730000,83.350000,84.010000,84.010000,634227,0.000000,1.000000
2022-01-04,83.690000,84.400000,76.800000,78.830000,78.830000,1288498,0.000000,1.000000
2022-01-05,78.000000,78.690000,70.865000,72.790000,72.790000,852539,0.000000,1.000000
2022-01-06,73.500000,78.290000,71.840000,77.750000,77.750000,1183328,0.000000,1.000000
2022-01-07,77.560000,80.290000,71.200000,71.770000,71.770000,896757,0.000000,1.000000
2022-01-10,71.500000,71.700000,64.510000,70.750000,70.750000,748584,0.000000,1.000000
2022-01-11,70.000000,77.960000,68.700000,73.760000,73.760000,1009207,0.000000,1.000000
2022-01-12,75.350000,76.750000,71.230000,72.270000,72.270000,402475,0.000000,1.000000
2022-01-13,72.720000,73.140000,66.800000,66.970000,66.970000,735069,0.000000,1.000000
2022-01-14,66.800000,68.530000,63.250000,66.690000,66.690000,721823,0.000000,1.000000
2022-01-18,66.010000,66.050000,63.312400,64.500000,64.500000,538879,0.000000,1.000000
2022-01-19,64.950000,66.245000,62.190000,62.630000,62.630000,470393,0.000000,1.000000
2022-01-20,63.080000,68.000000,62.950000,62.970000,62.970000,529413,0.000000,1.000000
