,Open,High,Low,Close,Adjusted Close,Volume,Dividend Amount,Split Coefficient,Symbol,AssetType,Name,Description,CIK,Exchange,Currency,Country,Sector,Industry,Address,OfficialSite,FiscalYearEnd,LatestQuarter,MarketCapitalization,EBITDA,PERatio,PEGRatio,BookValue,DividendPerShare,DividendYield,EPS,RevenuePerShareTTM,ProfitMargin,OperatingMarginTTM,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,DilutedEPSTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,AnalystTargetPrice,AnalystRatingStrongBuy,AnalystRatingBuy,AnalystRatingHold,AnalystRatingSell,AnalystRatingStrongSell,TrailingPE,ForwardPE,PriceToSalesRatioTTM,PriceToBookRatio,EVToRevenue,EVToEBITDA,Beta,52WeekHigh,52WeekLow,50DayMovingAverage,200DayMovingAverage,SharesOutstanding,SharesFloat,PercentInsiders,PercentInstitutions,DividendDate,ExDividendDate
2012-04-30,106.160000,106.610000,105.810000,106.560000,61.932636,4727100,0.000000,1.000000,CVX,Common Stock,Chevron Corp,"Chevron Corporation is an American multinational energy corporation. One of the successor companies of Standard Oil, it is headquartered in San Ramon, California, and active in more than 180 countries. Chevron is engaged in every aspect of the oil and natural gas industries, including hydrocarbon exploration and production; refining, marketing and transport; chemicals manufacturing and sales; and power generation.",93410,NYSE,USD,USA,ENERGY & TRANSPORTATION,PETROLEUM REFINING,"6001 BOLLINGER CANYON ROAD, SAN RAMON, CA, US",https://www.chevron.com,December,2025-03-31,257010958000,38500000000,16.96,4.026,85.46,6.6,0.0478,8.75,109.27,0.0803,0.106,0.0523,0.101,195112993000,75975000000,8.75,-0.327,-0.01,163.53,5,9,9,1,0,16.96,16.92,1.317,1.722,1.462,6.62,0.801,166.93,130.45,140.8,149.82,1732230000,1622522000,6.855,70.694,2025-06-10,2025-05-19
2012-05-01,106.740000,108.790000,106.390000,108.270000,62.926488,6179900,0.000000,1.000000,CVX,Common Stock,Chevron Corp,"Chevron Corporation is an American multinational energy corporation. One of the successor companies of Standard Oil, it is headquartered in San Ramon, California, and active in more than 180 countries. Chevron is engaged in every aspect of the oil and natural gas industries, including hydrocarbon exploration and production; refining, marketing and transport; chemicals manufacturing and sales; and power generation.",93410,NYSE,USD,USA,ENERGY & TRANSPORTATION,PETROLEUM REFINING,"6001 BOLLINGER CANYON ROAD, SAN RAMON, CA, US",https://www.chevron.com,December,2025-03-31,257010958000,38500000000,16.96,4.026,85.46,6.6,0.0478,8.75,109.27,0.0803,0.106,0.0523,0.101,195112993000,75975000000,8.75,-0.327,-0.01,163.53,5,9,9,1,0,16.96,16.92,1.317,1.722,1.462,6.62,0.801,166.93,130.45,140.8,149.82,1732230000,1622522000,6.855,70.694,2025-06-10,2025-05-19
2012-05-02,107.510000,107.650000,106.590000,107.030000,62.205800,4834400,0.000000,1.000000,CVX,Common Stock,Chevron Corp,"Chevron Corporation is an American multinational energy corporation. One of the successor companies of Standard Oil, it is headquartered in San Ramon, California, and active in more than 180 countries. Chevron is engaged in every aspect of the oil and natural gas industries, including hydrocarbon exploration and production; refining, marketing and transport; chemicals manufacturing and sales; and power generation.",93410,NYSE,USD,USA,ENERGY & TRANSPORTATION,PETROLEUM REFINING,"6001 BOLLINGER CANYON ROAD, SAN RAMON, CA, US",https://www.chevron.com,December,2025-03-31,257010958000,38500000000,16.96,4.026,85.46,6.6,0.0478,8.75,109.27,0.0803,0.106,0.0523,0.101,195112993000,75975000000,8.75,-0.327,-0.01,163.53,5,9,9,1,0,16.96,16.92,1.317,1.722,1.462,6.62,0.801,166.93,130.45,140.8,149.82,1732230000,1622522000,6.855,70.694,2025-06-10,2025-05-19
2012-05-03,107.040000,107.060000,105.410000,105.990000,61.601352,4882800,0.000000,1.000000,CVX,Common Stock,Chevron Corp,"Chevron Corporation is an American multinational energy corporation. One of the successor companies of Standard Oil, it is headquartered in San Ramon, California, and active in more than 180 countries. Chevron is engaged in every aspect of the oil and natural gas industries, including hydrocarbon exploration and production; refining, marketing and transport; chemicals manufacturing and sales; and power generation.",93410,NYSE,USD,USA,ENERGY & TRANSPORTATION,PETROLEUM REFINING,"6001 BOLLINGER CANYON ROAD, SAN RAMON, CA, US",https://www.chevron.com,December,2025-03-31,257010958000,38500000000,16.96,4.026,85.46,6.6,0.0478,8.75,109.27,0.0803,0.106,0.0523,0.101,195112993000,75975000000,8.75,-0.327,-0.01,163.53,5,9,9,1,0,16.96,16.92,1.317,1.722,1.462,6.62,0.801,166.93,130.45,140.8,149.82,1732230000,1622522000,6.855,70.694,2025-06-10,2025-05-19
2012-05-04,105.270000,105.490000,103.255000,103.720000,60.282029,6241300,0.000000,1.000000,CVX,Common Stock,Chevron Corp,"Chevron Corporation is an American multinational energy corporation. One of the successor companies of Standard Oil, it is headquartered in San Ramon, California, and active in more than 180 countries. Chevron is engaged in every aspect of the oil and natural gas industries, including hydrocarbon exploration and production; refining, marketing and transport; chemicals manufacturing and sales; and power generation.",93410,NYSE,USD,USA,ENERGY & TRANSPORTATION,PETROLEUM REFINING,"6001 BOLLINGER CANYON ROAD, SAN RAMON, CA, US",https://www.chevron.com,December,2025-03-31,257010958000,38500000000,16.96,4.026,85.46,6.6,0.0478,8.75,109.27,0.0803,0.106,0.0523,0.101,195112993000,75975000000,8.75,-0.327,-0.01,163.53,5,9,9,1,0,16.96,16.92,1.317,1.722,1.462,6.62,0.801,166.93,130.45,140.8,149.82,1732230000,1622522000,6.855,70.694,2025-06-10,2025-05-19
2012-05-07,103.080000,103.820000,102.590000,103.310000,60.043737,6126900,0.000000,1.000000,CVX,Common Stock,Chevron Corp,"Chevron Corporation is an American multinational energy corporation. One of the successor companies of Standard Oil, it is headquartered in San Ramon, California, and active in more than 180 countries. Chevron is engaged in every aspect of the oil and natural gas industries, including hydrocarbon exploration and production; refining, marketing and transport; chemicals manufacturing and sales; and power generation.",93410,NYSE,USD,USA,ENERGY & TRANSPORTATION,PETROLEUM REFINING,"6001 BOLLINGER CANYON ROAD, SAN RAMON, CA, US",https://www.chevron.com,December,2025-03-31,257010958000,38500000000,16.96,4.026,85.46,6.6,0.0478,8.75,109.27,0.0803,0.106,0.0523,0.101,195112993000,75975000000,8.75,-0.327,-0.01,163.53,5,9,9,1,0,16.96,16.92,1.317,1.722,1.462,6.62,0.801,166.93,130.45,140.8,149.82,1732230000,1622522000,6.855,70.694,2025-06-10,2025-05-19
2012-05-08,102.750000,103.210000,101.550000,102.840000,59.770573,8167200,0.000000,1.000000,CVX,Common Stock,Chevron Corp,"Chevron Corporation is an American multinational energy corporation. One of the successor companies of Standard Oil, it is headquartered in San Ramon, California, and active in more than 180 countries. Chevron is engaged in every aspect of the oil and natural gas industries, including hydrocarbon exploration and production; refining, marketing and transport; chemicals manufacturing and sales; and power generation.",93410,NYSE,USD,USA,ENERGY & TRANSPORTATION,PETROLEUM REFINING,"6001 BOLLINGER CANYON ROAD, SAN RAMON, CA, US",https://www.chevron.com,December,2025-03-31,257010958000,38500000000,16.96,4.026,85.46,6.6,0.0478,8.75,109.27,0.0803,0.106,0.0523,0.101,195112993000,75975000000,8.75,-0.327,-0.01,163.53,5,9,9,1,0,16.96,16.92,1.317,1.722,1.462,6.62,0.801,166.93,130.45,140.8,149.82,1732230000,1622522000,6.855,70.694,2025-06-10,2025-05-19
2012-05-09,101.610000,102.500000,101.370000,101.780000,59.154502,6115600,0.000000,1.000000,CVX,Common Stock,Chevron Corp,"Chevron Corporation is an American multinational energy corporation. One of the successor companies of Standard Oil, it is headquartered in San Ramon, California, and active in more than 180 countries. Chevron is engaged in every aspect of the oil and natural gas industries, including hydrocarbon exploration and production; refining, marketing and transport; chemicals manufacturing and sales; and power generation.",93410,NYSE,USD,USA,ENERGY & TRANSPORTATION,PETROLEUM REFINING,"6001 BOLLINGER CANYON ROAD, SAN RAMON, CA, US",https://www.chevron.com,December,2025-03-31,257010958000,38500000000,16.96,4.026,85.46,6.6,0.0478,8.75,109.27,0.0803,0.106,0.0523,0.101,195112993000,75975000000,8.75,-0.327,-0.01,163.53,5,9,9,1,0,16.96,16.92,1.317,1.722,1.462,6.62,0.801,166.93,130.45,140.8,149.82,1732230000,1622522000,6.855,70.694,2025-06-10,2025-05-19
2012-05-10,102.830000,104.240000,102.650000,103.360000,60.072797,21105400,0.000000,1.000000,CVX,Common Stock,Chevron Corp,"Chevron Corporation is an American multinational energy corporation. One of the successor companies of Standard Oil, it is headquartered in San Ramon, California, and active in more than 180 countries. Chevron is engaged in every aspect of the oil and natural gas industries, including hydrocarbon exploration and production; refining, marketing and transport; chemicals manufacturing and sales; and power generation.",93410,NYSE,USD,USA,ENERGY & TRANSPORTATION,PETROLEUM REFINING,"6001 BOLLINGER CANYON ROAD, SAN RAMON, CA, US",https://www.chevron.com,December,2025-03-31,257010958000,38500000000,16.96,4.026,85.46,6.6,0.0478,8.75,109.27,0.0803,0.106,0.0523,0.101,195112993000,75975000000,8.75,-0.327,-0.01,163.53,5,9,9,1,0,16.96,16.92,1.317,1.722,1.462,6.62,0.801,166.93,130.45,140.8,149.82,1732230000,1622522000,6.855,70.694,2025-06-10,2025-05-19
2012-05-11,102.950000,103.950000,102.470000,102.690000,59.683393,4944700,0.000000,1.000000,CVX,Common Stock,Chevron Corp,"Chevron Corporation is an American multinational energy corporation. One of the successor companies of Standard Oil, it is headquartered in San Ramon, California, and active in more than 180 countries. Chevron is engaged in every aspect of the oil and natural gas industries, including hydrocarbon exploration and production; refining, marketing and transport; chemicals manufacturing and sales; and power generation.",93410,NYSE,USD,USA,ENERGY & TRANSPORTATION,PETROLEUM REFINING,"6001 BOLLINGER CANYON ROAD, SAN RAMON, CA, US",https://www.chevron.com,December,2025-03-31,257010958000,38500000000,16.96,4.026,85.46,6.6,0.0478,8.75,109.27,0.0803,0.106,0.0523,0.101,195112993000,75975000000,8.75,-0.327,-0.01,163.53,5,9,9,1,0,16.96,16.92,1.317,1.722,1.462,6.62,0.801,166.93,130.45,140.8,149.82,1732230000,1622522000,6.855,70.694,2025-06-10,2025-05-19
2012-05-14,101.740000,102.300000,101.270000,101.940000,59.247494,7021400,0.000000,1.000000,CVX,Common Stock,Chevron Corp,"Chevron Corporation is an American multinational energy corporation. One of the successor companies of Standard Oil, it is headquartered in San Ramon, California, and active in more than 180 countries. Chevron is engaged in every aspect of the oil and natural gas industries, including hydrocarbon exploration and production; refining, marketing and transport; chemicals manufacturing and sales; and power generation.",93410,NYSE,USD,USA,ENERGY & TRANSPORTATION,PETROLEUM REFINING,"6001 BOLLINGER CANYON ROAD, SAN RAMON, CA, US",https://www.chevron.com,December,2025-03-31,257010958000,38500000000,16.96,4.026,85.46,6.6,0.0478,8.75,109.27,0.0803,0.106,0.0523,0.101,195112993000,75975000000,8.75,-0.327,-0.01,163.53,5,9,9,1,0,16.96,16.92,1.317,1.722,1.462,6.62,0.801,166.93,130.45,140.8,149.82,1732230000,1622522000,6.855,70.694,2025-06-10,2025-05-19
2012-05-15,102.040000,102.660000,100.710000,100.900000,58.643046,8421000,0.000000,1.000000,CVX,Common Stock,Chevron Corp,"Chevron Corporation is an American multinational energy corporation. One of the successor companies of Standard Oil, it is headquartered in San Ramon, California, and active in more than 180 countries. Chevron is engaged in every aspect of the oil and natural gas industries, including hydrocarbon exploration and production; refining, marketing and transport; chemicals manufacturing and sales; and power generation.",93410,NYSE,USD,USA,ENERGY & TRANSPORTATION,PETROLEUM REFINING,"6001 BOLLINGER CANYON ROAD, SAN RAMON, CA, US",https://www.chevron.com,December,2025-03-31,257010958000,38500000000,16.96,4.026,85.46,6.6,0.0478,8.75,109.27,0.0803,0.106,0.0523,0.101,195112993000,75975000000,8.75,-0.327,-0.01,163.53,5,9,9,1,0,16.96,16.92,1.317,1.722,1.462,6.62,0.801,166.93,130.45,140.8,149.82,1732230000,1622522000,6.855,70.694,2025-06-10,2025-05-19
2012-05-16,100.770000,101.780000,100.010000,100.100000,58.701166,6423800,0.900000,1.000000,CVX,Common Stock,Chevron Corp,"Chevron Corporation is an American multinational energy corporation. One of the successor companies of Standard Oil, it is headquartered in San Ramon, California, and active in more than 180 countries. Chevron is engaged in every aspect of the oil and natural gas industries, including hydrocarbon exploration and production; refining, marketing and transport; chemicals manufacturing and sales; and power generation.",93410,NYSE,USD,USA,ENERGY & TRANSPORTATION,PETROLEUM REFINING,"6001 BOLLINGER CANYON ROAD, SAN RAMON, CA, US",https://www.chevron.com,December,2025-03-31,257010958000,38500000000,16.96,4.026,85.46,6.6,0.0478,8.75,109.27,0.0803,0.106,0.0523,0.101,195112993000,75975000000,8.75,-0.327,-0.01,163.53,5,9,9,1,0,16.96,16.92,1.317,1.722,1.462,6.62,0.801,166.93,130.45,140.8,149.82,1732230000,1622522000,6.855,70.694,2025-06-10,2025-05-19
2012-05-17,100.200000,101.410000,99.890000,100.140000,58.724623,6527500,0.000000,1.000000,CVX,Common Stock,Chevron Corp,"Chevron Corporation is an American multinational energy corporation. One of the successor companies of Standard Oil, it is headquartered in San Ramon, California, and active in more than 180 countries. Chevron is engaged in every aspect of the oil and natural gas industries, including hydrocarbon exploration and production; refining, marketing and transport; chemicals manufacturing and sales; and power generation.",93410,NYSE,USD,USA,ENERGY & TRANSPORTATION,PETROLEUM REFINING,"6001 BOLLINGER CANYON ROAD, SAN RAMON, CA, US",https://www.chevron.com,December,2025-03-31,257010958000,38500000000,16.96,4.026,85.46,6.6,0.0478,8.75,109.27,0.0803,0.106,0.0523,0.101,195112993000,75975000000,8.75,-0.327,-0.01,163.53,5,9,9,1,0,16.96,16.92,1.317,1.722,1.462,6.62,0.801,166.93,130.45,140.8,149.82,1732230000,1622522000,6.855,70.694,2025-06-10,2025-05-19
2012-05-18,100.480000,100.750000,98.240000,98.460000,57.739429,11137700,0.000000,1.000000,CVX,Common Stock,Chevron Corp,"Chevron Corporation is an American multinational energy corporation. One of the successor companies of Standard Oil, it is headquartered in San Ramon, California, and active in more than 180 countries. Chevron is engaged in every aspect of the oil and natural gas industries, including hydrocarbon exploration and production; refining, marketing and transport; chemicals manufacturing and sales; and power generation.",93410,NYSE,USD,USA,ENERGY & TRANSPORTATION,PETROLEUM REFINING,"6001 BOLLINGER CANYON ROAD, SAN RAMON, CA, US",https://www.chevron.com,December,2025-03-31,257010958000,38500000000,16.96,4.026,85.46,6.6,0.0478,8.75,109.27,0.0803,0.106,0.0523,0.101,195112993000,75975000000,8.75,-0.327,-0.01,163.53,5,9,9,1,0,16.96,16.92,1.317,1.722,1.462,6.62,0.801,166.93,130.45,140.8,149.82,1732230000,1622522000,6.855,70.694,2025-06-10,2025-05-19
2012-05-21,98.810000,99.740000,98.350000,99.690000,58.460732,6169400,0.000000,1.000000,CVX,Common Stock,Chevron Corp,"Chevron Corporation is an American multinational energy corporation. One of the successor companies of Standard Oil, it is headquartered in San Ramon, California, and active in more than 180 countries. Chevron is engaged in every aspect of the oil and natural gas industries, including hydrocarbon exploration and production; refining, marketing and transport; chemicals manufacturing and sales; and power generation.",93410,NYSE,USD,USA,ENERGY & TRANSPORTATION,PETROLEUM REFINING,"6001 BOLLINGER CANYON ROAD, SAN RAMON, CA, US",https://www.chevron.com,December,2025-03-31,257010958000,38500000000,16.96,4.026,85.46,6.6,0.0478,8.75,109.27,0.0803,0.106,0.0523,0.101,195112993000,75975000000,8.75,-0.327,-0.01,163.53,5,9,9,1,0,16.96,16.92,1.317,1.722,1.462,6.62,0.801,166.93,130.45,140.8,149.82,1732230000,1622522000,6.855,70.694,2025-06-10,2025-05-19
2012-05-22,99.930000,100.680000,98.730000,99.320000,58.243754,6089700,0.000000,1.000000,CVX,Common Stock,Chevron Corp,"Chevron Corporation is an American multinational energy corporation. One of the successor companies of Standard Oil, it is headquartered in San Ramon, California, and active in more than 180 countries. Chevron is engaged in every aspect of the oil and natural gas industries, including hydrocarbon exploration and production; refining, marketing and transport; chemicals manufacturing and sales; and power generation.",93410,NYSE,USD,USA,ENERGY & TRANSPORTATION,PETROLEUM REFINING,"6001 BOLLINGER CANYON ROAD, SAN RAMON, CA, US",https://www.chevron.com,December,2025-03-31,257010958000,38500000000,16.96,4.026,85.46,6.6,0.0478,8.75,109.27,0.0803,0.106,0.0523,0.101,195112993000,75975000000,8.75,-0.327,-0.01,163.53,5,9,9,1,0,16.96,16.92,1.317,1.722,1.462,6.62,0.801,166.93,130.45,140.8,149.82,1732230000,1622522000,6.855,70.694,2025-06-10,2025-05-19
2012-05-23,98.330000,99.000000,96.700000,99.000000,58.056098,8013000,0.000000,1.000000,CVX,Common Stock,Chevron Corp,"Chevron Corporation is an American multinational energy corporation. One of the successor companies of Standard Oil, it is headquartered in San Ramon, California, and active in more than 180 countries. Chevron is engaged in every aspect of the oil and natural gas industries, including hydrocarbon exploration and production; refining, marketing and transport; chemicals manufacturing and sales; and power generation.",93410,NYSE,USD,USA,ENERGY & TRANSPORTATION,PETROLEUM REFINING,"6001 BOLLINGER CANYON ROAD, SAN RAMON, CA, US",https://www.chevron.com,December,2025-03-31,257010958000,38500000000,16.96,4.026,85.46,6.6,0.0478,8.75,109.27,0.0803,0.106,0.0523,0.101,195112993000,75975000000,8.75,-0.327,-0.01,163.53,5,9,9,1,0,16.96,16.92,1.317,1.722,1.462,6.62,0.801,166.93,130.45,140.8,149.82,1732230000,1622522000,6.855,70.694,2025-06-10,2025-05-19
2012-05-24,99.260000,100.120000,98.550000,100.060000,58.677709,6322300,0.000000,1.000000,CVX,Common Stock,Chevron Corp,"Chevron Corporation is an American multinational energy corporation. One of the successor companies of Standard Oil, it is headquartered in San Ramon, California, and active in more than 180 countries. Chevron is engaged in every aspect of the oil and natural gas industries, including hydrocarbon exploration and production; refining, marketing and transport; chemicals manufacturing and sales; and power generation.",93410,NYSE,USD,USA,ENERGY & TRANSPORTATION,PETROLEUM REFINING,"6001 BOLLINGER CANYON ROAD, SAN RAMON, CA, US",https://www.chevron.com,December,2025-03-31,257010958000,38500000000,16.96,4.026,85.46,6.6,0.0478,8.75,109.27,0.0803,0.106,0.0523,0.101,195112993000,75975000000,8.75,-0.327,-0.01,163.53,5,9,9,1,0,16.96,16.92,1.317,1.722,1.462,6.62,0.801,166.93,130.45,140.8,149.82,1732230000,1622522000,6.855,70.694,2025-06-10,2025-05-19
2012-05-25,100.040000,100.240000,98.420000,98.860000,57.973999,5561500,0.000000,1.000000,CVX,Common Stock,Chevron Corp,"Chevron Corporation is an American multinational energy corporation. One of the successor companies of Standard Oil, it is headquartered in San Ramon, California, and active in more than 180 countries. Chevron is engaged in every aspect of the oil and natural gas industries, including hydrocarbon exploration and production; refining, marketing and transport; chemicals manufacturing and sales; and power generation.",93410,NYSE,USD,USA,ENERGY & TRANSPORTATION,PETROLEUM REFINING,"6001 BOLLINGER CANYON ROAD, SAN RAMON, CA, US",https://www.chevron.com,December,2025-03-31,257010958000,38500000000,16.96,4.026,85.46,6.6,0.0478,8.75,109.27,0.0803,0.106,0.0523,0.101,195112993000,75975000000,8.75,-0.327,-0.01,163.53,5,9,9,1,0,16.96,16.92,1.317,1.722,1.462,6.62,0.801,166.93,130.45,140.8,149.82,1732230000,1622522000,6.855,70.694,2025-06-10,2025-05-19
2012-05-29,99.810000,100.850000,99.495000,100.240000,58.783266,5223200,0.000000,1.000000,CVX,Common Stock,Chevron Corp,"Chevron Corporation is an American multinational energy corporation. One of the successor companies of Standard Oil, it is headquartered in San Ramon, California, and active in more than 180 countries. Chevron is engaged in every aspect of the oil and natural gas industries, including hydrocarbon exploration and production; refining, marketing and transport; chemicals manufacturing and sales; and power generation.",93410,NYSE,USD,USA,ENERGY & TRANSPORTATION,PETROLEUM REFINING,"6001 BOLLINGER CANYON ROAD, SAN RAMON, CA, US",https://www.chevron.com,December,2025-03-31,257010958000,38500000000,16.96,4.026,85.46,6.6,0.0478,8.75,109.27,0.0803,0.106,0.0523,0.101,195112993000,75975000000,8.75,-0.327,-0.01,163.53,5,9,9,1,0,16.96,16.92,1.317,1.722,1.462,6.62,0.801,166.93,130.45,140.8,149.82,1732230000,1622522000,6.855,70.694,2025-06-10,2025-05-19
2012-05-30,99.110000,99.110000,97.500000,97.630000,57.252696,7284800,0.000000,1.000000,CVX,Common Stock,Chevron Corp,"Chevron Corporation is an American multinational energy corporation. One of the successor companies of Standard Oil, it is headquartered in San Ramon, California, and active in more than 180 countries. Chevron is engaged in every aspect of the oil and natural gas industries, including hydrocarbon exploration and production; refining, marketing and transport; chemicals manufacturing and sales; and power generation.",93410,NYSE,USD,USA,ENERGY & TRANSPORTATION,PETROLEUM REFINING,"6001 BOLLINGER CANYON ROAD, SAN RAMON, CA, US",https://www.chevron.com,December,2025-03-31,257010958000,38500000000,16.96,4.026,85.46,6.6,0.0478,8.75,109.27,0.0803,0.106,0.0523,0.101,195112993000,75975000000,8.75,-0.327,-0.01,163.53,5,9,9,1,0,16.96,16.92,1.317,1.722,1.462,6.62,0.801,166.93,130.45,140.8,149.82,1732230000,1622522000,6.855,70.694,2025-06-10,2025-05-19
2012-05-31,98.060000,99.160000,96.680000,98.310000,57.651465,9371100,0.000000,1.000000,CVX,Common Stock,Chevron Corp,"Chevron Corporation is an American multinational energy corporation. One of the successor companies of Standard Oil, it is headquartered in San Ramon, California, and active in more than 180 countries. Chevron is engaged in every aspect of the oil and natural gas industries, including hydrocarbon exploration and production; refining, marketing and transport; chemicals manufacturing and sales; and power generation.",93410,NYSE,USD,USA,ENERGY & TRANSPORTATION,PETROLEUM REFINING,"6001 BOLLINGER CANYON ROAD, SAN RAMON, CA, US",https://www.chevron.com,December,2025-03-31,257010958000,38500000000,16.96,4.026,85.46,6.6,0.0478,8.75,109.27,0.0803,0.106,0.0523,0.101,195112993000,75975000000,8.75,-0.327,-0.01,163.53,5,9,9,1,0,16.96,16.92,1.317,1.722,1.462,6.62,0.801,166.93,130.45,140.8,149.82,1732230000,1622522000,6.855,70.694,2025-06-10,2025-05-19
2012-06-01,96.650000,97.290000,96.022000,96.410000,56.537257,9243000,0.000000,1.000000,CVX,Common Stock,Chevron Corp,"Chevron Corporation is an American multinational energy corporation. One of the successor companies of Standard Oil, it is headquartered in San Ramon, California, and active in more than 180 countries. Chevron is engaged in every aspect of the oil and natural gas industries, including hydrocarbon exploration and production; refining, marketing and transport; chemicals manufacturing and sales; and power generation.",93410,NYSE,USD,USA,ENERGY & TRANSPORTATION,PETROLEUM REFINING,"6001 BOLLINGER CANYON ROAD, SAN RAMON, CA, US",https://www.chevron.com,December,2025-03-31,257010958000,38500000000,16.96,4.026,85.46,6.6,0.0478,8.75,109.27,0.0803,0.106,0.0523,0.101,195112993000,75975000000,8.75,-0.327,-0.01,163.53,5,9,9,1,0,16.96,16.92,1.317,1.722,1.462,6.62,0.801,166.93,130.45,140.8,149.82,1732230000,1622522000,6.855,70.694,2025-06-10,2025-05-19
2012-06-04,96.480000,97.140000,95.730000,96.580000,56.636949,6794500,0.000000,1.000000,CVX,Common Stock,Chevron Corp,"Chevron Corporation is an American multinational energy corporation. One of the successor companies of Standard Oil, it is headquartered in San Ramon, California, and active in more than 180 countries. Chevron is engaged in every aspect of the oil and natural gas industries, including hydrocarbon exploration and production; refining, marketing and transport; chemicals manufacturing and sales; and power generation.",93410,NYSE,USD,USA,ENERGY & TRANSPORTATION,PETROLEUM REFINING,"6001 BOLLINGER CANYON ROAD, SAN RAMON, CA, US",https://www.chevron.com,December,2025-03-31,257010958000,38500000000,16.96,4.026,85.46,6.6,0.0478,8.75,109.27,0.0803,0.106,0.0523,0.101,195112993000,75975000000,8.75,-0.327,-0.01,163.53,5,9,9,1,0,16.96,16.92,1.317,1.722,1.462,6.62,0.801,166.93,130.45,140.8,149.82,1732230000,1622522000,6.855,70.694,2025-06-10,2025-05-19
2012-06-05,96.390000,96.870000,95.780000,96.490000,56.584171,5891600,0.000000,1.000000,CVX,Common Stock,Chevron Corp,"Chevron Corporation is an American multinational energy corporation. One of the successor companies of Standard Oil, it is headquartered in San Ramon, California, and active in more than 180 countries. Chevron is engaged in every aspect of the oil and natural gas industries, including hydrocarbon exploration and production; refining, marketing and transport; chemicals manufacturing and sales; and power generation.",93410,NYSE,USD,USA,ENERGY & TRANSPORTATION,PETROLEUM REFINING,"6001 BOLLINGER CANYON ROAD, SAN RAMON, CA, US",https://www.chevron.com,December,2025-03-31,257010958000,38500000000,16.96,4.026,85.46,6.6,0.0478,8.75,109.27,0.0803,0.106,0.0523,0.101,195112993000,75975000000,8.75,-0.327,-0.01,163.53,5,9,9,1,0,16.96,16.92,1.317,1.722,1.462,6.62,0.801,166.93,130.45,140.8,149.82,1732230000,1622522000,6.855,70.694,2025-06-10,2025-05-19
2012-06-06,97.890000,99.800000,97.580000,99.800000,58.525238,7145800,0.000000,1.000000,CVX,Common Stock,Chevron Corp,"Chevron Corporation is an American multinational energy corporation. One of the successor companies of Standard Oil, it is headquartered in San Ramon, California, and active in more than 180 countries. Chevron is engaged in every aspect of the oil and natural gas industries, including hydrocarbon exploration and production; refining, marketing and transport; chemicals manufacturing and sales; and power generation.",93410,NYSE,USD,USA,ENERGY & TRANSPORTATION,PETROLEUM REFINING,"6001 BOLLINGER CANYON ROAD, SAN RAMON, CA, US",https://www.chevron.com,December,2025-03-31,257010958000,38500000000,16.96,4.026,85.46,6.6,0.0478,8.75,109.27,0.0803,0.106,0.0523,0.101,195112993000,75975000000,8.75,-0.327,-0.01,163.53,5,9,9,1,0,16.96,16.92,1.317,1.722,1.462,6.62,0.801,166.93,130.45,140.8,149.82,1732230000,1622522000,6.855,70.694,2025-06-10,2025-05-19
2012-06-07,100.980000,102.000000,100.180000,100.390000,58.871229,7971600,0.000000,1.000000,CVX,Common Stock,Chevron Corp,"Chevron Corporation is an American multinational energy corporation. One of the successor companies of Standard Oil, it is headquartered in San Ramon, California, and active in more than 180 countries. Chevron is engaged in every aspect of the oil and natural gas industries, including hydrocarbon exploration and production; refining, marketing and transport; chemicals manufacturing and sales; and power generation.",93410,NYSE,USD,USA,ENERGY & TRANSPORTATION,PETROLEUM REFINING,"6001 BOLLINGER CANYON ROAD, SAN RAMON, CA, US",https://www.chevron.com,December,2025-03-31,257010958000,38500000000,16.96,4.026,85.46,6.6,0.0478,8.75,109.27,0.0803,0.106,0.0523,0.101,195112993000,75975000000,8.75,-0.327,-0.01,163.53,5,9,9,1,0,16.96,16.92,1.317,1.722,1.462,6.62,0.801,166.93,130.45,140.8,149.82,1732230000,1622522000,6.855,70.694,2025-06-10,2025-05-19
2012-06-08,99.890000,101.000000,99.690000,100.840000,59.135121,5769900,0.000000,1.000000,CVX,Common Stock,Chevron Corp,"Chevron Corporation is an American multinational energy corporation. One of the successor companies of Standard Oil, it is headquartered in San Ramon, California, and active in more than 180 countries. Chevron is engaged in every aspect of the oil and natural gas industries, including hydrocarbon exploration and production; refining, marketing and transport; chemicals manufacturing and sales; and power generation.",93410,NYSE,USD,USA,ENERGY & TRANSPORTATION,PETROLEUM REFINING,"6001 BOLLINGER CANYON ROAD, SAN RAMON, CA, US",https://www.chevron.com,December,2025-03-31,257010958000,38500000000,16.96,4.026,85.46,6.6,0.0478,8.75,109.27,0.0803,0.106,0.0523,0.101,195112993000,75975000000,8.75,-0.327,-0.01,163.53,5,9,9,1,0,16.96,16.92,1.317,1.722,1.462,6.62,0.801,166.93,130.45,140.8,149.82,1732230000,1622522000,6.855,70.694,2025-06-10,2025-05-19
