,Open,High,Low,Close,Adjusted Close,Volume,Dividend Amount,Split Coefficient,Symbol,AssetType,Name,Description,CIK,Exchange,Currency,Country,Sector,Industry,Address,OfficialSite,FiscalYearEnd,LatestQuarter,MarketCapitalization,EBITDA,PERatio,PEGRatio,BookValue,DividendPerShare,DividendYield,EPS,RevenuePerShareTTM,ProfitMargin,OperatingMarginTTM,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,DilutedEPSTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,AnalystTargetPrice,AnalystRatingStrongBuy,AnalystRatingBuy,AnalystRatingHold,AnalystRatingSell,AnalystRatingStrongSell,TrailingPE,ForwardPE,PriceToSalesRatioTTM,PriceToBookRatio,EVToRevenue,EVToEBITDA,Beta,52WeekHigh,52WeekLow,50DayMovingAverage,200DayMovingAverage,SharesOutstanding,SharesFloat,PercentInsiders,PercentInstitutions,DividendDate,ExDividendDate
2022-03-09,23.700000,24.690000,21.940000,23.730000,23.730000,1472538,0.000000,1.000000,DV,Common Stock,DoubleVerify Holdings Inc,"DoubleVerify Holdings, Inc. provides a software platform for digital media measurement, data, and analysis. The company is headquartered in New York, New York with additional locations at Berlin, Germany; Chicago, Illinois; Merelbeke, Belgium; Helsinki, Finland; London, United Kingdom; Los Angeles and San Francisco, California; Miguel Hidalgo, Mexico; Paris, France; So Paulo, Brazil; Singapore, Singapore; Sydney, Australia; Tel Aviv, Israel; and Tokyo, Japan.",1819928,NYSE,USD,USA,TECHNOLOGY,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.","233 SPRING STREET, NEW YORK, NY, US",https://www.doubleverify.com,December,2025-03-31,2504171000,119162000,53.14,0.953,6.35,None,None,0.29,4.031,0.0755,0.041,0.041,0.0483,681128000,560265000,0.29,-0.75,0.172,18.42,6,3,9,1,0,53.14,46.08,3.676,2.425,3.575,17.73,1.031,23.11,11.52,14.14,17.0,162503000,134892000,0.687,100.857,None,None
2022-03-10,23.210000,23.660000,22.750000,22.810000,22.810000,695820,0.000000,1.000000,DV,Common Stock,DoubleVerify Holdings Inc,"DoubleVerify Holdings, Inc. provides a software platform for digital media measurement, data, and analysis. The company is headquartered in New York, New York with additional locations at Berlin, Germany; Chicago, Illinois; Merelbeke, Belgium; Helsinki, Finland; London, United Kingdom; Los Angeles and San Francisco, California; Miguel Hidalgo, Mexico; Paris, France; So Paulo, Brazil; Singapore, Singapore; Sydney, Australia; Tel Aviv, Israel; and Tokyo, Japan.",1819928,NYSE,USD,USA,TECHNOLOGY,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.","233 SPRING STREET, NEW YORK, NY, US",https://www.doubleverify.com,December,2025-03-31,2504171000,119162000,53.14,0.953,6.35,None,None,0.29,4.031,0.0755,0.041,0.041,0.0483,681128000,560265000,0.29,-0.75,0.172,18.42,6,3,9,1,0,53.14,46.08,3.676,2.425,3.575,17.73,1.031,23.11,11.52,14.14,17.0,162503000,134892000,0.687,100.857,None,None
2022-03-11,23.040000,23.500000,21.620000,21.830000,21.830000,891619,0.000000,1.000000,DV,Common Stock,DoubleVerify Holdings Inc,"DoubleVerify Holdings, Inc. provides a software platform for digital media measurement, data, and analysis. The company is headquartered in New York, New York with additional locations at Berlin, Germany; Chicago, Illinois; Merelbeke, Belgium; Helsinki, Finland; London, United Kingdom; Los Angeles and San Francisco, California; Miguel Hidalgo, Mexico; Paris, France; So Paulo, Brazil; Singapore, Singapore; Sydney, Australia; Tel Aviv, Israel; and Tokyo, Japan.",1819928,NYSE,USD,USA,TECHNOLOGY,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.","233 SPRING STREET, NEW YORK, NY, US",https://www.doubleverify.com,December,2025-03-31,2504171000,119162000,53.14,0.953,6.35,None,None,0.29,4.031,0.0755,0.041,0.041,0.0483,681128000,560265000,0.29,-0.75,0.172,18.42,6,3,9,1,0,53.14,46.08,3.676,2.425,3.575,17.73,1.031,23.11,11.52,14.14,17.0,162503000,134892000,0.687,100.857,None,None
2022-03-14,21.550000,22.420000,19.950000,20.560000,20.560000,1494797,0.000000,1.000000,DV,Common Stock,DoubleVerify Holdings Inc,"DoubleVerify Holdings, Inc. provides a software platform for digital media measurement, data, and analysis. The company is headquartered in New York, New York with additional locations at Berlin, Germany; Chicago, Illinois; Merelbeke, Belgium; Helsinki, Finland; London, United Kingdom; Los Angeles and San Francisco, California; Miguel Hidalgo, Mexico; Paris, France; So Paulo, Brazil; Singapore, Singapore; Sydney, Australia; Tel Aviv, Israel; and Tokyo, Japan.",1819928,NYSE,USD,USA,TECHNOLOGY,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.","233 SPRING STREET, NEW YORK, NY, US",https://www.doubleverify.com,December,2025-03-31,2504171000,119162000,53.14,0.953,6.35,None,None,0.29,4.031,0.0755,0.041,0.041,0.0483,681128000,560265000,0.29,-0.75,0.172,18.42,6,3,9,1,0,53.14,46.08,3.676,2.425,3.575,17.73,1.031,23.11,11.52,14.14,17.0,162503000,134892000,0.687,100.857,None,None
2022-03-15,20.500000,21.240000,20.120000,21.110000,21.110000,1389293,0.000000,1.000000,DV,Common Stock,DoubleVerify Holdings Inc,"DoubleVerify Holdings, Inc. provides a software platform for digital media measurement, data, and analysis. The company is headquartered in New York, New York with additional locations at Berlin, Germany; Chicago, Illinois; Merelbeke, Belgium; Helsinki, Finland; London, United Kingdom; Los Angeles and San Francisco, California; Miguel Hidalgo, Mexico; Paris, France; So Paulo, Brazil; Singapore, Singapore; Sydney, Australia; Tel Aviv, Israel; and Tokyo, Japan.",1819928,NYSE,USD,USA,TECHNOLOGY,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.","233 SPRING STREET, NEW YORK, NY, US",https://www.doubleverify.com,December,2025-03-31,2504171000,119162000,53.14,0.953,6.35,None,None,0.29,4.031,0.0755,0.041,0.041,0.0483,681128000,560265000,0.29,-0.75,0.172,18.42,6,3,9,1,0,53.14,46.08,3.676,2.425,3.575,17.73,1.031,23.11,11.52,14.14,17.0,162503000,134892000,0.687,100.857,None,None
2022-03-16,21.420000,24.970000,21.420000,24.850000,24.850000,978349,0.000000,1.000000,DV,Common Stock,DoubleVerify Holdings Inc,"DoubleVerify Holdings, Inc. provides a software platform for digital media measurement, data, and analysis. The company is headquartered in New York, New York with additional locations at Berlin, Germany; Chicago, Illinois; Merelbeke, Belgium; Helsinki, Finland; London, United Kingdom; Los Angeles and San Francisco, California; Miguel Hidalgo, Mexico; Paris, France; So Paulo, Brazil; Singapore, Singapore; Sydney, Australia; Tel Aviv, Israel; and Tokyo, Japan.",1819928,NYSE,USD,USA,TECHNOLOGY,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.","233 SPRING STREET, NEW YORK, NY, US",https://www.doubleverify.com,December,2025-03-31,2504171000,119162000,53.14,0.953,6.35,None,None,0.29,4.031,0.0755,0.041,0.041,0.0483,681128000,560265000,0.29,-0.75,0.172,18.42,6,3,9,1,0,53.14,46.08,3.676,2.425,3.575,17.73,1.031,23.11,11.52,14.14,17.0,162503000,134892000,0.687,100.857,None,None
2022-03-17,24.420000,26.170000,24.090000,25.260000,25.260000,1448910,0.000000,1.000000,DV,Common Stock,DoubleVerify Holdings Inc,"DoubleVerify Holdings, Inc. provides a software platform for digital media measurement, data, and analysis. The company is headquartered in New York, New York with additional locations at Berlin, Germany; Chicago, Illinois; Merelbeke, Belgium; Helsinki, Finland; London, United Kingdom; Los Angeles and San Francisco, California; Miguel Hidalgo, Mexico; Paris, France; So Paulo, Brazil; Singapore, Singapore; Sydney, Australia; Tel Aviv, Israel; and Tokyo, Japan.",1819928,NYSE,USD,USA,TECHNOLOGY,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.","233 SPRING STREET, NEW YORK, NY, US",https://www.doubleverify.com,December,2025-03-31,2504171000,119162000,53.14,0.953,6.35,None,None,0.29,4.031,0.0755,0.041,0.041,0.0483,681128000,560265000,0.29,-0.75,0.172,18.42,6,3,9,1,0,53.14,46.08,3.676,2.425,3.575,17.73,1.031,23.11,11.52,14.14,17.0,162503000,134892000,0.687,100.857,None,None
2022-03-18,25.250000,26.780000,25.250000,26.360000,26.360000,2025395,0.000000,1.000000,DV,Common Stock,DoubleVerify Holdings Inc,"DoubleVerify Holdings, Inc. provides a software platform for digital media measurement, data, and analysis. The company is headquartered in New York, New York with additional locations at Berlin, Germany; Chicago, Illinois; Merelbeke, Belgium; Helsinki, Finland; London, United Kingdom; Los Angeles and San Francisco, California; Miguel Hidalgo, Mexico; Paris, France; So Paulo, Brazil; Singapore, Singapore; Sydney, Australia; Tel Aviv, Israel; and Tokyo, Japan.",1819928,NYSE,USD,USA,TECHNOLOGY,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.","233 SPRING STREET, NEW YORK, NY, US",https://www.doubleverify.com,December,2025-03-31,2504171000,119162000,53.14,0.953,6.35,None,None,0.29,4.031,0.0755,0.041,0.041,0.0483,681128000,560265000,0.29,-0.75,0.172,18.42,6,3,9,1,0,53.14,46.08,3.676,2.425,3.575,17.73,1.031,23.11,11.52,14.14,17.0,162503000,134892000,0.687,100.857,None,None
2022-03-21,26.110000,26.860000,24.660000,25.660000,25.660000,812004,0.000000,1.000000,DV,Common Stock,DoubleVerify Holdings Inc,"DoubleVerify Holdings, Inc. provides a software platform for digital media measurement, data, and analysis. The company is headquartered in New York, New York with additional locations at Berlin, Germany; Chicago, Illinois; Merelbeke, Belgium; Helsinki, Finland; London, United Kingdom; Los Angeles and San Francisco, California; Miguel Hidalgo, Mexico; Paris, France; So Paulo, Brazil; Singapore, Singapore; Sydney, Australia; Tel Aviv, Israel; and Tokyo, Japan.",1819928,NYSE,USD,USA,TECHNOLOGY,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.","233 SPRING STREET, NEW YORK, NY, US",https://www.doubleverify.com,December,2025-03-31,2504171000,119162000,53.14,0.953,6.35,None,None,0.29,4.031,0.0755,0.041,0.041,0.0483,681128000,560265000,0.29,-0.75,0.172,18.42,6,3,9,1,0,53.14,46.08,3.676,2.425,3.575,17.73,1.031,23.11,11.52,14.14,17.0,162503000,134892000,0.687,100.857,None,None
2022-03-22,25.630000,26.790000,25.290000,25.310000,25.310000,454633,0.000000,1.000000,DV,Common Stock,DoubleVerify Holdings Inc,"DoubleVerify Holdings, Inc. provides a software platform for digital media measurement, data, and analysis. The company is headquartered in New York, New York with additional locations at Berlin, Germany; Chicago, Illinois; Merelbeke, Belgium; Helsinki, Finland; London, United Kingdom; Los Angeles and San Francisco, California; Miguel Hidalgo, Mexico; Paris, France; So Paulo, Brazil; Singapore, Singapore; Sydney, Australia; Tel Aviv, Israel; and Tokyo, Japan.",1819928,NYSE,USD,USA,TECHNOLOGY,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.","233 SPRING STREET, NEW YORK, NY, US",https://www.doubleverify.com,December,2025-03-31,2504171000,119162000,53.14,0.953,6.35,None,None,0.29,4.031,0.0755,0.041,0.041,0.0483,681128000,560265000,0.29,-0.75,0.172,18.42,6,3,9,1,0,53.14,46.08,3.676,2.425,3.575,17.73,1.031,23.11,11.52,14.14,17.0,162503000,134892000,0.687,100.857,None,None
2022-03-23,25.000000,25.220000,23.940000,24.770000,24.770000,1093044,0.000000,1.000000,DV,Common Stock,DoubleVerify Holdings Inc,"DoubleVerify Holdings, Inc. provides a software platform for digital media measurement, data, and analysis. The company is headquartered in New York, New York with additional locations at Berlin, Germany; Chicago, Illinois; Merelbeke, Belgium; Helsinki, Finland; London, United Kingdom; Los Angeles and San Francisco, California; Miguel Hidalgo, Mexico; Paris, France; So Paulo, Brazil; Singapore, Singapore; Sydney, Australia; Tel Aviv, Israel; and Tokyo, Japan.",1819928,NYSE,USD,USA,TECHNOLOGY,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.","233 SPRING STREET, NEW YORK, NY, US",https://www.doubleverify.com,December,2025-03-31,2504171000,119162000,53.14,0.953,6.35,None,None,0.29,4.031,0.0755,0.041,0.041,0.0483,681128000,560265000,0.29,-0.75,0.172,18.42,6,3,9,1,0,53.14,46.08,3.676,2.425,3.575,17.73,1.031,23.11,11.52,14.14,17.0,162503000,134892000,0.687,100.857,None,None
2022-03-24,25.020000,25.984000,23.740000,25.550000,25.550000,958744,0.000000,1.000000,DV,Common Stock,DoubleVerify Holdings Inc,"DoubleVerify Holdings, Inc. provides a software platform for digital media measurement, data, and analysis. The company is headquartered in New York, New York with additional locations at Berlin, Germany; Chicago, Illinois; Merelbeke, Belgium; Helsinki, Finland; London, United Kingdom; Los Angeles and San Francisco, California; Miguel Hidalgo, Mexico; Paris, France; So Paulo, Brazil; Singapore, Singapore; Sydney, Australia; Tel Aviv, Israel; and Tokyo, Japan.",1819928,NYSE,USD,USA,TECHNOLOGY,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.","233 SPRING STREET, NEW YORK, NY, US",https://www.doubleverify.com,December,2025-03-31,2504171000,119162000,53.14,0.953,6.35,None,None,0.29,4.031,0.0755,0.041,0.041,0.0483,681128000,560265000,0.29,-0.75,0.172,18.42,6,3,9,1,0,53.14,46.08,3.676,2.425,3.575,17.73,1.031,23.11,11.52,14.14,17.0,162503000,134892000,0.687,100.857,None,None
2022-03-25,25.620000,25.700000,24.460000,24.910000,24.910000,755510,0.000000,1.000000,DV,Common Stock,DoubleVerify Holdings Inc,"DoubleVerify Holdings, Inc. provides a software platform for digital media measurement, data, and analysis. The company is headquartered in New York, New York with additional locations at Berlin, Germany; Chicago, Illinois; Merelbeke, Belgium; Helsinki, Finland; London, United Kingdom; Los Angeles and San Francisco, California; Miguel Hidalgo, Mexico; Paris, France; So Paulo, Brazil; Singapore, Singapore; Sydney, Australia; Tel Aviv, Israel; and Tokyo, Japan.",1819928,NYSE,USD,USA,TECHNOLOGY,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.","233 SPRING STREET, NEW YORK, NY, US",https://www.doubleverify.com,December,2025-03-31,2504171000,119162000,53.14,0.953,6.35,None,None,0.29,4.031,0.0755,0.041,0.041,0.0483,681128000,560265000,0.29,-0.75,0.172,18.42,6,3,9,1,0,53.14,46.08,3.676,2.425,3.575,17.73,1.031,23.11,11.52,14.14,17.0,162503000,134892000,0.687,100.857,None,None
2022-03-28,24.900000,25.390000,23.960000,24.790000,24.790000,522827,0.000000,1.000000,DV,Common Stock,DoubleVerify Holdings Inc,"DoubleVerify Holdings, Inc. provides a software platform for digital media measurement, data, and analysis. The company is headquartered in New York, New York with additional locations at Berlin, Germany; Chicago, Illinois; Merelbeke, Belgium; Helsinki, Finland; London, United Kingdom; Los Angeles and San Francisco, California; Miguel Hidalgo, Mexico; Paris, France; So Paulo, Brazil; Singapore, Singapore; Sydney, Australia; Tel Aviv, Israel; and Tokyo, Japan.",1819928,NYSE,USD,USA,TECHNOLOGY,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.","233 SPRING STREET, NEW YORK, NY, US",https://www.doubleverify.com,December,2025-03-31,2504171000,119162000,53.14,0.953,6.35,None,None,0.29,4.031,0.0755,0.041,0.041,0.0483,681128000,560265000,0.29,-0.75,0.172,18.42,6,3,9,1,0,53.14,46.08,3.676,2.425,3.575,17.73,1.031,23.11,11.52,14.14,17.0,162503000,134892000,0.687,100.857,None,None
2022-03-29,25.240000,26.600000,24.940000,26.440000,26.440000,516634,0.000000,1.000000,DV,Common Stock,DoubleVerify Holdings Inc,"DoubleVerify Holdings, Inc. provides a software platform for digital media measurement, data, and analysis. The company is headquartered in New York, New York with additional locations at Berlin, Germany; Chicago, Illinois; Merelbeke, Belgium; Helsinki, Finland; London, United Kingdom; Los Angeles and San Francisco, California; Miguel Hidalgo, Mexico; Paris, France; So Paulo, Brazil; Singapore, Singapore; Sydney, Australia; Tel Aviv, Israel; and Tokyo, Japan.",1819928,NYSE,USD,USA,TECHNOLOGY,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.","233 SPRING STREET, NEW YORK, NY, US",https://www.doubleverify.com,December,2025-03-31,2504171000,119162000,53.14,0.953,6.35,None,None,0.29,4.031,0.0755,0.041,0.041,0.0483,681128000,560265000,0.29,-0.75,0.172,18.42,6,3,9,1,0,53.14,46.08,3.676,2.425,3.575,17.73,1.031,23.11,11.52,14.14,17.0,162503000,134892000,0.687,100.857,None,None
2022-03-30,26.020000,26.520000,25.295000,25.560000,25.560000,751145,0.000000,1.000000,DV,Common Stock,DoubleVerify Holdings Inc,"DoubleVerify Holdings, Inc. provides a software platform for digital media measurement, data, and analysis. The company is headquartered in New York, New York with additional locations at Berlin, Germany; Chicago, Illinois; Merelbeke, Belgium; Helsinki, Finland; London, United Kingdom; Los Angeles and San Francisco, California; Miguel Hidalgo, Mexico; Paris, France; So Paulo, Brazil; Singapore, Singapore; Sydney, Australia; Tel Aviv, Israel; and Tokyo, Japan.",1819928,NYSE,USD,USA,TECHNOLOGY,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.","233 SPRING STREET, NEW YORK, NY, US",https://www.doubleverify.com,December,2025-03-31,2504171000,119162000,53.14,0.953,6.35,None,None,0.29,4.031,0.0755,0.041,0.041,0.0483,681128000,560265000,0.29,-0.75,0.172,18.42,6,3,9,1,0,53.14,46.08,3.676,2.425,3.575,17.73,1.031,23.11,11.52,14.14,17.0,162503000,134892000,0.687,100.857,None,None
2022-03-31,25.600000,25.785000,24.965000,25.170000,25.170000,592853,0.000000,1.000000,DV,Common Stock,DoubleVerify Holdings Inc,"DoubleVerify Holdings, Inc. provides a software platform for digital media measurement, data, and analysis. The company is headquartered in New York, New York with additional locations at Berlin, Germany; Chicago, Illinois; Merelbeke, Belgium; Helsinki, Finland; London, United Kingdom; Los Angeles and San Francisco, California; Miguel Hidalgo, Mexico; Paris, France; So Paulo, Brazil; Singapore, Singapore; Sydney, Australia; Tel Aviv, Israel; and Tokyo, Japan.",1819928,NYSE,USD,USA,TECHNOLOGY,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.","233 SPRING STREET, NEW YORK, NY, US",https://www.doubleverify.com,December,2025-03-31,2504171000,119162000,53.14,0.953,6.35,None,None,0.29,4.031,0.0755,0.041,0.041,0.0483,681128000,560265000,0.29,-0.75,0.172,18.42,6,3,9,1,0,53.14,46.08,3.676,2.425,3.575,17.73,1.031,23.11,11.52,14.14,17.0,162503000,134892000,0.687,100.857,None,None
2022-04-01,26.240000,27.050000,25.630000,25.890000,25.890000,622938,0.000000,1.000000,DV,Common Stock,DoubleVerify Holdings Inc,"DoubleVerify Holdings, Inc. provides a software platform for digital media measurement, data, and analysis. The company is headquartered in New York, New York with additional locations at Berlin, Germany; Chicago, Illinois; Merelbeke, Belgium; Helsinki, Finland; London, United Kingdom; Los Angeles and San Francisco, California; Miguel Hidalgo, Mexico; Paris, France; So Paulo, Brazil; Singapore, Singapore; Sydney, Australia; Tel Aviv, Israel; and Tokyo, Japan.",1819928,NYSE,USD,USA,TECHNOLOGY,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.","233 SPRING STREET, NEW YORK, NY, US",https://www.doubleverify.com,December,2025-03-31,2504171000,119162000,53.14,0.953,6.35,None,None,0.29,4.031,0.0755,0.041,0.041,0.0483,681128000,560265000,0.29,-0.75,0.172,18.42,6,3,9,1,0,53.14,46.08,3.676,2.425,3.575,17.73,1.031,23.11,11.52,14.14,17.0,162503000,134892000,0.687,100.857,None,None
2022-04-04,25.560000,26.980000,25.560000,26.120000,26.120000,425973,0.000000,1.000000,DV,Common Stock,DoubleVerify Holdings Inc,"DoubleVerify Holdings, Inc. provides a software platform for digital media measurement, data, and analysis. The company is headquartered in New York, New York with additional locations at Berlin, Germany; Chicago, Illinois; Merelbeke, Belgium; Helsinki, Finland; London, United Kingdom; Los Angeles and San Francisco, California; Miguel Hidalgo, Mexico; Paris, France; So Paulo, Brazil; Singapore, Singapore; Sydney, Australia; Tel Aviv, Israel; and Tokyo, Japan.",1819928,NYSE,USD,USA,TECHNOLOGY,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.","233 SPRING STREET, NEW YORK, NY, US",https://www.doubleverify.com,December,2025-03-31,2504171000,119162000,53.14,0.953,6.35,None,None,0.29,4.031,0.0755,0.041,0.041,0.0483,681128000,560265000,0.29,-0.75,0.172,18.42,6,3,9,1,0,53.14,46.08,3.676,2.425,3.575,17.73,1.031,23.11,11.52,14.14,17.0,162503000,134892000,0.687,100.857,None,None
2022-04-05,26.000000,26.280000,24.740000,24.880000,24.880000,337293,0.000000,1.000000,DV,Common Stock,DoubleVerify Holdings Inc,"DoubleVerify Holdings, Inc. provides a software platform for digital media measurement, data, and analysis. The company is headquartered in New York, New York with additional locations at Berlin, Germany; Chicago, Illinois; Merelbeke, Belgium; Helsinki, Finland; London, United Kingdom; Los Angeles and San Francisco, California; Miguel Hidalgo, Mexico; Paris, France; So Paulo, Brazil; Singapore, Singapore; Sydney, Australia; Tel Aviv, Israel; and Tokyo, Japan.",1819928,NYSE,USD,USA,TECHNOLOGY,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.","233 SPRING STREET, NEW YORK, NY, US",https://www.doubleverify.com,December,2025-03-31,2504171000,119162000,53.14,0.953,6.35,None,None,0.29,4.031,0.0755,0.041,0.041,0.0483,681128000,560265000,0.29,-0.75,0.172,18.42,6,3,9,1,0,53.14,46.08,3.676,2.425,3.575,17.73,1.031,23.11,11.52,14.14,17.0,162503000,134892000,0.687,100.857,None,None
2022-04-06,24.240000,24.550000,23.330000,24.310000,24.310000,553154,0.000000,1.000000,DV,Common Stock,DoubleVerify Holdings Inc,"DoubleVerify Holdings, Inc. provides a software platform for digital media measurement, data, and analysis. The company is headquartered in New York, New York with additional locations at Berlin, Germany; Chicago, Illinois; Merelbeke, Belgium; Helsinki, Finland; London, United Kingdom; Los Angeles and San Francisco, California; Miguel Hidalgo, Mexico; Paris, France; So Paulo, Brazil; Singapore, Singapore; Sydney, Australia; Tel Aviv, Israel; and Tokyo, Japan.",1819928,NYSE,USD,USA,TECHNOLOGY,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.","233 SPRING STREET, NEW YORK, NY, US",https://www.doubleverify.com,December,2025-03-31,2504171000,119162000,53.14,0.953,6.35,None,None,0.29,4.031,0.0755,0.041,0.041,0.0483,681128000,560265000,0.29,-0.75,0.172,18.42,6,3,9,1,0,53.14,46.08,3.676,2.425,3.575,17.73,1.031,23.11,11.52,14.14,17.0,162503000,134892000,0.687,100.857,None,None
2022-04-07,24.130000,25.020000,23.840000,24.320000,24.320000,433445,0.000000,1.000000,DV,Common Stock,DoubleVerify Holdings Inc,"DoubleVerify Holdings, Inc. provides a software platform for digital media measurement, data, and analysis. The company is headquartered in New York, New York with additional locations at Berlin, Germany; Chicago, Illinois; Merelbeke, Belgium; Helsinki, Finland; London, United Kingdom; Los Angeles and San Francisco, California; Miguel Hidalgo, Mexico; Paris, France; So Paulo, Brazil; Singapore, Singapore; Sydney, Australia; Tel Aviv, Israel; and Tokyo, Japan.",1819928,NYSE,USD,USA,TECHNOLOGY,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.","233 SPRING STREET, NEW YORK, NY, US",https://www.doubleverify.com,December,2025-03-31,2504171000,119162000,53.14,0.953,6.35,None,None,0.29,4.031,0.0755,0.041,0.041,0.0483,681128000,560265000,0.29,-0.75,0.172,18.42,6,3,9,1,0,53.14,46.08,3.676,2.425,3.575,17.73,1.031,23.11,11.52,14.14,17.0,162503000,134892000,0.687,100.857,None,None
2022-04-08,24.050000,24.570000,23.590000,24.500000,24.500000,821179,0.000000,1.000000,DV,Common Stock,DoubleVerify Holdings Inc,"DoubleVerify Holdings, Inc. provides a software platform for digital media measurement, data, and analysis. The company is headquartered in New York, New York with additional locations at Berlin, Germany; Chicago, Illinois; Merelbeke, Belgium; Helsinki, Finland; London, United Kingdom; Los Angeles and San Francisco, California; Miguel Hidalgo, Mexico; Paris, France; So Paulo, Brazil; Singapore, Singapore; Sydney, Australia; Tel Aviv, Israel; and Tokyo, Japan.",1819928,NYSE,USD,USA,TECHNOLOGY,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.","233 SPRING STREET, NEW YORK, NY, US",https://www.doubleverify.com,December,2025-03-31,2504171000,119162000,53.14,0.953,6.35,None,None,0.29,4.031,0.0755,0.041,0.041,0.0483,681128000,560265000,0.29,-0.75,0.172,18.42,6,3,9,1,0,53.14,46.08,3.676,2.425,3.575,17.73,1.031,23.11,11.52,14.14,17.0,162503000,134892000,0.687,100.857,None,None
2022-04-11,24.100000,24.850000,23.500000,24.370000,24.370000,293334,0.000000,1.000000,DV,Common Stock,DoubleVerify Holdings Inc,"DoubleVerify Holdings, Inc. provides a software platform for digital media measurement, data, and analysis. The company is headquartered in New York, New York with additional locations at Berlin, Germany; Chicago, Illinois; Merelbeke, Belgium; Helsinki, Finland; London, United Kingdom; Los Angeles and San Francisco, California; Miguel Hidalgo, Mexico; Paris, France; So Paulo, Brazil; Singapore, Singapore; Sydney, Australia; Tel Aviv, Israel; and Tokyo, Japan.",1819928,NYSE,USD,USA,TECHNOLOGY,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.","233 SPRING STREET, NEW YORK, NY, US",https://www.doubleverify.com,December,2025-03-31,2504171000,119162000,53.14,0.953,6.35,None,None,0.29,4.031,0.0755,0.041,0.041,0.0483,681128000,560265000,0.29,-0.75,0.172,18.42,6,3,9,1,0,53.14,46.08,3.676,2.425,3.575,17.73,1.031,23.11,11.52,14.14,17.0,162503000,134892000,0.687,100.857,None,None
2022-04-12,24.910000,25.460000,24.140000,24.820000,24.820000,698044,0.000000,1.000000,DV,Common Stock,DoubleVerify Holdings Inc,"DoubleVerify Holdings, Inc. provides a software platform for digital media measurement, data, and analysis. The company is headquartered in New York, New York with additional locations at Berlin, Germany; Chicago, Illinois; Merelbeke, Belgium; Helsinki, Finland; London, United Kingdom; Los Angeles and San Francisco, California; Miguel Hidalgo, Mexico; Paris, France; So Paulo, Brazil; Singapore, Singapore; Sydney, Australia; Tel Aviv, Israel; and Tokyo, Japan.",1819928,NYSE,USD,USA,TECHNOLOGY,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.","233 SPRING STREET, NEW YORK, NY, US",https://www.doubleverify.com,December,2025-03-31,2504171000,119162000,53.14,0.953,6.35,None,None,0.29,4.031,0.0755,0.041,0.041,0.0483,681128000,560265000,0.29,-0.75,0.172,18.42,6,3,9,1,0,53.14,46.08,3.676,2.425,3.575,17.73,1.031,23.11,11.52,14.14,17.0,162503000,134892000,0.687,100.857,None,None
