,Open,High,Low,Close,Adjusted Close,Volume,Dividend Amount,Split Coefficient,Symbol,AssetType,Name,Description,CIK,Exchange,Currency,Country,Sector,Industry,Address,OfficialSite,FiscalYearEnd,LatestQuarter,MarketCapitalization,EBITDA,PERatio,PEGRatio,BookValue,DividendPerShare,DividendYield,EPS,RevenuePerShareTTM,ProfitMargin,OperatingMarginTTM,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,DilutedEPSTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,AnalystTargetPrice,AnalystRatingStrongBuy,AnalystRatingBuy,AnalystRatingHold,AnalystRatingSell,AnalystRatingStrongSell,TrailingPE,ForwardPE,PriceToSalesRatioTTM,PriceToBookRatio,EVToRevenue,EVToEBITDA,Beta,52WeekHigh,52WeekLow,50DayMovingAverage,200DayMovingAverage,SharesOutstanding,SharesFloat,PercentInsiders,PercentInstitutions,DividendDate,ExDividendDate
2018-01-16,90.140000,90.770000,89.640000,90.220000,73.944508,8869946,0.000000,1.000000,PG,Common Stock,Procter & Gamble Company,"The Procter & Gamble Company (P&G) is an American multinational consumer goods corporation headquartered in Cincinnati, Ohio, founded in 1837 by William Procter and James Gamble. It specializes in a wide range of personal health, consumer health, personal care, and hygiene products; these products are organized into several segments including Beauty; Grooming; Health Care; Fabric & Home Care; and Baby, Feminine, & Family Care. Before the sale of Pringles to Kellogg's, its product portfolio also included food, snacks, and beverages.",80424,NYSE,USD,USA,INDUSTRIAL APPLICATIONS AND SERVICES,"SOAP, DETERGENTS, CLEANG PREPARATIONS, PERFUMES, COSMETICS","ONE PROCTER & GAMBLE PLAZA, CINCINNATI, OH, US",https://www.pginvestor.com,June,2025-03-31,377072353000,24187001000,25.53,3.894,21.96,4.026,0.0265,6.3,35.65,0.185,0.233,0.11,0.303,83926999000,43385000000,6.3,0.013,-0.021,172.88,5,11,8,0,1,25.53,22.99,4.493,7.32,4.8,17.28,0.427,178.84,155.17,162.14,167.32,2344540000,2341002000,0.057,70.124,2025-05-15,2025-04-21
2018-01-17,90.560000,91.730000,90.430000,91.200000,74.747718,8323310,0.000000,1.000000,PG,Common Stock,Procter & Gamble Company,"The Procter & Gamble Company (P&G) is an American multinational consumer goods corporation headquartered in Cincinnati, Ohio, founded in 1837 by William Procter and James Gamble. It specializes in a wide range of personal health, consumer health, personal care, and hygiene products; these products are organized into several segments including Beauty; Grooming; Health Care; Fabric & Home Care; and Baby, Feminine, & Family Care. Before the sale of Pringles to Kellogg's, its product portfolio also included food, snacks, and beverages.",80424,NYSE,USD,USA,INDUSTRIAL APPLICATIONS AND SERVICES,"SOAP, DETERGENTS, CLEANG PREPARATIONS, PERFUMES, COSMETICS","ONE PROCTER & GAMBLE PLAZA, CINCINNATI, OH, US",https://www.pginvestor.com,June,2025-03-31,377072353000,24187001000,25.53,3.894,21.96,4.026,0.0265,6.3,35.65,0.185,0.233,0.11,0.303,83926999000,43385000000,6.3,0.013,-0.021,172.88,5,11,8,0,1,25.53,22.99,4.493,7.32,4.8,17.28,0.427,178.84,155.17,162.14,167.32,2344540000,2341002000,0.057,70.124,2025-05-15,2025-04-21
2018-01-18,90.240000,90.650000,89.670000,90.180000,74.476922,7338050,0.689600,1.000000,PG,Common Stock,Procter & Gamble Company,"The Procter & Gamble Company (P&G) is an American multinational consumer goods corporation headquartered in Cincinnati, Ohio, founded in 1837 by William Procter and James Gamble. It specializes in a wide range of personal health, consumer health, personal care, and hygiene products; these products are organized into several segments including Beauty; Grooming; Health Care; Fabric & Home Care; and Baby, Feminine, & Family Care. Before the sale of Pringles to Kellogg's, its product portfolio also included food, snacks, and beverages.",80424,NYSE,USD,USA,INDUSTRIAL APPLICATIONS AND SERVICES,"SOAP, DETERGENTS, CLEANG PREPARATIONS, PERFUMES, COSMETICS","ONE PROCTER & GAMBLE PLAZA, CINCINNATI, OH, US",https://www.pginvestor.com,June,2025-03-31,377072353000,24187001000,25.53,3.894,21.96,4.026,0.0265,6.3,35.65,0.185,0.233,0.11,0.303,83926999000,43385000000,6.3,0.013,-0.021,172.88,5,11,8,0,1,25.53,22.99,4.493,7.32,4.8,17.28,0.427,178.84,155.17,162.14,167.32,2344540000,2341002000,0.057,70.124,2025-05-15,2025-04-21
2018-01-19,90.280000,91.260000,90.240000,91.070000,75.211946,9171480,0.000000,1.000000,PG,Common Stock,Procter & Gamble Company,"The Procter & Gamble Company (P&G) is an American multinational consumer goods corporation headquartered in Cincinnati, Ohio, founded in 1837 by William Procter and James Gamble. It specializes in a wide range of personal health, consumer health, personal care, and hygiene products; these products are organized into several segments including Beauty; Grooming; Health Care; Fabric & Home Care; and Baby, Feminine, & Family Care. Before the sale of Pringles to Kellogg's, its product portfolio also included food, snacks, and beverages.",80424,NYSE,USD,USA,INDUSTRIAL APPLICATIONS AND SERVICES,"SOAP, DETERGENTS, CLEANG PREPARATIONS, PERFUMES, COSMETICS","ONE PROCTER & GAMBLE PLAZA, CINCINNATI, OH, US",https://www.pginvestor.com,June,2025-03-31,377072353000,24187001000,25.53,3.894,21.96,4.026,0.0265,6.3,35.65,0.185,0.233,0.11,0.303,83926999000,43385000000,6.3,0.013,-0.021,172.88,5,11,8,0,1,25.53,22.99,4.493,7.32,4.8,17.28,0.427,178.84,155.17,162.14,167.32,2344540000,2341002000,0.057,70.124,2025-05-15,2025-04-21
2018-01-22,90.880000,91.920000,90.770000,91.890000,75.889159,8458057,0.000000,1.000000,PG,Common Stock,Procter & Gamble Company,"The Procter & Gamble Company (P&G) is an American multinational consumer goods corporation headquartered in Cincinnati, Ohio, founded in 1837 by William Procter and James Gamble. It specializes in a wide range of personal health, consumer health, personal care, and hygiene products; these products are organized into several segments including Beauty; Grooming; Health Care; Fabric & Home Care; and Baby, Feminine, & Family Care. Before the sale of Pringles to Kellogg's, its product portfolio also included food, snacks, and beverages.",80424,NYSE,USD,USA,INDUSTRIAL APPLICATIONS AND SERVICES,"SOAP, DETERGENTS, CLEANG PREPARATIONS, PERFUMES, COSMETICS","ONE PROCTER & GAMBLE PLAZA, CINCINNATI, OH, US",https://www.pginvestor.com,June,2025-03-31,377072353000,24187001000,25.53,3.894,21.96,4.026,0.0265,6.3,35.65,0.185,0.233,0.11,0.303,83926999000,43385000000,6.3,0.013,-0.021,172.88,5,11,8,0,1,25.53,22.99,4.493,7.32,4.8,17.28,0.427,178.84,155.17,162.14,167.32,2344540000,2341002000,0.057,70.124,2025-05-15,2025-04-21
2018-01-23,89.820000,90.210000,88.600000,89.050000,73.543689,18008557,0.000000,1.000000,PG,Common Stock,Procter & Gamble Company,"The Procter & Gamble Company (P&G) is an American multinational consumer goods corporation headquartered in Cincinnati, Ohio, founded in 1837 by William Procter and James Gamble. It specializes in a wide range of personal health, consumer health, personal care, and hygiene products; these products are organized into several segments including Beauty; Grooming; Health Care; Fabric & Home Care; and Baby, Feminine, & Family Care. Before the sale of Pringles to Kellogg's, its product portfolio also included food, snacks, and beverages.",80424,NYSE,USD,USA,INDUSTRIAL APPLICATIONS AND SERVICES,"SOAP, DETERGENTS, CLEANG PREPARATIONS, PERFUMES, COSMETICS","ONE PROCTER & GAMBLE PLAZA, CINCINNATI, OH, US",https://www.pginvestor.com,June,2025-03-31,377072353000,24187001000,25.53,3.894,21.96,4.026,0.0265,6.3,35.65,0.185,0.233,0.11,0.303,83926999000,43385000000,6.3,0.013,-0.021,172.88,5,11,8,0,1,25.53,22.99,4.493,7.32,4.8,17.28,0.427,178.84,155.17,162.14,167.32,2344540000,2341002000,0.057,70.124,2025-05-15,2025-04-21
2018-01-24,89.060000,89.160000,87.700000,88.310000,72.932546,15002956,0.000000,1.000000,PG,Common Stock,Procter & Gamble Company,"The Procter & Gamble Company (P&G) is an American multinational consumer goods corporation headquartered in Cincinnati, Ohio, founded in 1837 by William Procter and James Gamble. It specializes in a wide range of personal health, consumer health, personal care, and hygiene products; these products are organized into several segments including Beauty; Grooming; Health Care; Fabric & Home Care; and Baby, Feminine, & Family Care. Before the sale of Pringles to Kellogg's, its product portfolio also included food, snacks, and beverages.",80424,NYSE,USD,USA,INDUSTRIAL APPLICATIONS AND SERVICES,"SOAP, DETERGENTS, CLEANG PREPARATIONS, PERFUMES, COSMETICS","ONE PROCTER & GAMBLE PLAZA, CINCINNATI, OH, US",https://www.pginvestor.com,June,2025-03-31,377072353000,24187001000,25.53,3.894,21.96,4.026,0.0265,6.3,35.65,0.185,0.233,0.11,0.303,83926999000,43385000000,6.3,0.013,-0.021,172.88,5,11,8,0,1,25.53,22.99,4.493,7.32,4.8,17.28,0.427,178.84,155.17,162.14,167.32,2344540000,2341002000,0.057,70.124,2025-05-15,2025-04-21
2018-01-25,88.680000,89.050000,88.010000,88.340000,72.957322,11019575,0.000000,1.000000,PG,Common Stock,Procter & Gamble Company,"The Procter & Gamble Company (P&G) is an American multinational consumer goods corporation headquartered in Cincinnati, Ohio, founded in 1837 by William Procter and James Gamble. It specializes in a wide range of personal health, consumer health, personal care, and hygiene products; these products are organized into several segments including Beauty; Grooming; Health Care; Fabric & Home Care; and Baby, Feminine, & Family Care. Before the sale of Pringles to Kellogg's, its product portfolio also included food, snacks, and beverages.",80424,NYSE,USD,USA,INDUSTRIAL APPLICATIONS AND SERVICES,"SOAP, DETERGENTS, CLEANG PREPARATIONS, PERFUMES, COSMETICS","ONE PROCTER & GAMBLE PLAZA, CINCINNATI, OH, US",https://www.pginvestor.com,June,2025-03-31,377072353000,24187001000,25.53,3.894,21.96,4.026,0.0265,6.3,35.65,0.185,0.233,0.11,0.303,83926999000,43385000000,6.3,0.013,-0.021,172.88,5,11,8,0,1,25.53,22.99,4.493,7.32,4.8,17.28,0.427,178.84,155.17,162.14,167.32,2344540000,2341002000,0.057,70.124,2025-05-15,2025-04-21
2018-01-26,88.170000,88.170000,87.230000,87.730000,72.453541,10852855,0.000000,1.000000,PG,Common Stock,Procter & Gamble Company,"The Procter & Gamble Company (P&G) is an American multinational consumer goods corporation headquartered in Cincinnati, Ohio, founded in 1837 by William Procter and James Gamble. It specializes in a wide range of personal health, consumer health, personal care, and hygiene products; these products are organized into several segments including Beauty; Grooming; Health Care; Fabric & Home Care; and Baby, Feminine, & Family Care. Before the sale of Pringles to Kellogg's, its product portfolio also included food, snacks, and beverages.",80424,NYSE,USD,USA,INDUSTRIAL APPLICATIONS AND SERVICES,"SOAP, DETERGENTS, CLEANG PREPARATIONS, PERFUMES, COSMETICS","ONE PROCTER & GAMBLE PLAZA, CINCINNATI, OH, US",https://www.pginvestor.com,June,2025-03-31,377072353000,24187001000,25.53,3.894,21.96,4.026,0.0265,6.3,35.65,0.185,0.233,0.11,0.303,83926999000,43385000000,6.3,0.013,-0.021,172.88,5,11,8,0,1,25.53,22.99,4.493,7.32,4.8,17.28,0.427,178.84,155.17,162.14,167.32,2344540000,2341002000,0.057,70.124,2025-05-15,2025-04-21
2018-01-29,87.690000,87.740000,86.690000,86.860000,71.735035,10921654,0.000000,1.000000,PG,Common Stock,Procter & Gamble Company,"The Procter & Gamble Company (P&G) is an American multinational consumer goods corporation headquartered in Cincinnati, Ohio, founded in 1837 by William Procter and James Gamble. It specializes in a wide range of personal health, consumer health, personal care, and hygiene products; these products are organized into several segments including Beauty; Grooming; Health Care; Fabric & Home Care; and Baby, Feminine, & Family Care. Before the sale of Pringles to Kellogg's, its product portfolio also included food, snacks, and beverages.",80424,NYSE,USD,USA,INDUSTRIAL APPLICATIONS AND SERVICES,"SOAP, DETERGENTS, CLEANG PREPARATIONS, PERFUMES, COSMETICS","ONE PROCTER & GAMBLE PLAZA, CINCINNATI, OH, US",https://www.pginvestor.com,June,2025-03-31,377072353000,24187001000,25.53,3.894,21.96,4.026,0.0265,6.3,35.65,0.185,0.233,0.11,0.303,83926999000,43385000000,6.3,0.013,-0.021,172.88,5,11,8,0,1,25.53,22.99,4.493,7.32,4.8,17.28,0.427,178.84,155.17,162.14,167.32,2344540000,2341002000,0.057,70.124,2025-05-15,2025-04-21
2018-01-30,86.820000,87.440000,86.630000,86.950000,71.809363,9382174,0.000000,1.000000,PG,Common Stock,Procter & Gamble Company,"The Procter & Gamble Company (P&G) is an American multinational consumer goods corporation headquartered in Cincinnati, Ohio, founded in 1837 by William Procter and James Gamble. It specializes in a wide range of personal health, consumer health, personal care, and hygiene products; these products are organized into several segments including Beauty; Grooming; Health Care; Fabric & Home Care; and Baby, Feminine, & Family Care. Before the sale of Pringles to Kellogg's, its product portfolio also included food, snacks, and beverages.",80424,NYSE,USD,USA,INDUSTRIAL APPLICATIONS AND SERVICES,"SOAP, DETERGENTS, CLEANG PREPARATIONS, PERFUMES, COSMETICS","ONE PROCTER & GAMBLE PLAZA, CINCINNATI, OH, US",https://www.pginvestor.com,June,2025-03-31,377072353000,24187001000,25.53,3.894,21.96,4.026,0.0265,6.3,35.65,0.185,0.233,0.11,0.303,83926999000,43385000000,6.3,0.013,-0.021,172.88,5,11,8,0,1,25.53,22.99,4.493,7.32,4.8,17.28,0.427,178.84,155.17,162.14,167.32,2344540000,2341002000,0.057,70.124,2025-05-15,2025-04-21
2018-01-31,86.810000,87.410000,86.080000,86.340000,71.305582,11629381,0.000000,1.000000,PG,Common Stock,Procter & Gamble Company,"The Procter & Gamble Company (P&G) is an American multinational consumer goods corporation headquartered in Cincinnati, Ohio, founded in 1837 by William Procter and James Gamble. It specializes in a wide range of personal health, consumer health, personal care, and hygiene products; these products are organized into several segments including Beauty; Grooming; Health Care; Fabric & Home Care; and Baby, Feminine, & Family Care. Before the sale of Pringles to Kellogg's, its product portfolio also included food, snacks, and beverages.",80424,NYSE,USD,USA,INDUSTRIAL APPLICATIONS AND SERVICES,"SOAP, DETERGENTS, CLEANG PREPARATIONS, PERFUMES, COSMETICS","ONE PROCTER & GAMBLE PLAZA, CINCINNATI, OH, US",https://www.pginvestor.com,June,2025-03-31,377072353000,24187001000,25.53,3.894,21.96,4.026,0.0265,6.3,35.65,0.185,0.233,0.11,0.303,83926999000,43385000000,6.3,0.013,-0.021,172.88,5,11,8,0,1,25.53,22.99,4.493,7.32,4.8,17.28,0.427,178.84,155.17,162.14,167.32,2344540000,2341002000,0.057,70.124,2025-05-15,2025-04-21
2018-02-01,86.150000,86.500000,85.560000,85.850000,70.900906,8602725,0.000000,1.000000,PG,Common Stock,Procter & Gamble Company,"The Procter & Gamble Company (P&G) is an American multinational consumer goods corporation headquartered in Cincinnati, Ohio, founded in 1837 by William Procter and James Gamble. It specializes in a wide range of personal health, consumer health, personal care, and hygiene products; these products are organized into several segments including Beauty; Grooming; Health Care; Fabric & Home Care; and Baby, Feminine, & Family Care. Before the sale of Pringles to Kellogg's, its product portfolio also included food, snacks, and beverages.",80424,NYSE,USD,USA,INDUSTRIAL APPLICATIONS AND SERVICES,"SOAP, DETERGENTS, CLEANG PREPARATIONS, PERFUMES, COSMETICS","ONE PROCTER & GAMBLE PLAZA, CINCINNATI, OH, US",https://www.pginvestor.com,June,2025-03-31,377072353000,24187001000,25.53,3.894,21.96,4.026,0.0265,6.3,35.65,0.185,0.233,0.11,0.303,83926999000,43385000000,6.3,0.013,-0.021,172.88,5,11,8,0,1,25.53,22.99,4.493,7.32,4.8,17.28,0.427,178.84,155.17,162.14,167.32,2344540000,2341002000,0.057,70.124,2025-05-15,2025-04-21
2018-02-02,85.560000,85.610000,84.210000,84.250000,69.579515,12645027,0.000000,1.000000,PG,Common Stock,Procter & Gamble Company,"The Procter & Gamble Company (P&G) is an American multinational consumer goods corporation headquartered in Cincinnati, Ohio, founded in 1837 by William Procter and James Gamble. It specializes in a wide range of personal health, consumer health, personal care, and hygiene products; these products are organized into several segments including Beauty; Grooming; Health Care; Fabric & Home Care; and Baby, Feminine, & Family Care. Before the sale of Pringles to Kellogg's, its product portfolio also included food, snacks, and beverages.",80424,NYSE,USD,USA,INDUSTRIAL APPLICATIONS AND SERVICES,"SOAP, DETERGENTS, CLEANG PREPARATIONS, PERFUMES, COSMETICS","ONE PROCTER & GAMBLE PLAZA, CINCINNATI, OH, US",https://www.pginvestor.com,June,2025-03-31,377072353000,24187001000,25.53,3.894,21.96,4.026,0.0265,6.3,35.65,0.185,0.233,0.11,0.303,83926999000,43385000000,6.3,0.013,-0.021,172.88,5,11,8,0,1,25.53,22.99,4.493,7.32,4.8,17.28,0.427,178.84,155.17,162.14,167.32,2344540000,2341002000,0.057,70.124,2025-05-15,2025-04-21
2018-02-05,83.990000,84.370000,80.100000,81.060000,66.944991,17307009,0.000000,1.000000,PG,Common Stock,Procter & Gamble Company,"The Procter & Gamble Company (P&G) is an American multinational consumer goods corporation headquartered in Cincinnati, Ohio, founded in 1837 by William Procter and James Gamble. It specializes in a wide range of personal health, consumer health, personal care, and hygiene products; these products are organized into several segments including Beauty; Grooming; Health Care; Fabric & Home Care; and Baby, Feminine, & Family Care. Before the sale of Pringles to Kellogg's, its product portfolio also included food, snacks, and beverages.",80424,NYSE,USD,USA,INDUSTRIAL APPLICATIONS AND SERVICES,"SOAP, DETERGENTS, CLEANG PREPARATIONS, PERFUMES, COSMETICS","ONE PROCTER & GAMBLE PLAZA, CINCINNATI, OH, US",https://www.pginvestor.com,June,2025-03-31,377072353000,24187001000,25.53,3.894,21.96,4.026,0.0265,6.3,35.65,0.185,0.233,0.11,0.303,83926999000,43385000000,6.3,0.013,-0.021,172.88,5,11,8,0,1,25.53,22.99,4.493,7.32,4.8,17.28,0.427,178.84,155.17,162.14,167.32,2344540000,2341002000,0.057,70.124,2025-05-15,2025-04-21
2018-02-06,80.530000,82.450000,80.120000,82.380000,68.035139,19609545,0.000000,1.000000,PG,Common Stock,Procter & Gamble Company,"The Procter & Gamble Company (P&G) is an American multinational consumer goods corporation headquartered in Cincinnati, Ohio, founded in 1837 by William Procter and James Gamble. It specializes in a wide range of personal health, consumer health, personal care, and hygiene products; these products are organized into several segments including Beauty; Grooming; Health Care; Fabric & Home Care; and Baby, Feminine, & Family Care. Before the sale of Pringles to Kellogg's, its product portfolio also included food, snacks, and beverages.",80424,NYSE,USD,USA,INDUSTRIAL APPLICATIONS AND SERVICES,"SOAP, DETERGENTS, CLEANG PREPARATIONS, PERFUMES, COSMETICS","ONE PROCTER & GAMBLE PLAZA, CINCINNATI, OH, US",https://www.pginvestor.com,June,2025-03-31,377072353000,24187001000,25.53,3.894,21.96,4.026,0.0265,6.3,35.65,0.185,0.233,0.11,0.303,83926999000,43385000000,6.3,0.013,-0.021,172.88,5,11,8,0,1,25.53,22.99,4.493,7.32,4.8,17.28,0.427,178.84,155.17,162.14,167.32,2344540000,2341002000,0.057,70.124,2025-05-15,2025-04-21
2018-02-07,82.300000,83.390000,81.820000,81.840000,67.589169,11755102,0.000000,1.000000,PG,Common Stock,Procter & Gamble Company,"The Procter & Gamble Company (P&G) is an American multinational consumer goods corporation headquartered in Cincinnati, Ohio, founded in 1837 by William Procter and James Gamble. It specializes in a wide range of personal health, consumer health, personal care, and hygiene products; these products are organized into several segments including Beauty; Grooming; Health Care; Fabric & Home Care; and Baby, Feminine, & Family Care. Before the sale of Pringles to Kellogg's, its product portfolio also included food, snacks, and beverages.",80424,NYSE,USD,USA,INDUSTRIAL APPLICATIONS AND SERVICES,"SOAP, DETERGENTS, CLEANG PREPARATIONS, PERFUMES, COSMETICS","ONE PROCTER & GAMBLE PLAZA, CINCINNATI, OH, US",https://www.pginvestor.com,June,2025-03-31,377072353000,24187001000,25.53,3.894,21.96,4.026,0.0265,6.3,35.65,0.185,0.233,0.11,0.303,83926999000,43385000000,6.3,0.013,-0.021,172.88,5,11,8,0,1,25.53,22.99,4.493,7.32,4.8,17.28,0.427,178.84,155.17,162.14,167.32,2344540000,2341002000,0.057,70.124,2025-05-15,2025-04-21
2018-02-08,82.030000,82.220000,80.150000,80.220000,66.251260,14509921,0.000000,1.000000,PG,Common Stock,Procter & Gamble Company,"The Procter & Gamble Company (P&G) is an American multinational consumer goods corporation headquartered in Cincinnati, Ohio, founded in 1837 by William Procter and James Gamble. It specializes in a wide range of personal health, consumer health, personal care, and hygiene products; these products are organized into several segments including Beauty; Grooming; Health Care; Fabric & Home Care; and Baby, Feminine, & Family Care. Before the sale of Pringles to Kellogg's, its product portfolio also included food, snacks, and beverages.",80424,NYSE,USD,USA,INDUSTRIAL APPLICATIONS AND SERVICES,"SOAP, DETERGENTS, CLEANG PREPARATIONS, PERFUMES, COSMETICS","ONE PROCTER & GAMBLE PLAZA, CINCINNATI, OH, US",https://www.pginvestor.com,June,2025-03-31,377072353000,24187001000,25.53,3.894,21.96,4.026,0.0265,6.3,35.65,0.185,0.233,0.11,0.303,83926999000,43385000000,6.3,0.013,-0.021,172.88,5,11,8,0,1,25.53,22.99,4.493,7.32,4.8,17.28,0.427,178.84,155.17,162.14,167.32,2344540000,2341002000,0.057,70.124,2025-05-15,2025-04-21
2018-02-09,80.980000,81.030000,78.590000,79.920000,66.003500,18665605,0.000000,1.000000,PG,Common Stock,Procter & Gamble Company,"The Procter & Gamble Company (P&G) is an American multinational consumer goods corporation headquartered in Cincinnati, Ohio, founded in 1837 by William Procter and James Gamble. It specializes in a wide range of personal health, consumer health, personal care, and hygiene products; these products are organized into several segments including Beauty; Grooming; Health Care; Fabric & Home Care; and Baby, Feminine, & Family Care. Before the sale of Pringles to Kellogg's, its product portfolio also included food, snacks, and beverages.",80424,NYSE,USD,USA,INDUSTRIAL APPLICATIONS AND SERVICES,"SOAP, DETERGENTS, CLEANG PREPARATIONS, PERFUMES, COSMETICS","ONE PROCTER & GAMBLE PLAZA, CINCINNATI, OH, US",https://www.pginvestor.com,June,2025-03-31,377072353000,24187001000,25.53,3.894,21.96,4.026,0.0265,6.3,35.65,0.185,0.233,0.11,0.303,83926999000,43385000000,6.3,0.013,-0.021,172.88,5,11,8,0,1,25.53,22.99,4.493,7.32,4.8,17.28,0.427,178.84,155.17,162.14,167.32,2344540000,2341002000,0.057,70.124,2025-05-15,2025-04-21
2018-02-12,80.610000,81.670000,80.580000,81.330000,67.167976,10710511,0.000000,1.000000,PG,Common Stock,Procter & Gamble Company,"The Procter & Gamble Company (P&G) is an American multinational consumer goods corporation headquartered in Cincinnati, Ohio, founded in 1837 by William Procter and James Gamble. It specializes in a wide range of personal health, consumer health, personal care, and hygiene products; these products are organized into several segments including Beauty; Grooming; Health Care; Fabric & Home Care; and Baby, Feminine, & Family Care. Before the sale of Pringles to Kellogg's, its product portfolio also included food, snacks, and beverages.",80424,NYSE,USD,USA,INDUSTRIAL APPLICATIONS AND SERVICES,"SOAP, DETERGENTS, CLEANG PREPARATIONS, PERFUMES, COSMETICS","ONE PROCTER & GAMBLE PLAZA, CINCINNATI, OH, US",https://www.pginvestor.com,June,2025-03-31,377072353000,24187001000,25.53,3.894,21.96,4.026,0.0265,6.3,35.65,0.185,0.233,0.11,0.303,83926999000,43385000000,6.3,0.013,-0.021,172.88,5,11,8,0,1,25.53,22.99,4.493,7.32,4.8,17.28,0.427,178.84,155.17,162.14,167.32,2344540000,2341002000,0.057,70.124,2025-05-15,2025-04-21
2018-02-13,81.150000,81.830000,80.910000,81.500000,67.308373,9020709,0.000000,1.000000,PG,Common Stock,Procter & Gamble Company,"The Procter & Gamble Company (P&G) is an American multinational consumer goods corporation headquartered in Cincinnati, Ohio, founded in 1837 by William Procter and James Gamble. It specializes in a wide range of personal health, consumer health, personal care, and hygiene products; these products are organized into several segments including Beauty; Grooming; Health Care; Fabric & Home Care; and Baby, Feminine, & Family Care. Before the sale of Pringles to Kellogg's, its product portfolio also included food, snacks, and beverages.",80424,NYSE,USD,USA,INDUSTRIAL APPLICATIONS AND SERVICES,"SOAP, DETERGENTS, CLEANG PREPARATIONS, PERFUMES, COSMETICS","ONE PROCTER & GAMBLE PLAZA, CINCINNATI, OH, US",https://www.pginvestor.com,June,2025-03-31,377072353000,24187001000,25.53,3.894,21.96,4.026,0.0265,6.3,35.65,0.185,0.233,0.11,0.303,83926999000,43385000000,6.3,0.013,-0.021,172.88,5,11,8,0,1,25.53,22.99,4.493,7.32,4.8,17.28,0.427,178.84,155.17,162.14,167.32,2344540000,2341002000,0.057,70.124,2025-05-15,2025-04-21
2018-02-14,81.060000,81.260000,80.270000,80.680000,66.631160,9362240,0.000000,1.000000,PG,Common Stock,Procter & Gamble Company,"The Procter & Gamble Company (P&G) is an American multinational consumer goods corporation headquartered in Cincinnati, Ohio, founded in 1837 by William Procter and James Gamble. It specializes in a wide range of personal health, consumer health, personal care, and hygiene products; these products are organized into several segments including Beauty; Grooming; Health Care; Fabric & Home Care; and Baby, Feminine, & Family Care. Before the sale of Pringles to Kellogg's, its product portfolio also included food, snacks, and beverages.",80424,NYSE,USD,USA,INDUSTRIAL APPLICATIONS AND SERVICES,"SOAP, DETERGENTS, CLEANG PREPARATIONS, PERFUMES, COSMETICS","ONE PROCTER & GAMBLE PLAZA, CINCINNATI, OH, US",https://www.pginvestor.com,June,2025-03-31,377072353000,24187001000,25.53,3.894,21.96,4.026,0.0265,6.3,35.65,0.185,0.233,0.11,0.303,83926999000,43385000000,6.3,0.013,-0.021,172.88,5,11,8,0,1,25.53,22.99,4.493,7.32,4.8,17.28,0.427,178.84,155.17,162.14,167.32,2344540000,2341002000,0.057,70.124,2025-05-15,2025-04-21
2018-02-15,80.970000,82.410000,80.500000,82.410000,68.059915,8884790,0.000000,1.000000,PG,Common Stock,Procter & Gamble Company,"The Procter & Gamble Company (P&G) is an American multinational consumer goods corporation headquartered in Cincinnati, Ohio, founded in 1837 by William Procter and James Gamble. It specializes in a wide range of personal health, consumer health, personal care, and hygiene products; these products are organized into several segments including Beauty; Grooming; Health Care; Fabric & Home Care; and Baby, Feminine, & Family Care. Before the sale of Pringles to Kellogg's, its product portfolio also included food, snacks, and beverages.",80424,NYSE,USD,USA,INDUSTRIAL APPLICATIONS AND SERVICES,"SOAP, DETERGENTS, CLEANG PREPARATIONS, PERFUMES, COSMETICS","ONE PROCTER & GAMBLE PLAZA, CINCINNATI, OH, US",https://www.pginvestor.com,June,2025-03-31,377072353000,24187001000,25.53,3.894,21.96,4.026,0.0265,6.3,35.65,0.185,0.233,0.11,0.303,83926999000,43385000000,6.3,0.013,-0.021,172.88,5,11,8,0,1,25.53,22.99,4.493,7.32,4.8,17.28,0.427,178.84,155.17,162.14,167.32,2344540000,2341002000,0.057,70.124,2025-05-15,2025-04-21
2018-02-16,82.210000,83.250000,82.130000,82.600000,68.216830,10362968,0.000000,1.000000,PG,Common Stock,Procter & Gamble Company,"The Procter & Gamble Company (P&G) is an American multinational consumer goods corporation headquartered in Cincinnati, Ohio, founded in 1837 by William Procter and James Gamble. It specializes in a wide range of personal health, consumer health, personal care, and hygiene products; these products are organized into several segments including Beauty; Grooming; Health Care; Fabric & Home Care; and Baby, Feminine, & Family Care. Before the sale of Pringles to Kellogg's, its product portfolio also included food, snacks, and beverages.",80424,NYSE,USD,USA,INDUSTRIAL APPLICATIONS AND SERVICES,"SOAP, DETERGENTS, CLEANG PREPARATIONS, PERFUMES, COSMETICS","ONE PROCTER & GAMBLE PLAZA, CINCINNATI, OH, US",https://www.pginvestor.com,June,2025-03-31,377072353000,24187001000,25.53,3.894,21.96,4.026,0.0265,6.3,35.65,0.185,0.233,0.11,0.303,83926999000,43385000000,6.3,0.013,-0.021,172.88,5,11,8,0,1,25.53,22.99,4.493,7.32,4.8,17.28,0.427,178.84,155.17,162.14,167.32,2344540000,2341002000,0.057,70.124,2025-05-15,2025-04-21
