,Open,High,Low,Close,Adjusted Close,Volume,Dividend Amount,Split Coefficient
2020-06-04,40.000000,42.000000,32.100000,34.000000,34.000000,24801780,0.000000,1.000000
2020-06-05,36.500000,40.000000,34.600000,38.890000,38.890000,9110747,0.000000,1.000000
2020-06-08,41.900000,47.900000,40.660000,44.690000,44.690000,9020321,0.000000,1.000000
2020-06-09,46.930000,51.750000,44.700000,50.000000,50.000000,9200572,0.000000,1.000000
2020-06-10,59.220000,64.400000,50.070000,50.300000,50.300000,18098694,0.000000,1.000000
2020-06-11,48.090000,49.820000,44.500000,49.500000,49.500000,10137789,0.000000,1.000000
2020-06-12,54.720000,55.650000,48.950000,51.220000,51.220000,5284161,0.000000,1.000000
2020-06-15,49.850000,51.200000,48.750000,49.970000,49.970000,2753720,0.000000,1.000000
2020-06-16,52.000000,52.400000,46.930000,48.390000,48.390000,4035539,0.000000,1.000000
2020-06-17,48.500000,48.500000,43.250000,43.510000,43.510000,4158146,0.000000,1.000000
2020-06-18,44.000000,46.900000,43.770000,45.750000,45.750000,2816635,0.000000,1.000000
2020-06-19,47.200000,47.310000,43.790000,45.370000,45.370000,2366069,0.000000,1.000000
2020-06-22,45.250000,50.500000,44.000000,49.410000,49.410000,4158940,0.000000,1.000000
2020-06-23,50.950000,51.750000,49.020000,49.680000,49.680000,2604580,0.000000,1.000000
2020-06-24,49.250000,51.680000,47.220000,50.980000,50.980000,2461150,0.000000,1.000000
2020-06-25,50.910000,54.600000,49.700000,53.190000,53.190000,2843614,0.000000,1.000000
2020-06-26,53.990000,55.000000,50.220000,51.570000,51.570000,2546231,0.000000,1.000000
2020-06-29,51.510000,51.989200,47.000000,50.720000,50.720000,2386809,0.000000,1.000000
2020-06-30,51.230000,51.400000,48.470000,51.030000,51.030000,1729445,0.000000,1.000000
2020-07-01,50.810000,50.820000,48.200000,48.400000,48.400000,1652278,0.000000,1.000000
2020-07-02,49.480000,49.530000,44.780000,45.050000,45.050000,4063591,0.000000,1.000000
2020-07-06,46.000000,47.650000,44.500000,45.990000,45.990000,2462244,0.000000,1.000000
2020-07-07,45.500000,46.080000,44.910000,45.140000,45.140000,837078,0.000000,1.000000
2020-07-08,45.500000,45.525000,43.750000,44.260000,44.260000,1396099,0.000000,1.000000
2020-07-09,44.890000,44.900000,42.130000,44.690000,44.690000,2432780,0.000000,1.000000
2020-07-10,44.040000,44.600000,43.000000,43.710000,43.710000,1053623,0.000000,1.000000
2020-07-13,44.000000,44.050000,39.070000,40.330000,40.330000,3214932,0.000000,1.000000
2020-07-14,39.990000,40.950000,38.800000,39.990000,39.990000,1750599,0.000000,1.000000
2020-07-15,40.000000,41.150000,38.890000,39.850000,39.850000,1112426,0.000000,1.000000
2020-07-16,39.550000,40.500000,38.200000,40.380000,40.380000,1433215,0.000000,1.000000
2020-07-17,41.000000,41.420000,38.400000,41.160000,41.160000,1773195,0.000000,1.000000
2020-07-20,40.760000,42.890000,39.580000,42.480000,42.480000,2025777,0.000000,1.000000
2020-07-21,43.720000,43.740000,41.800000,42.900000,42.900000,1606012,0.000000,1.000000
2020-07-22,42.440000,42.997900,40.740000,41.660000,41.660000,1031569,0.000000,1.000000
2020-07-23,41.740000,42.360000,40.040000,40.860000,40.860000,749673,0.000000,1.000000
2020-07-24,39.740000,40.475000,38.320000,39.590000,39.590000,1243794,0.000000,1.000000
2020-07-27,39.950000,41.230000,39.800000,41.160000,41.160000,759017,0.000000,1.000000
2020-07-28,40.880000,43.000000,40.215000,41.560000,41.560000,990030,0.000000,1.000000
2020-07-29,42.010000,42.200000,39.600000,40.530000,40.530000,879539,0.000000,1.000000
2020-07-30,40.040000,40.979900,40.000000,40.480000,40.480000,483999,0.000000,1.000000
2020-07-31,40.660000,40.890000,39.340000,40.870000,40.870000,685556,0.000000,1.000000
2020-08-03,41.000000,45.660000,40.850000,45.080000,45.080000,2690433,0.000000,1.000000
2020-08-04,45.000000,45.449900,42.670000,44.150000,44.150000,1149964,0.000000,1.000000
2020-08-05,44.800000,47.390000,44.330000,46.370000,46.370000,1859852,0.000000,1.000000
2020-08-06,47.000000,48.390000,46.370000,47.440000,47.440000,1370110,0.000000,1.000000
