,Open,High,Low,Close,Adjusted Close,Volume,Dividend Amount,Split Coefficient,Symbol,AssetType,Name,Description,CIK,Exchange,Currency,Country,Sector,Industry,Address,OfficialSite,FiscalYearEnd,LatestQuarter,MarketCapitalization,EBITDA,PERatio,PEGRatio,BookValue,DividendPerShare,DividendYield,EPS,RevenuePerShareTTM,ProfitMargin,OperatingMarginTTM,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,DilutedEPSTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,AnalystTargetPrice,AnalystRatingStrongBuy,AnalystRatingBuy,AnalystRatingHold,AnalystRatingSell,AnalystRatingStrongSell,TrailingPE,ForwardPE,PriceToSalesRatioTTM,PriceToBookRatio,EVToRevenue,EVToEBITDA,Beta,52WeekHigh,52WeekLow,50DayMovingAverage,200DayMovingAverage,SharesOutstanding,SharesFloat,PercentInsiders,PercentInstitutions,DividendDate,ExDividendDate
2010-01-04,29.750000,29.910000,29.210000,29.260000,9.753324,611100,0.000000,1.000000,SKX,Common Stock,Skechers USA Inc,"Skechers USA, Inc. designs, develops, markets and distributes footwear for men, women and children; and high-performance footwear for men and women under the Skechers brand worldwide. The company is headquartered in Manhattan Beach, California.",1065837,NYSE,USD,USA,MANUFACTURING,"FOOTWEAR, (NO RUBBER)","228 MANHATTAN BEACH BLVD, MANHATTAN BEACH, CA, US",https://www.skechers.com,December,2025-03-31,9469870000,1089820000,15.18,1.19,30.16,None,None,4.17,60.48,0.0696,0.11,0.0671,0.148,9129335000,4840179000,4.17,0.008,0.071,62.59,1,3,12,0,0,15.18,22.17,1.037,2.099,1.152,9.65,1.137,78.85,44.5,60.1,62.65,130289000,129386000,0.651,99.705,None,None
2010-01-05,29.050000,29.830000,29.010000,29.240000,9.746657,467200,0.000000,1.000000,SKX,Common Stock,Skechers USA Inc,"Skechers USA, Inc. designs, develops, markets and distributes footwear for men, women and children; and high-performance footwear for men and women under the Skechers brand worldwide. The company is headquartered in Manhattan Beach, California.",1065837,NYSE,USD,USA,MANUFACTURING,"FOOTWEAR, (NO RUBBER)","228 MANHATTAN BEACH BLVD, MANHATTAN BEACH, CA, US",https://www.skechers.com,December,2025-03-31,9469870000,1089820000,15.18,1.19,30.16,None,None,4.17,60.48,0.0696,0.11,0.0671,0.148,9129335000,4840179000,4.17,0.008,0.071,62.59,1,3,12,0,0,15.18,22.17,1.037,2.099,1.152,9.65,1.137,78.85,44.5,60.1,62.65,130289000,129386000,0.651,99.705,None,None
2010-01-06,29.250000,29.450000,28.700000,29.230000,9.743324,709800,0.000000,1.000000,SKX,Common Stock,Skechers USA Inc,"Skechers USA, Inc. designs, develops, markets and distributes footwear for men, women and children; and high-performance footwear for men and women under the Skechers brand worldwide. The company is headquartered in Manhattan Beach, California.",1065837,NYSE,USD,USA,MANUFACTURING,"FOOTWEAR, (NO RUBBER)","228 MANHATTAN BEACH BLVD, MANHATTAN BEACH, CA, US",https://www.skechers.com,December,2025-03-31,9469870000,1089820000,15.18,1.19,30.16,None,None,4.17,60.48,0.0696,0.11,0.0671,0.148,9129335000,4840179000,4.17,0.008,0.071,62.59,1,3,12,0,0,15.18,22.17,1.037,2.099,1.152,9.65,1.137,78.85,44.5,60.1,62.65,130289000,129386000,0.651,99.705,None,None
2010-01-07,29.000000,29.959900,28.930000,29.740000,9.913323,644800,0.000000,1.000000,SKX,Common Stock,Skechers USA Inc,"Skechers USA, Inc. designs, develops, markets and distributes footwear for men, women and children; and high-performance footwear for men and women under the Skechers brand worldwide. The company is headquartered in Manhattan Beach, California.",1065837,NYSE,USD,USA,MANUFACTURING,"FOOTWEAR, (NO RUBBER)","228 MANHATTAN BEACH BLVD, MANHATTAN BEACH, CA, US",https://www.skechers.com,December,2025-03-31,9469870000,1089820000,15.18,1.19,30.16,None,None,4.17,60.48,0.0696,0.11,0.0671,0.148,9129335000,4840179000,4.17,0.008,0.071,62.59,1,3,12,0,0,15.18,22.17,1.037,2.099,1.152,9.65,1.137,78.85,44.5,60.1,62.65,130289000,129386000,0.651,99.705,None,None
2010-01-08,29.800000,29.810000,29.080000,29.290000,9.763324,566500,0.000000,1.000000,SKX,Common Stock,Skechers USA Inc,"Skechers USA, Inc. designs, develops, markets and distributes footwear for men, women and children; and high-performance footwear for men and women under the Skechers brand worldwide. The company is headquartered in Manhattan Beach, California.",1065837,NYSE,USD,USA,MANUFACTURING,"FOOTWEAR, (NO RUBBER)","228 MANHATTAN BEACH BLVD, MANHATTAN BEACH, CA, US",https://www.skechers.com,December,2025-03-31,9469870000,1089820000,15.18,1.19,30.16,None,None,4.17,60.48,0.0696,0.11,0.0671,0.148,9129335000,4840179000,4.17,0.008,0.071,62.59,1,3,12,0,0,15.18,22.17,1.037,2.099,1.152,9.65,1.137,78.85,44.5,60.1,62.65,130289000,129386000,0.651,99.705,None,None
2010-01-11,29.340000,29.610000,29.120100,29.430000,9.809990,562400,0.000000,1.000000,SKX,Common Stock,Skechers USA Inc,"Skechers USA, Inc. designs, develops, markets and distributes footwear for men, women and children; and high-performance footwear for men and women under the Skechers brand worldwide. The company is headquartered in Manhattan Beach, California.",1065837,NYSE,USD,USA,MANUFACTURING,"FOOTWEAR, (NO RUBBER)","228 MANHATTAN BEACH BLVD, MANHATTAN BEACH, CA, US",https://www.skechers.com,December,2025-03-31,9469870000,1089820000,15.18,1.19,30.16,None,None,4.17,60.48,0.0696,0.11,0.0671,0.148,9129335000,4840179000,4.17,0.008,0.071,62.59,1,3,12,0,0,15.18,22.17,1.037,2.099,1.152,9.65,1.137,78.85,44.5,60.1,62.65,130289000,129386000,0.651,99.705,None,None
2010-01-12,30.610000,30.800000,27.300000,28.430000,9.476657,2395700,0.000000,1.000000,SKX,Common Stock,Skechers USA Inc,"Skechers USA, Inc. designs, develops, markets and distributes footwear for men, women and children; and high-performance footwear for men and women under the Skechers brand worldwide. The company is headquartered in Manhattan Beach, California.",1065837,NYSE,USD,USA,MANUFACTURING,"FOOTWEAR, (NO RUBBER)","228 MANHATTAN BEACH BLVD, MANHATTAN BEACH, CA, US",https://www.skechers.com,December,2025-03-31,9469870000,1089820000,15.18,1.19,30.16,None,None,4.17,60.48,0.0696,0.11,0.0671,0.148,9129335000,4840179000,4.17,0.008,0.071,62.59,1,3,12,0,0,15.18,22.17,1.037,2.099,1.152,9.65,1.137,78.85,44.5,60.1,62.65,130289000,129386000,0.651,99.705,None,None
2010-01-13,28.470000,31.210000,28.470000,30.950000,10.316656,2069600,0.000000,1.000000,SKX,Common Stock,Skechers USA Inc,"Skechers USA, Inc. designs, develops, markets and distributes footwear for men, women and children; and high-performance footwear for men and women under the Skechers brand worldwide. The company is headquartered in Manhattan Beach, California.",1065837,NYSE,USD,USA,MANUFACTURING,"FOOTWEAR, (NO RUBBER)","228 MANHATTAN BEACH BLVD, MANHATTAN BEACH, CA, US",https://www.skechers.com,December,2025-03-31,9469870000,1089820000,15.18,1.19,30.16,None,None,4.17,60.48,0.0696,0.11,0.0671,0.148,9129335000,4840179000,4.17,0.008,0.071,62.59,1,3,12,0,0,15.18,22.17,1.037,2.099,1.152,9.65,1.137,78.85,44.5,60.1,62.65,130289000,129386000,0.651,99.705,None,None
2010-01-14,30.970000,31.450000,30.740000,31.220000,10.406656,1103100,0.000000,1.000000,SKX,Common Stock,Skechers USA Inc,"Skechers USA, Inc. designs, develops, markets and distributes footwear for men, women and children; and high-performance footwear for men and women under the Skechers brand worldwide. The company is headquartered in Manhattan Beach, California.",1065837,NYSE,USD,USA,MANUFACTURING,"FOOTWEAR, (NO RUBBER)","228 MANHATTAN BEACH BLVD, MANHATTAN BEACH, CA, US",https://www.skechers.com,December,2025-03-31,9469870000,1089820000,15.18,1.19,30.16,None,None,4.17,60.48,0.0696,0.11,0.0671,0.148,9129335000,4840179000,4.17,0.008,0.071,62.59,1,3,12,0,0,15.18,22.17,1.037,2.099,1.152,9.65,1.137,78.85,44.5,60.1,62.65,130289000,129386000,0.651,99.705,None,None
2010-01-15,31.190000,31.619900,30.730000,30.840000,10.279990,1034600,0.000000,1.000000,SKX,Common Stock,Skechers USA Inc,"Skechers USA, Inc. designs, develops, markets and distributes footwear for men, women and children; and high-performance footwear for men and women under the Skechers brand worldwide. The company is headquartered in Manhattan Beach, California.",1065837,NYSE,USD,USA,MANUFACTURING,"FOOTWEAR, (NO RUBBER)","228 MANHATTAN BEACH BLVD, MANHATTAN BEACH, CA, US",https://www.skechers.com,December,2025-03-31,9469870000,1089820000,15.18,1.19,30.16,None,None,4.17,60.48,0.0696,0.11,0.0671,0.148,9129335000,4840179000,4.17,0.008,0.071,62.59,1,3,12,0,0,15.18,22.17,1.037,2.099,1.152,9.65,1.137,78.85,44.5,60.1,62.65,130289000,129386000,0.651,99.705,None,None
